"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
1.911,8.089
1.911,8.089
1.911,8.089
1.911,8.089
1.911,8.089
1.911,8.089
1.910,8.088
1.908,8.086
1.905,8.083
1.901,8.079
1.896,8.073
1.889,8.067
1.882,8.059
1.873,8.050
1.863,8.040
1.852,8.029
1.840,8.017
1.827,8.004
1.812,7.990
1.797,7.974
1.780,7.957
1.763,7.940
1.744,7.921
1.724,7.901
1.703,7.880
1.681,7.858
1.658,7.835
1.634,7.810
1.608,7.785
1.582,7.758
1.555,7.731
1.526,7.702
1.497,7.673
1.466,7.642
1.435,7.610
1.402,7.578
1.368,7.544
1.334,7.509
1.298,7.473
1.261,7.436
1.224,7.399
1.185,7.360
1.146,7.320
1.105,7.279
1.064,7.238
1.021,7.195
0.978,7.152
0.934,7.107
0.889,7.062
0.843,7.015
0.796,6.968
0.748,6.920
0.699,6.871
0.650,6.821
0.599,6.771
0.548,6.719
0.496,6.667
0.443,6.613
0.389,6.559
0.335,6.505
0.280,6.449
0.224,6.393
0.167,6.336
0.110,6.278
0.051,6.219
-0.007,6.160
-0.067,6.100
-0.127,6.039
-0.188,5.978
-0.250,5.916
-0.312,5.853
-0.375,5.790
-0.438,5.726
-0.502,5.661
-0.567,5.596
-0.632,5.530
-0.698,5.464
-0.764,5.397
-0.831,5.330
-0.898,5.262
-0.966,5.193
-1.034,5.124
-1.103,5.055
-1.172,4.985
-1.241,4.915
-1.311,4.844
-1.381,4.773
-1.452,4.702
-1.523,4.630
-1.595,4.557
-1.666,4.485
-1.738,4.412
-1.811,4.338
-1.883,4.265
-1.956,4.191
-2.029,4.117
-2.103,4.043
-2.176,3.968
-2.250,3.893
-2.324,3.818
-2.398,3.743
-2.472,3.668
-2.546,3.592
-2.621,3.516
-2.695,3.441
-2.770,3.365
-2.845,3.289
-2.919,3.213
-2.994,3.137
-3.069,3.061
-3.143,2.985
-3.218,2.908
-3.293,2.832
-3.367,2.756
-3.442,2.680
-3.516,2.605
-3.590,2.529
-3.664,2.453
-3.738,2.377
-3.812,2.302
-3.886,2.227
-3.959,2.152
-4.032,2.077
-4.105,2.002
-4.178,1.928
-4.251,1.853
-4.323,1.779
-4.395,1.706
-4.466,1.632
-4.537,1.559
-4.608,1.486
-4.679,1.414
-4.749,1.342
-4.818,1.270
-4.888,1.199
-4.957,1.128
-5.025,1.058
-5.093,0.988
-5.160,0.918
-5.227,0.849
-5.294,0.780
-5.360,0.712
-5.425,0.645
-5.490,0.578
-5.554,0.511
-5.618,0.445
-5.681,0.380
-5.744,0.315
-5.805,0.251
-5.867,0.187
-5.927,0.124
-5.987,0.062
-6.046,0.001
-6.105,-0.060
-6.163,-0.121
-6.220,-0.180
-6.276,-0.239
-6.332,-0.297
-6.387,-0.354
-6.441,-0.411
-6.494,-0.467
-6.546,-0.522
-6.598,-0.576
-6.649,-0.629
-6.699,-0.682
-6.748,-0.733
-6.796,-0.784
-6.844,-0.834
-6.890,-0.884
-6.936,-0.932
-6.981,-0.979
-7.025,-1.026
-7.068,-1.071
-7.110,-1.116
-7.151,-1.160
-7.191,-1.203
-7.230,-1.244
-7.268,-1.285
-7.305,-1.325
-7.342,-1.364
-7.377,-1.402
-7.411,-1.439
-7.444,-1.475
-7.476,-1.510
-7.508,-1.544
-7.538,-1.577
-7.567,-1.609
-7.595,-1.640
-7.622,-1.670
-7.648,-1.698
-7.673,-1.726
-7.697,-1.753
-7.719,-1.778
-7.741,-1.803
-7.762,-1.826
-7.781,-1.848
-7.799,-1.869
-7.817,-1.890
-7.833,-1.909
-7.848,-1.926
-7.862,-1.943
-7.875,-1.959
-7.886,-1.973
-7.897,-1.987
-7.907,-1.999
-7.915,-2.010
-7.922,-2.020
-7.928,-2.029
-7.933,-2.037
-7.937,-2.044
-7.940,-2.049
-7.941,-2.054
-7.942,-2.057
-7.941,-2.059
-7.939,-2.060
-7.936,-2.060
-7.932,-2.058
-7.927,-2.056
-7.921,-2.052
-7.913,-2.047
-7.905,-2.042
-7.895,-2.035
-7.884,-2.026
-7.872,-2.017
-7.859,-2.007
-7.845,-1.995
-7.829,-1.983
-7.813,-1.969
-7.795,-1.954
-7.777,-1.938
-7.757,-1.921
-7.736,-1.902
-7.714,-1.883
-7.691,-1.863
-7.667,-1.841
-7.642,-1.819
-7.615,-1.795
-7.588,-1.770
-7.560,-1.744
-7.530,-1.717
-7.500,-1.689
-7.468,-1.660
-7.436,-1.630
-7.402,-1.599
-7.368,-1.567
-7.332,-1.534
-7.296,-1.500
-7.258,-1.465
-7.219,-1.428
-7.180,-1.391
-7.139,-1.353
-7.098,-1.314
-7.056,-1.274
-7.012,-1.233
-6.968,-1.191
-6.923,-1.148
-6.877,-1.104
-6.830,-1.059
-6.782,-1.013
-6.733,-0.967
-6.683,-0.919
-6.633,-0.871
-6.582,-0.822
-6.530,-0.772
-6.477,-0.721
-6.423,-0.669
-6.368,-0.617
-6.313,-0.563
-6.257,-0.509
-6.200,-0.454
-6.142,-0.398
-6.084,-0.342
-6.025,-0.285
-5.965,-0.227
-5.905,-0.168
-5.844,-0.109
-5.782,-0.049
-5.719,0.012
-5.656,0.073
-5.593,0.135
-5.528,0.198
-5.463,0.261
