"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
5.108E-8,5.800
1.819E-8,5.800
-8.047E-8,5.800
-7.714E-7,5.800
-6.398E-6,5.800
-5.526E-5,5.800
-4.897E-4,5.800
-0.002,5.798
-0.003,5.797
-0.006,5.794
-0.009,5.791
-0.013,5.787
-0.017,5.783
-0.022,5.778
-0.028,5.772
-0.034,5.766
-0.041,5.758
-0.049,5.751
-0.057,5.742
-0.066,5.733
-0.076,5.724
-0.086,5.713
-0.097,5.702
-0.108,5.691
-0.121,5.679
-0.133,5.666
-0.147,5.652
-0.161,5.638
-0.175,5.623
-0.191,5.608
-0.206,5.592
-0.223,5.575
-0.240,5.558
-0.258,5.540
-0.276,5.522
-0.295,5.503
-0.314,5.483
-0.334,5.463
-0.355,5.442
-0.376,5.421
-0.398,5.399
-0.420,5.376
-0.443,5.353
-0.466,5.330
-0.490,5.305
-0.515,5.281
-0.540,5.255
-0.566,5.229
-0.592,5.203
-0.618,5.176
-0.645,5.148
-0.673,5.120
-0.701,5.092
-0.730,5.063
-0.759,5.033
-0.789,5.003
-0.819,4.973
-0.849,4.942
-0.880,4.911
-0.912,4.879
-0.944,4.846
-0.976,4.814
-1.009,4.780
-1.042,4.747
-1.076,4.713
-1.110,4.678
-1.144,4.643
-1.179,4.608
-1.214,4.572
-1.250,4.536
-1.285,4.499
-1.322,4.462
-1.358,4.425
-1.395,4.388
-1.433,4.350
-1.470,4.311
-1.508,4.273
-1.547,4.234
-1.585,4.195
-1.624,4.155
-1.663,4.115
-1.702,4.075
-1.742,4.035
-1.782,3.994
-1.822,3.953
-1.863,3.912
-1.903,3.870
-1.944,3.829
-1.985,3.787
-2.026,3.745
-2.068,3.702
-2.109,3.660
-2.151,3.617
-2.193,3.574
-2.235,3.531
-2.277,3.488
-2.320,3.445
-2.362,3.401
-2.405,3.358
-2.447,3.314
-2.490,3.270
-2.533,3.226
-2.576,3.182
-2.619,3.138
-2.662,3.094
-2.705,3.050
-2.748,3.006
-2.791,2.962
-2.834,2.917
-2.878,2.873
-2.921,2.829
-2.964,2.784
-3.007,2.740
-3.050,2.696
-3.093,2.651
-3.136,2.607
-3.179,2.563
-3.222,2.519
-3.264,2.475
-3.307,2.431
-3.350,2.387
-3.392,2.344
-3.434,2.300
-3.476,2.256
-3.518,2.213
-3.560,2.170
-3.602,2.127
-3.643,2.084
-3.685,2.041
-3.726,1.998
-3.767,1.956
-3.807,1.914
-3.848,1.872
-3.888,1.830
-3.928,1.789
-3.968,1.747
-4.007,1.706
-4.047,1.666
-4.086,1.625
-4.124,1.585
-4.163,1.545
-4.201,1.505
-4.238,1.466
-4.276,1.427
-4.313,1.388
-4.350,1.350
-4.386,1.311
-4.422,1.274
-4.458,1.236
-4.493,1.199
-4.528,1.163
-4.563,1.126
-4.597,1.091
-4.631,1.055
-4.664,1.020
-4.697,0.985
-4.730,0.951
-4.762,0.917
-4.793,0.884
-4.825,0.851
-4.855,0.818
-4.886,0.786
-4.915,0.755
-4.945,0.723
-4.973,0.693
-5.002,0.663
-5.030,0.633
-5.057,0.604
-5.084,0.575
-5.110,0.547
-5.136,0.519
-5.161,0.492
-5.186,0.465
-5.210,0.439
-5.234,0.414
-5.257,0.389
-5.279,0.364
-5.301,0.340
-5.323,0.317
-5.344,0.294
-5.364,0.272
-5.384,0.251
-5.403,0.229
-5.421,0.209
-5.439,0.189
-5.456,0.170
-5.473,0.151
-5.489,0.133
-5.505,0.116
-5.520,0.099
-5.534,0.083
-5.548,0.067
-5.561,0.052
-5.573,0.038
-5.585,0.024
-5.596,0.011
-5.606,-0.002
-5.616,-0.013
-5.625,-0.025
-5.634,-0.035
-5.642,-0.045
-5.649,-0.054
-5.656,-0.063
-5.662,-0.071
-5.667,-0.078
-5.672,-0.085
-5.676,-0.091
-5.679,-0.096
-5.682,-0.101
-5.684,-0.105
-5.685,-0.108
-5.686,-0.111
-5.686,-0.113
-5.686,-0.114
-5.685,-0.115
-5.683,-0.115
-5.680,-0.114
-5.677,-0.113
-5.673,-0.111
-5.669,-0.109
-5.663,-0.105
-5.658,-0.101
-5.651,-0.097
-5.644,-0.092
-5.636,-0.086
-5.628,-0.079
-5.619,-0.072
-5.609,-0.064
-5.599,-0.056
-5.588,-0.047
-5.576,-0.037
-5.564,-0.027
-5.551,-0.015
-5.537,-0.004
-5.523,0.009
-5.508,0.021
-5.493,0.035
-5.477,0.049
-5.460,0.064
-5.443,0.080
-5.425,0.096
-5.407,0.112
-5.388,0.130
-5.368,0.147
-5.348,0.166
-5.327,0.185
-5.306,0.205
-5.284,0.225
-5.261,0.246
-5.238,0.267
-5.215,0.289
-5.190,0.312
-5.166,0.335
-5.140,0.358
-5.115,0.382
-5.088,0.407
-5.061,0.432
-5.034,0.458
-5.006,0.485
-4.977,0.511
-4.949,0.539
-4.919,0.567
-4.889,0.595
-4.859,0.624
-4.828,0.653
-4.797,0.683
-4.765,0.713
-4.732,0.744
-4.700,0.775
-4.667,0.807
-4.633,0.839
-4.599,0.872
-4.565,0.905
-4.530,0.938
-4.494,0.972
-4.459,1.006
-4.423,1.041
-4.386,1.076
-4.350,1.112
-4.313,1.147
-4.275,1.184
-4.237,1.220
-4.199,1.257
-4.161,1.294
-4.122,1.332
-4.083,1.370
-4.043,1.408
-4.004,1.446
-3.964,1.485
-3.923,1.524
-3.883,1.564
-3.842,1.603
-3.801,1.643
-3.760,1.683
-3.718,1.724
-3.676,1.764
-3.635,1.805
-3.592,1.846
-3.550,1.887
-3.508,1.929
-3.465,1.971
-3.422,2.012
-3.379,2.054
-3.336,2.097
-3.293,2.139
-3.249,2.181
-3.206,2.224
-3.162,2.267
-3.119,2.310
-3.075,2.352
-3.031,2.395
-2.987,2.438
-2.943,2.482
-2.899,2.525
-2.855,2.568
-2.811,2.611
-2.767,2.655
-2.723,2.698
-2.678,2.741
-2.634,2.785
-2.590,2.828
-2.546,2.872
-2.502,2.915
-2.458,2.958
-2.415,3.001
-2.371,3.044
-2.327,3.088
-2.283,3.131
-2.240,3.173
-2.197,3.216
-2.153,3.259
-2.110,3.302
-2.067,3.344
-2.024,3.386
-1.982,3.429
-1.939,3.471
-1.897,3.512
-1.855,3.554
-1.813,3.596
-1.771,3.637
-1.729,3.678
-1.688,3.719
-1.647,3.759
-1.606,3.800
-1.566,3.840
-1.526,3.880
-1.486,3.920
-1.446,3.959
-1.406,3.998
-1.367,4.037
-1.328,4.075
-1.290,4.114
-1.252,4.152
-1.214,4.189
-1.176,4.226
