"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
3.607,9.793
3.607,9.793
3.607,9.793
3.607,9.793
3.607,9.793
3.607,9.793
3.605,9.791
3.601,9.787
3.594,9.781
3.586,9.772
3.574,9.761
3.561,9.747
3.545,9.731
3.527,9.713
3.506,9.692
3.483,9.669
3.458,9.644
3.430,9.616
3.400,9.586
3.368,9.554
3.333,9.519
3.296,9.482
3.257,9.443
3.216,9.401
3.172,9.358
3.127,9.312
3.079,9.264
3.028,9.213
2.976,9.161
2.922,9.106
2.865,9.049
2.806,8.990
2.745,8.929
2.682,8.866
2.617,8.801
2.550,8.734
2.481,8.665
2.410,8.593
2.337,8.520
2.263,8.445
2.186,8.368
2.107,8.289
2.027,8.208
1.945,8.126
1.860,8.042
1.775,7.955
1.687,7.868
1.598,7.778
1.507,7.687
1.415,7.594
1.320,7.499
1.225,7.403
1.128,7.306
1.029,7.207
0.929,7.106
0.827,7.004
0.724,6.901
0.620,6.796
0.515,6.690
0.408,6.582
0.300,6.474
0.190,6.364
0.080,6.253
-0.032,6.141
-0.144,6.027
-0.258,5.913
-0.372,5.798
-0.488,5.681
-0.604,5.564
-0.722,5.446
-0.840,5.327
-0.959,5.207
-1.079,5.086
-1.199,4.965
-1.320,4.843
-1.442,4.720
-1.564,4.597
-1.687,4.473
-1.810,4.349
-1.934,4.224
-2.058,4.099
-2.182,3.973
-2.307,3.847
-2.432,3.721
-2.557,3.595
-2.682,3.468
-2.807,3.341
-2.933,3.214
-3.058,3.087
-3.184,2.960
-3.309,2.833
-3.435,2.706
-3.560,2.579
-3.685,2.452
-3.809,2.326
-3.934,2.199
-4.058,2.073
-4.182,1.948
-4.305,1.822
-4.428,1.697
-4.550,1.573
-4.672,1.449
-4.793,1.326
-4.914,1.203
-5.034,1.081
-5.153,0.959
-5.271,0.839
-5.389,0.719
-5.506,0.599
-5.622,0.481
-5.736,0.364
-5.850,0.247
-5.963,0.132
-6.075,0.017
-6.186,-0.096
-6.296,-0.208
-6.404,-0.320
-6.511,-0.430
-6.617,-0.538
-6.722,-0.646
-6.826,-0.752
-6.928,-0.857
-7.028,-0.961
-7.128,-1.063
-7.225,-1.163
-7.322,-1.263
-7.416,-1.360
-7.509,-1.457
-7.601,-1.551
-7.691,-1.644
-7.779,-1.735
-7.866,-1.825
-7.950,-1.913
-8.033,-1.999
-8.115,-2.084
-8.194,-2.166
-8.272,-2.247
-8.347,-2.326
-8.421,-2.403
-8.493,-2.478
-8.563,-2.551
-8.631,-2.622
-8.697,-2.692
-8.760,-2.759
-8.822,-2.824
-8.882,-2.887
-8.940,-2.948
-8.995,-3.007
-9.049,-3.064
-9.100,-3.119
-9.149,-3.171
-9.196,-3.221
-9.240,-3.269
-9.283,-3.315
-9.323,-3.359
-9.361,-3.400
-9.397,-3.439
-9.430,-3.476
-9.461,-3.511
-9.490,-3.543
-9.516,-3.573
-9.540,-3.601
-9.562,-3.626
-9.582,-3.649
-9.599,-3.669
-9.614,-3.688
-9.626,-3.703
-9.636,-3.717
-9.644,-3.728
-9.649,-3.737
-9.652,-3.743
-9.653,-3.747
-9.651,-3.749
-9.647,-3.748
-9.640,-3.745
-9.631,-3.739
-9.620,-3.731
-9.606,-3.721
-9.590,-3.708
-9.572,-3.693
-9.551,-3.675
-9.528,-3.656
-9.502,-3.633
-9.475,-3.609
-9.445,-3.582
-9.412,-3.553
-9.378,-3.521
-9.341,-3.488
-9.302,-3.451
-9.260,-3.413
-9.216,-3.372
-9.170,-3.330
-9.122,-3.284
-9.072,-3.237
-9.020,-3.188
-8.965,-3.136
-8.908,-3.082
-8.849,-3.026
-8.788,-2.968
-8.725,-2.908
-8.660,-2.845
-8.593,-2.781
-8.524,-2.715
-8.453,-2.646
-8.380,-2.576
-8.305,-2.503
-8.228,-2.429
-8.149,-2.353
-8.068,-2.275
-7.986,-2.195
-7.902,-2.113
-7.816,-2.029
-7.728,-1.944
-7.639,-1.857
-7.548,-1.768
-7.455,-1.677
-7.361,-1.585
-7.265,-1.492
-7.167,-1.396
-7.068,-1.299
-6.968,-1.201
-6.866,-1.101
-6.763,-1.000
-6.658,-0.897
-6.552,-0.793
-6.445,-0.688
-6.337,-0.581
-6.227,-0.473
-6.116,-0.364
-6.004,-0.254
-5.891,-0.143
-5.777,-0.030
-5.662,0.083
-5.546,0.198
-5.429,0.314
-5.311,0.430
-5.193,0.547
-5.073,0.666
-4.953,0.785
-4.832,0.904
-4.710,1.025
-4.588,1.146
-4.465,1.268
-4.341,1.390
-4.217,1.513
-4.093,1.637
-3.968,1.761
-3.843,1.885
-3.718,2.010
-3.592,2.135
-3.466,2.260
-3.340,2.386
-3.213,2.511
-3.087,2.637
-2.960,2.763
-2.834,2.889
-2.707,3.015
-2.581,3.141
-2.454,3.267
-2.328,3.393
-2.202,3.519
-2.077,3.644
-1.951,3.769
-1.826,3.894
-1.702,4.019
-1.577,4.143
-1.454,4.267
-1.330,4.390
-1.208,4.513
-1.086,4.635
-0.964,4.756
-0.844,4.877
-0.724,4.997
-0.605,5.117
-0.486,5.235
-0.369,5.353
-0.252,5.470
-0.136,5.586
-0.022,5.701
0.092,5.815
0.205,5.928
0.316,6.040
0.426,6.151
0.535,6.261
0.643,6.370
0.750,6.477
0.855,6.583
0.959,6.688
1.062,6.791
1.163,6.893
1.263,6.994
1.361,7.093
1.458,7.191
1.553,7.287
1.647,7.381
1.739,7.474
1.829,7.566
1.918,7.655
2.005,7.743
2.090,7.830
2.174,7.914
2.256,7.997
2.335,8.078
2.413,8.157
2.490,8.234
2.564,8.310
2.636,8.383
2.706,8.455
2.774,8.524
2.841,8.592
2.905,8.657
2.967,8.721
3.027,8.782
3.085,8.841
3.141,8.898
3.195,8.953
3.246,9.006
3.296,9.057
3.343,9.106
3.388,9.152
3.431,9.196
3.471,9.238
3.509,9.277
3.545,9.315
3.579,9.350
3.610,9.382
3.639,9.413
3.666,9.441
3.691,9.467
3.713,9.490
3.732,9.511
3.750,9.530
3.765,9.546
3.777,9.560
3.788,9.572
3.796,9.581
3.801,9.588
3.804,9.593
3.805,9.595
3.804,9.595
3.800,9.592
3.793,9.587
3.785,9.580
3.773,9.570
3.760,9.558
3.744,9.543
3.726,9.526
3.706,9.507
3.683,9.485
3.658,9.461
3.630,9.435
3.600,9.406
3.568,9.375
3.534,9.342
3.497,9.306
3.458,9.269
3.417,9.228
3.374,9.186
3.328,9.141
3.280,9.094
3.230,9.045
