"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
3.158,9.342
3.158,9.342
3.158,9.342
3.158,9.342
3.158,9.342
3.158,9.342
3.156,9.341
3.152,9.337
3.146,9.331
3.138,9.322
3.128,9.312
3.115,9.299
3.100,9.284
3.083,9.267
3.064,9.248
3.042,9.227
3.019,9.203
2.993,9.177
2.965,9.149
2.935,9.119
2.903,9.087
2.868,9.052
2.832,9.015
2.793,8.977
2.753,8.936
2.710,8.893
2.665,8.848
2.618,8.801
2.569,8.752
2.519,8.701
2.466,8.648
2.411,8.593
2.354,8.536
2.295,8.477
2.235,8.417
2.172,8.354
2.108,8.289
2.042,8.223
1.974,8.155
1.904,8.085
1.832,8.013
1.759,7.939
1.684,7.864
1.607,7.787
1.529,7.708
1.449,7.628
1.367,7.546
1.284,7.462
1.199,7.377
1.113,7.290
1.025,7.202
0.936,7.113
0.845,7.021
0.753,6.929
0.660,6.835
0.565,6.740
0.469,6.643
0.372,6.546
0.274,6.447
0.174,6.346
0.073,6.245
-0.029,6.143
-0.132,6.039
-0.236,5.934
-0.341,5.829
-0.447,5.722
-0.554,5.614
-0.661,5.506
-0.770,5.396
-0.879,5.286
-0.990,5.175
-1.101,5.063
-1.212,4.951
-1.324,4.837
-1.437,4.724
-1.551,4.609
-1.665,4.494
-1.779,4.379
-1.894,4.263
-2.009,4.146
-2.125,4.029
-2.241,3.912
-2.357,3.794
-2.474,3.677
-2.590,3.559
-2.707,3.440
-2.824,3.322
-2.941,3.204
-3.058,3.085
-3.175,2.966
-3.292,2.848
-3.409,2.729
-3.526,2.611
-3.642,2.493
-3.759,2.375
-3.875,2.257
-3.990,2.139
-4.106,2.022
-4.221,1.905
-4.335,1.788
-4.450,1.672
-4.563,1.557
-4.676,1.441
-4.789,1.327
-4.900,1.213
-5.012,1.100
-5.122,0.987
-5.232,0.875
-5.340,0.764
-5.449,0.653
-5.556,0.544
-5.662,0.435
-5.767,0.327
-5.872,0.221
-5.975,0.115
-6.077,0.010
-6.178,-0.094
-6.278,-0.196
-6.377,-0.298
-6.475,-0.398
-6.571,-0.497
-6.667,-0.595
-6.760,-0.692
-6.853,-0.787
-6.944,-0.881
-7.034,-0.974
-7.122,-1.065
-7.209,-1.155
-7.294,-1.243
