"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
1.563,7.737
1.563,7.737
1.563,7.737
1.563,7.737
1.563,7.737
1.562,7.737
1.562,7.737
1.560,7.735
1.557,7.732
1.553,7.728
1.548,7.723
1.542,7.717
1.535,7.710
1.527,7.702
1.518,7.692
1.508,7.682
1.496,7.671
1.484,7.659
1.471,7.645
1.456,7.631
1.441,7.615
1.424,7.599
1.407,7.581
1.388,7.563
1.369,7.543
1.348,7.523
1.327,7.501
1.304,7.478
1.281,7.455
1.256,7.430
1.231,7.405
1.205,7.378
1.177,7.350
1.149,7.322
1.119,7.292
1.089,7.262
1.058,7.230
1.026,7.198
0.992,7.165
0.958,7.131
0.923,7.095
0.888,7.059
0.851,7.022
0.813,6.985
0.775,6.946
0.735,6.906
0.695,6.866
0.654,6.824
0.612,6.782
0.569,6.739
0.525,6.695
0.481,6.650
0.436,6.605
0.390,6.558
0.343,6.511
0.295,6.463
0.247,6.414
0.198,6.365
0.148,6.315
0.097,6.264
0.046,6.212
-0.006,6.160
-0.059,6.107
-0.112,6.053
-0.166,5.998
-0.221,5.943
-0.277,5.887
-0.333,5.831
-0.389,5.774
-0.446,5.716
-0.504,5.658
-0.563,5.599
-0.622,5.539
-0.681,5.479
-0.741,5.418
-0.802,5.357
-0.863,5.296
-0.924,5.233
-0.986,5.171
-1.049,5.107
-1.112,5.044
-1.175,4.980
-1.239,4.915
-1.303,4.850
-1.368,4.785
-1.433,4.719
-1.498,4.653
-1.564,4.586
-1.630,4.519
-1.697,4.452
-1.763,4.384
-1.830,4.316
-1.897,4.248
-1.965,4.180
-2.033,4.111
-2.101,4.042
-2.169,3.973
-2.237,3.904
-2.306,3.834
-2.374,3.764
-2.443,3.694
-2.512,3.624
-2.581,3.554
-2.650,3.483
-2.720,3.413
-2.789,3.342
-2.858,3.272
-2.928,3.201
-2.997,3.130
-3.067,3.059
-3.136,2.988
-3.206,2.918
-3.275,2.847
-3.344,2.776
-3.413,2.705
-3.483,2.635
-3.552,2.564
-3.620,2.494
-3.689,2.424
-3.758,2.353
-3.826,2.283
-3.894,2.213
-3.963,2.144
-4.030,2.074
-4.098,2.005
-4.165,1.936
-4.232,1.867
-4.299,1.798
-4.366,1.730
-4.432,1.662
-4.498,1.594
-4.563,1.527
-4.628,1.460
-4.693,1.393
-4.757,1.327
-4.821,1.261
-4.885,1.195
-4.948,1.130
-5.011,1.066
-5.073,1.001
-5.135,0.937
-5.196,0.874
-5.257,0.811
-5.317,0.749
-5.377,0.687
-5.436,0.626
-5.495,0.565
-5.553,0.504
-5.610,0.445
-5.667,0.386
-5.724,0.327
-5.779,0.269
-5.834,0.212
-5.889,0.155
-5.942,0.099
-5.996,0.044
-6.048,-0.011
-6.100,-0.065
-6.151,-0.118
-6.201,-0.171
-6.250,-0.223
-6.299,-0.274
-6.347,-0.325
-6.394,-0.374
-6.441,-0.423
-6.486,-0.471
-6.531,-0.519
-6.575,-0.565
-6.619,-0.611
-6.661,-0.656
-6.703,-0.700
-6.743,-0.743
-6.783,-0.786
-6.822,-0.827
-6.861,-0.868
-6.898,-0.908
-6.934,-0.947
-6.970,-0.985
-7.004,-1.022
-7.038,-1.058
-7.071,-1.094
-7.102,-1.128
-7.133,-1.162
-7.163,-1.194
-7.192,-1.226
-7.220,-1.257
-7.247,-1.286
-7.273,-1.315
-7.298,-1.343
-7.322,-1.370
-7.346,-1.395
-7.368,-1.420
-7.389,-1.444
-7.409,-1.467
-7.428,-1.488
-7.446,-1.509
-7.463,-1.529
-7.479,-1.548
-7.494,-1.565
-7.508,-1.582
-7.521,-1.598
-7.533,-1.612
-7.544,-1.626
-7.554,-1.638
-7.562,-1.650
-7.570,-1.660
-7.577,-1.670
-7.582,-1.678
-7.587,-1.685
-7.591,-1.692
-7.593,-1.697
-7.595,-1.701
-7.595,-1.704
-7.594,-1.706
-7.592,-1.707
-7.590,-1.707
-7.586,-1.705
-7.581,-1.703
-7.575,-1.700
-7.568,-1.695
-7.560,-1.690
-7.551,-1.683
-7.541,-1.676
-7.529,-1.667
-7.517,-1.658
-7.504,-1.647
-7.490,-1.635
-7.474,-1.622
-7.458,-1.609
-7.441,-1.594
-7.422,-1.578
-7.403,-1.561
-7.382,-1.543
-7.361,-1.524
-7.338,-1.504
-7.315,-1.483
-7.290,-1.461
-7.265,-1.438
-7.239,-1.414
-7.211,-1.389
-7.183,-1.363
-7.154,-1.336
-7.123,-1.308
-7.092,-1.279
-7.060,-1.250
-7.027,-1.219
-6.993,-1.187
-6.958,-1.154
-6.922,-1.121
-6.885,-1.086
-6.847,-1.051
-6.809,-1.014
-6.769,-0.977
-6.729,-0.939
-6.688,-0.900
-6.646,-0.860
-6.603,-0.819
-6.559,-0.778
-6.514,-0.735
-6.469,-0.692
-6.423,-0.648
-6.376,-0.603
-6.328,-0.557
-6.280,-0.511
-6.230,-0.463
-6.180,-0.415
-6.130,-0.366
-6.078,-0.317
-6.026,-0.266
-5.973,-0.215
-5.919,-0.164
-5.865,-0.111
-5.810,-0.058
-5.754,-0.004
-5.698,0.050
-5.641,0.105
-5.584,0.161
-5.526,0.218
-5.467,0.275
-5.408,0.332
-5.348,0.391
-5.287,0.449
-5.226,0.509
-5.165,0.569
-5.103,0.629
-5.040,0.690
-4.977,0.752
-4.914,0.814
-4.850,0.876
-4.786,0.939
-4.721,1.002
-4.656,1.066
-4.590,1.130
-4.524,1.195
-4.458,1.260
-4.391,1.325
-4.324,1.391
-4.257,1.457
-4.190,1.524
-4.122,1.590
-4.053,1.657
-3.985,1.725
-3.916,1.792
-3.847,1.860
-3.778,1.928
-3.709,1.997
-3.639,2.065
-3.570,2.134
-3.500,2.203
-3.430,2.272
-3.360,2.341
-3.290,2.410
-3.219,2.480
-3.149,2.549
-3.079,2.619
-3.008,2.689
-2.938,2.758
-2.867,2.828
-2.797,2.898
-2.726,2.968
-2.656,3.037
-2.586,3.107
-2.515,3.177
-2.445,3.246
-2.375,3.316
-2.305,3.385
-2.235,3.455
-2.166,3.524
-2.096,3.593
-2.027,3.662
-1.958,3.731
-1.889,3.799
-1.820,3.867
-1.751,3.935
-1.683,4.003
