"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
4.056,10.244
4.056,10.244
4.056,10.244
4.056,10.244
4.056,10.244
4.056,10.244
4.054,10.242
4.050,10.238
4.043,10.231
4.033,10.221
4.021,10.209
4.007,10.195
3.990,10.178
3.970,10.158
3.948,10.136
3.924,10.112
3.897,10.085
3.867,10.055
3.835,10.023
3.801,9.988
3.764,9.952
3.725,9.912
3.683,9.870
3.639,9.826
3.592,9.779
3.543,9.730
3.492,9.679
3.439,9.625
3.383,9.569
3.325,9.511
3.264,9.450
3.201,9.387
3.136,9.322
3.069,9.255
3.000,9.185
2.928,9.114
2.855,9.040
2.779,8.964
2.701,8.886
2.621,8.806
2.539,8.723
2.456,8.639
2.370,8.553
2.282,8.465
2.192,8.375
2.101,8.283
2.007,8.189
1.912,8.094
1.815,7.996
1.716,7.897
1.616,7.796
1.514,7.694
1.410,7.590
1.305,7.484
1.198,7.377
1.089,7.268
0.980,7.157
0.868,7.046
0.756,6.932
0.642,6.818
0.526,6.702
0.410,6.585
0.292,6.466
0.173,6.347
0.052,6.226
-0.069,6.104
-0.191,5.981
-0.315,5.857
-0.439,5.731
-0.564,5.605
-0.690,5.478
-0.817,5.351
-0.945,5.222
-1.074,5.092
-1.203,4.962
-1.333,4.831
-1.463,4.700
-1.594,4.568
-1.726,4.435
-1.858,4.302
-1.990,4.168
-2.123,4.034
-2.256,3.900
-2.389,3.765
-2.523,3.630
-2.656,3.495
-2.790,3.360
-2.924,3.224
-3.058,3.089
-3.192,2.953
-3.326,2.818
-3.460,2.682
-3.593,2.547
-3.727,2.412
-3.860,2.277
-3.993,2.142
-4.125,2.007
-4.257,1.873
-4.389,1.740
-4.520,1.606
-4.651,1.474
-4.781,1.341
-4.910,1.210
-5.039,1.079
-5.167,0.948
-5.294,0.819
-5.421,0.690
-5.546,0.562
-5.671,0.435
-5.794,0.309
-5.917,0.183
-6.039,0.059
-6.159,-0.064
-6.279,-0.186
-6.397,-0.307
-6.514,-0.427
-6.630,-0.546
-6.744,-0.663
-6.858,-0.779
-6.969,-0.894
-7.080,-1.007
-7.189,-1.119
-7.296,-1.229
-7.402,-1.338
-7.506,-1.446
-7.609,-1.552
-7.710,-1.656
-7.810,-1.758
-7.907,-1.859
-8.003,-1.959
-8.098,-2.056
-8.190,-2.152
-8.280,-2.245
-8.369,-2.337
-8.456,-2.427
-8.541,-2.515
-8.623,-2.602
-8.704,-2.686
-8.783,-2.768
-8.860,-2.848
-8.934,-2.926
-9.007,-3.002
-9.077,-3.076
-9.145,-3.148
-9.211,-3.217
-9.275,-3.285
-9.337,-3.350
-9.396,-3.412
-9.453,-3.473
-9.508,-3.531
-9.560,-3.587
-9.610,-3.641
-9.658,-3.692
-9.703,-3.741
-9.746,-3.788
-9.787,-3.832
-9.825,-3.873
-9.860,-3.913
-9.894,-3.950
-9.924,-3.984
-9.953,-4.016
-9.978,-4.045
-10.002,-4.072
-10.023,-4.097
-10.041,-4.119
-10.057,-4.138
-10.070,-4.155
-10.081,-4.169
-10.089,-4.181
-10.095,-4.190
-10.098,-4.197
-10.098,-4.201
-10.096,-4.203
-10.092,-4.202
-10.085,-4.198
-10.076,-4.192
-10.064,-4.184
-10.049,-4.173
-10.032,-4.159
-10.012,-4.143
-9.990,-4.124
-9.966,-4.103
-9.939,-4.079
-9.909,-4.053
-9.877,-4.025
-9.842,-3.993
-9.806,-3.960
-9.766,-3.924
-9.724,-3.885
-9.680,-3.844
-9.634,-3.801
-9.585,-3.755
-9.533,-3.707
-9.480,-3.656
-9.424,-3.603
-9.366,-3.548
-9.305,-3.491
-9.242,-3.431
-9.177,-3.369
-9.110,-3.304
-9.040,-3.238
-8.969,-3.169
-8.895,-3.098
-8.819,-3.025
-8.741,-2.950
-8.661,-2.873
-8.579,-2.793
-8.495,-2.712
-8.409,-2.629
-8.321,-2.543
-8.231,-2.456
-8.140,-2.367
-8.046,-2.275
-7.951,-2.182
-7.854,-2.088
-7.755,-1.991
-7.654,-1.893
-7.552,-1.793
-7.448,-1.691
-7.342,-1.587
-7.235,-1.482
-7.127,-1.376
-7.016,-1.268
-6.905,-1.158
-6.792,-1.047
-6.678,-0.935
-6.562,-0.821
