"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
2.809,8.991
2.809,8.991
2.809,8.991
2.809,8.991
2.809,8.991
2.808,8.991
2.808,8.990
2.805,8.988
2.802,8.984
2.797,8.979
2.790,8.973
2.783,8.965
2.774,8.956
2.763,8.946
2.752,8.934
2.739,8.921
2.724,8.907
2.709,8.891
2.692,8.874
2.674,8.856
2.654,8.837
2.633,8.816
2.611,8.793
2.588,8.770
2.563,8.745
2.537,8.719
2.509,8.692
2.481,8.663
2.451,8.633
2.420,8.602
2.388,8.569
2.354,8.536
2.319,8.501
2.283,8.464
2.246,8.427
2.207,8.388
2.168,8.349
2.127,8.308
2.085,8.265
2.042,8.222
1.997,8.177
1.952,8.132
1.905,8.085
1.857,8.037
1.808,7.988
1.758,7.937
1.707,7.886
1.655,7.833
1.601,7.780
1.547,7.725
1.492,7.670
1.435,7.613
1.378,7.555
1.319,7.496
1.260,7.437
1.199,7.376
1.138,7.314
1.075,7.251
1.012,7.188
0.948,7.123
0.882,7.058
0.816,6.991
0.749,6.924
0.682,6.856
0.613,6.786
0.543,6.717
0.473,6.646
0.402,6.574
0.330,6.502
0.257,6.429
0.184,6.355
0.110,6.280
0.035,6.205
-0.041,6.129
-0.117,6.052
-0.194,5.974
-0.272,5.896
-0.350,5.817
-0.429,5.738
-0.508,5.658
-0.588,5.577
-0.669,5.496
-0.750,5.414
-0.832,5.332
-0.914,5.249
-0.996,5.165
-1.079,5.082
-1.163,4.997
-1.247,4.913
-1.331,4.827
-1.416,4.742
-1.501,4.656
-1.587,4.569
-1.672,4.483
-1.758,4.396
-1.845,4.308
-1.931,4.221
-2.018,4.133
-2.105,4.044
-2.193,3.956
-2.280,3.867
-2.368,3.779
-2.456,3.689
-2.544,3.600
-2.632,3.511
-2.720,3.422
-2.808,3.332
-2.896,3.242
-2.984,3.153
-3.073,3.063
-3.161,2.973
-3.249,2.884
-3.337,2.794
-3.425,2.705
-3.513,2.615
-3.601,2.525
-3.689,2.436
-3.776,2.347
-3.864,2.258
-3.951,2.169
-4.038,2.080
-4.125,1.992
-4.211,1.903
-4.297,1.815
-4.383,1.728
-4.469,1.640
-4.554,1.553
-4.639,1.466
-4.723,1.379
-4.807,1.293
-4.891,1.208
-4.974,1.122
-5.057,1.037
-5.140,0.953
-5.221,0.869
-5.303,0.785
-5.384,0.702
-5.464,0.620
-5.544,0.538
-5.623,0.456
-5.701,0.375
-5.779,0.295
-5.856,0.215
-5.933,0.136
-6.009,0.058
-6.084,-0.020
-6.159,-0.097
-6.233,-0.173
-6.306,-0.249
-6.378,-0.323
-6.450,-0.398
-6.520,-0.471
-6.590,-0.544
-6.660,-0.615
-6.728,-0.686
-6.795,-0.756
-6.862,-0.826
-6.928,-0.894
-6.992,-0.962
-7.056,-1.028
-7.119,-1.094
-7.181,-1.159
-7.242,-1.223
-7.302,-1.286
-7.362,-1.347
-7.420,-1.408
-7.477,-1.468
-7.533,-1.527
-7.588,-1.585
-7.642,-1.642
-7.695,-1.698
-7.747,-1.753
-7.797,-1.807
-7.847,-1.859
-7.896,-1.911
-7.943,-1.961
-7.989,-2.010
-8.035,-2.059
-8.079,-2.106
-8.121,-2.151
-8.163,-2.196
-8.204,-2.240
-8.243,-2.282
-8.281,-2.323
-8.318,-2.363
-8.353,-2.402
-8.388,-2.439
-8.421,-2.476
-8.453,-2.511
-8.484,-2.545
-8.513,-2.577
-8.541,-2.609
-8.568,-2.639
-8.594,-2.667
-8.618,-2.695
-8.641,-2.721
-8.663,-2.746
-8.684,-2.770
-8.703,-2.792
-8.721,-2.813
-8.737,-2.833
-8.753,-2.851
-8.767,-2.868
-8.779,-2.884
-8.790,-2.898
-8.800,-2.911
-8.809,-2.923
-8.816,-2.934
-8.822,-2.943
-8.827,-2.950
-8.830,-2.957
-8.832,-2.962
-8.833,-2.966
-8.832,-2.968
-8.830,-2.969
-8.827,-2.969
-8.822,-2.967
-8.816,-2.964
-8.808,-2.960
-8.800,-2.954
-8.790,-2.947
-8.778,-2.938
-8.765,-2.929
-8.751,-2.918
-8.736,-2.905
-8.719,-2.892
-8.701,-2.877
-8.682,-2.860
-8.661,-2.843
-8.639,-2.824
-8.616,-2.803
-8.592,-2.782
-8.566,-2.759
-8.539,-2.735
-8.511,-2.709
-8.481,-2.682
-8.450,-2.654
-8.418,-2.625
-8.384,-2.594
-8.350,-2.562
-8.314,-2.529
-8.277,-2.495
-8.239,-2.459
-8.199,-2.423
-8.158,-2.385
-8.117,-2.345
-8.073,-2.305
-8.029,-2.263
-7.984,-2.221
-7.937,-2.177
-7.890,-2.131
-7.841,-2.085
-7.791,-2.038
-7.740,-1.989
-7.688,-1.940
-7.635,-1.889
-7.580,-1.837
-7.525,-1.784
-7.468,-1.730
-7.411,-1.675
-7.353,-1.619
-7.293,-1.562
-7.233,-1.504
-7.171,-1.444
-7.109,-1.384
-7.046,-1.323
-6.981,-1.261
-6.916,-1.198
-6.850,-1.134
-6.783,-1.069
-6.715,-1.003
-6.646,-0.936
-6.577,-0.869
-6.506,-0.800
-6.435,-0.731
-6.363,-0.661
-6.290,-0.590
-6.217,-0.518
-6.142,-0.446
-6.067,-0.372
-5.991,-0.298
-5.915,-0.224
-5.838,-0.148
-5.760,-0.072
-5.681,0.005
-5.602,0.082
-5.522,0.160
-5.442,0.239
-5.361,0.319
-5.280,0.399
-5.198,0.479
-5.115,0.560
-5.032,0.642
-4.948,0.724
-4.864,0.807
-4.780,0.890
-4.695,0.973
-4.610,1.057
-4.524,1.142
-4.438,1.227
-4.352,1.312
-4.265,1.397
-4.178,1.483
-4.091,1.569
-4.003,1.656
-3.915,1.743
-3.827,1.830
-3.739,1.917
-3.651,2.005
-3.562,2.092
-3.473,2.180
-3.384,2.268
-3.295,2.357
-3.206,2.445
-3.117,2.534
-3.028,2.622
-2.938,2.711
-2.849,2.799
-2.760,2.888
-2.671,2.977
-2.581,3.065
-2.492,3.154
-2.403,3.242
-2.314,3.331
-2.226,3.419
-2.137,3.508
-2.048,3.596
-1.960,3.684
-1.872,3.771
-1.784,3.859
-1.697,3.946
-1.609,4.033
-1.522,4.120
-1.436,4.207
-1.349,4.293
-1.263,4.379
-1.178,4.464
-1.092,4.550
-1.007,4.635
-0.923,4.719
-0.839,4.803
-0.755,4.887
-0.672,4.970
-0.590,5.052
-0.508,5.135
-0.426,5.216
-0.345,5.297
-0.265,5.378
-0.185,5.458
-0.106,5.537
-0.027,5.616
0.050,5.694
0.128,5.772
0.204,5.849
0.280,5.925
0.355,6.001
0.429,6.075
0.503,6.150
0.576,6.223
0.648,6.295
0.719,6.367
0.790,6.438
0.859,6.508
0.928,6.578
0.996,6.646
1.063,6.714
1.129,6.781
1.195,6.847
1.259,6.912
1.322,6.976
1.385,7.039
1.446,7.101
1.507,7.162
1.566,7.223
1.625,7.282
1.682,7.340
1.738,7.397
1.794,7.454
1.848,7.509
1.901,7.563
1.954,7.616
2.005,7.668
2.055,7.719
2.103,7.768
2.151,7.817
2.198,7.865
2.243,7.911
2.287,7.956
2.330,8.000
2.372,8.043
2.413,8.085
2.453,8.125
2.491,8.165
2.528,8.203
2.564,8.240
2.599,8.275
2.632,8.310
2.664,8.343
2.695,8.375
2.725,8.406
2.753,8.435
2.780,8.463
2.806,8.490
2.831,8.516
2.854,8.540
2.876,8.563
2.896,8.585
2.916,8.605
2.934,8.624
2.951,8.642
2.966,8.659
2.980,8.674
2.993,8.688
3.004,8.700
3.014,8.711
3.023,8.721
3.031,8.730
3.037,8.737
3.041,8.743
3.045,8.747
3.047,8.750
3.048,8.752
3.047,8.753
3.045,8.752
3.042,8.749
3.037,8.746
3.031,8.741
3.024,8.735
3.015,8.727
3.005,8.718
2.994,8.708
2.982,8.696
2.968,8.683
2.952,8.669
2.936,8.653
2.918,8.636
2.899,8.618
2.878,8.599
2.857,8.578
2.833,8.556
2.809,8.532
2.783,8.507
2.757,8.481
2.728,8.454
2.699,8.425
2.668,8.395
2.636,8.364
2.603,8.332
2.569,8.298
2.533,8.263
2.496,8.227
2.458,8.190
2.419,8.151
2.378,8.111
2.336,8.070
2.294,8.028
2.250,7.985
2.204,7.940
2.158,7.894
2.111,7.847
2.062,7.799
2.012,7.750
1.962,7.700
1.910,7.648
1.857,7.596
1.803,7.542
1.748,7.488
1.692,7.432
1.635,7.375
1.577,7.317
1.517,7.259
1.457,7.199
1.396,7.138
1.334,7.076
1.271,7.013
1.207,6.950
1.142,6.885
1.077,6.819
1.010,6.753
0.943,6.685
0.874,6.617
0.805,6.548
0.735,6.478
0.664,6.407
0.593,6.335
0.520,6.263
0.447,6.190
0.373,6.116
0.299,6.041
0.224,5.965
0.148,5.889
0.071,5.812
-0.006,5.735
-0.084,5.656
-0.163,5.578
-0.242,5.498
-0.322,5.418
-0.402,5.337
-0.483,5.256
-0.564,5.174
-0.646,5.091
-0.729,5.008
-0.811,4.925
-0.895,4.841
-0.979,4.757
-1.063,4.672
-1.147,4.587
-1.232,4.501
-1.317,4.415
-1.403,4.328
-1.489,4.242
-1.575,4.155
-1.662,4.067
-1.748,3.979
-1.836,3.891
-1.923,3.803
-2.010,3.715
-2.098,3.626
-2.186,3.537
-2.273,3.448
-2.361,3.359
-2.450,3.270
-2.538,3.180
-2.626,3.091
-2.714,3.001
-2.803,2.912
-2.891,2.822
-2.979,2.732
-3.067,2.643
-3.156,2.553
-3.244,2.464
-3.332,2.374
-3.419,2.285
-3.507,2.196
-3.595,2.106
-3.682,2.017
-3.769,1.929
-3.856,1.840
-3.943,1.752
-4.029,1.663
-4.115,1.576
-4.201,1.488
-4.287,1.401
-4.372,1.314
-4.457,1.227
-4.541,1.141
-4.625,1.055
-4.709,0.969
-4.792,0.884
-4.875,0.799
-4.957,0.715
-5.039,0.631
-5.120,0.548
-5.201,0.465
-5.281,0.383
-5.361,0.301
-5.440,0.220
-5.518,0.139
-5.596,0.059
-5.673,-0.020
-5.749,-0.099
-5.825,-0.177
-5.900,-0.254
-5.975,-0.331
-6.048,-0.407
-6.121,-0.482
-6.193,-0.557
-6.265,-0.631
-6.335,-0.704
-6.405,-0.776
-6.474,-0.848
-6.542,-0.918
-6.609,-0.988
-6.676,-1.057
-6.741,-1.125
-6.806,-1.192
-6.869,-1.258
-6.932,-1.324
-6.994,-1.388
-7.055,-1.452
-7.115,-1.514
-7.173,-1.576
-7.231,-1.636
-7.288,-1.696
-7.344,-1.754
-7.399,-1.812
-7.452,-1.868
-7.505,-1.924
-7.557,-1.978
-7.607,-2.031
-7.656,-2.083
-7.705,-2.135
-7.752,-2.185
-7.798,-2.233
-7.843,-2.281
-7.886,-2.328
-7.929,-2.373
-7.970,-2.417
-8.010,-2.460
-8.049,-2.502
-8.087,-2.543
-8.124,-2.582
-8.159,-2.621
-8.193,-2.658
-8.226,-2.694
-8.258,-2.728
-8.288,-2.761
-8.317,-2.793
-8.345,-2.824
-8.372,-2.854
-8.397,-2.882
-8.421,-2.909
-8.444,-2.935
-8.465,-2.959
-8.485,-2.982
-8.504,-3.004
-8.522,-3.025
-8.538,-3.044
-8.553,-3.062
-8.566,-3.078
-8.578,-3.093
-8.589,-3.107
-8.599,-3.120
-8.607,-3.131
-8.614,-3.141
-8.620,-3.150
-8.624,-3.157
-8.627,-3.163
-8.629,-3.167
-8.629,-3.170
-8.628,-3.172
-8.625,-3.173
-8.622,-3.172
-8.616,-3.170
-8.610,-3.166
-8.602,-3.161
-8.593,-3.155
-8.583,-3.147
-8.571,-3.139
-8.558,-3.128
-8.543,-3.117
-8.528,-3.104
-8.511,-3.090
-8.492,-3.074
-8.473,-3.057
-8.452,-3.039
-8.429,-3.019
-8.406,-2.999
-8.381,-2.977
-8.355,-2.953
-8.327,-2.928
-8.299,-2.902
-8.269,-2.875
-8.237,-2.847
-8.205,-2.817
-8.171,-2.786
-8.136,-2.753
-8.100,-2.720
-8.063,-2.685
-8.024,-2.649
-7.984,-2.612
-7.943,-2.573
-7.901,-2.533
-7.858,-2.492
-7.813,-2.450
-7.767,-2.407
-7.721,-2.363
-7.673,-2.317
-7.623,-2.270
-7.573,-2.223
-7.522,-2.174
-7.469,-2.123
-7.416,-2.072
-7.361,-2.020
-7.306,-1.967
-7.249,-1.912
-7.191,-1.857
-7.133,-1.800
-7.073,-1.743
-7.012,-1.684
-6.951,-1.624
-6.888,-1.564
-6.824,-1.502
-6.760,-1.440
-6.694,-1.376
-6.628,-1.312
-6.561,-1.247
-6.493,-1.180
-6.424,-1.113
-6.354,-1.045
-6.283,-0.977
-6.212,-0.907
-6.140,-0.837
-6.067,-0.765
-5.993,-0.693
-5.918,-0.620
-5.843,-0.547
-5.767,-0.472
-5.690,-0.397
-5.613,-0.322
-5.535,-0.245
-5.456,-0.168
-5.377,-0.090
-5.297,-0.012
-5.217,0.067
-5.136,0.147
-5.054,0.227
-4.972,0.308
-4.889,0.389
-4.806,0.471
-4.722,0.553
-4.638,0.636
-4.554,0.720
-4.469,0.803
-4.384,0.888
-4.298,0.972
-4.212,1.057
-4.125,1.143
-4.039,1.228
-3.952,1.314
-3.864,1.401
-3.777,1.487
-3.689,1.574
-3.601,1.662
-3.512,1.749
-3.424,1.837
-3.335,1.925
-3.246,2.013
-3.158,2.101
-3.069,2.189
-2.979,2.278
-2.890,2.366
-2.801,2.455
-2.712,2.543
-2.623,2.632
-2.533,2.721
-2.444,2.810
-2.355,2.898
-2.266,2.987
-2.177,3.075
-2.088,3.164
-2.000,3.252
-1.911,3.341
-1.823,3.429
-1.734,3.517
-1.647,3.604
-1.559,3.692
-1.471,3.779
-1.384,3.866
-1.297,3.953
-1.211,4.039
-1.124,4.126
-1.039,4.211
-0.953,4.297
-0.868,4.382
-0.783,4.467
-0.699,4.551
-0.615,4.635
-0.532,4.719
-0.449,4.802
-0.367,4.884
-0.285,4.966
-0.204,5.048
-0.123,5.129
-0.043,5.209
0.037,5.289
0.116,5.368
0.194,5.447
0.272,5.525
0.349,5.602
0.425,5.679
0.500,5.755
0.575,5.830
0.649,5.905
0.723,5.979
0.795,6.052
0.867,6.124
0.938,6.196
1.008,6.267
1.078,6.337
1.146,6.406
1.214,6.474
1.280,6.541
1.346,6.608
1.411,6.674
1.475,6.738
1.538,6.802
1.600,6.865
1.661,6.927
1.721,6.988
1.780,7.048
1.839,7.107
1.896,7.165
1.952,7.221
2.007,7.277
2.061,7.332
2.114,7.386
2.165,7.439
2.216,7.490
2.266,7.541
2.314,7.590
2.361,7.638
2.407,7.686
2.452,7.732
2.496,7.776
2.539,7.820
2.581,7.863
2.621,7.904
2.660,7.944
2.698,7.983
2.735,8.021
2.770,8.057
2.804,8.093
2.837,8.127
2.869,8.160
2.899,8.191
2.929,8.221
2.957,8.250
2.983,8.278
3.009,8.305
3.033,8.330
3.055,8.354
3.077,8.376
3.097,8.398
3.116,8.418
3.134,8.436
3.150,8.454
3.165,8.470
3.178,8.485
3.191,8.498
3.202,8.510
3.211,8.521
3.220,8.530
3.227,8.538
3.232,8.545
3.237,8.550
3.240,8.554
3.241,8.557
3.241,8.559
3.240,8.559
3.238,8.557
3.234,8.555
3.229,8.551
3.223,8.545
3.215,8.539
3.206,8.531
3.196,8.521
3.184,8.510
3.171,8.498
3.156,8.485
3.141,8.470
3.124,8.454
3.105,8.437
3.086,8.418
3.065,8.398
3.043,8.377
3.019,8.354
2.994,8.330
2.968,8.305
2.941,8.279
2.912,8.251
2.882,8.222
2.851,8.192
2.819,8.160
2.785,8.127
2.750,8.093
2.714,8.058
2.677,8.021
2.638,7.984
2.599,7.945
2.558,7.904
2.516,7.863
2.472,7.820
2.428,7.777
2.382,7.732
2.336,7.686
2.288,7.638
2.239,7.590
2.189,7.540
2.138,7.490
2.085,7.438
2.032,7.385
1.978,7.331
1.922,7.276
1.866,7.220
1.808,7.163
1.750,7.105
1.690,7.046
1.630,6.986
1.568,6.925
1.506,6.862
1.443,6.799
1.379,6.735
1.313,6.670
1.247,6.605
1.180,6.538
1.113,6.470
1.044,6.402
0.974,6.332
0.904,6.262
0.833,6.191
0.761,6.119
0.689,6.046
0.615,5.973
0.541,5.898
0.466,5.823
0.391,5.748
0.314,5.671
0.237,5.594
0.160,5.516
0.082,5.438
0.003,5.359
-0.076,5.279
-0.156,5.199
-0.237,5.118
-0.318,5.036
-0.400,4.954
-0.482,4.872
-0.564,4.789
-0.647,4.705
-0.731,4.621
-0.815,4.537
-0.899,4.452
-0.984,4.366
-1.069,4.281
-1.154,4.194
-1.240,4.108
-1.326,4.021
-1.412,3.934
-1.499,3.846
-1.586,3.759
-1.673,3.671
-1.760,3.582
-1.848,3.494
-1.936,3.405
-2.023,3.316
-2.111,3.227
-2.200,3.138
-2.288,3.049
-2.376,2.959
-2.464,2.870
-2.553,2.780
-2.641,2.691
-2.729,2.601
-2.818,2.512
-2.906,2.422
-2.994,2.333
-3.082,2.243
-3.170,2.154
-3.258,2.064
-3.346,1.975
-3.433,1.886
-3.521,1.797
-3.608,1.709
-3.695,1.620
-3.781,1.532
-3.868,1.444
-3.954,1.356
-4.040,1.269
-4.125,1.181
-4.210,1.095
-4.295,1.008
-4.379,0.922
-4.463,0.836
-4.547,0.751
-4.630,0.666
-4.713,0.581
-4.795,0.497
-4.876,0.414
-4.957,0.331
-5.038,0.248
-5.118,0.166
-5.198,0.084
-5.276,0.003
-5.355,-0.077
-5.432,-0.157
-5.509,-0.236
-5.586,-0.314
-5.661,-0.392
-5.736,-0.469
-5.810,-0.546
-5.884,-0.621
-5.956,-0.696
-6.028,-0.770
-6.100,-0.844
-6.170,-0.917
-6.240,-0.989
-6.308,-1.060
-6.376,-1.130
-6.443,-1.199
-6.509,-1.268
-6.575,-1.336
-6.639,-1.402
-6.702,-1.468
-6.765,-1.533
-6.826,-1.597
-6.887,-1.660
-6.946,-1.723
-7.005,-1.784
-7.063,-1.844
-7.119,-1.903
-7.175,-1.961
-7.229,-2.018
-7.283,-2.074
-7.335,-2.129
-7.375,-2.171
