"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
4.156,10.344
4.156,10.344
4.156,10.344
4.156,10.344
4.156,10.344
4.156,10.344
4.155,10.343
4.153,10.341
4.150,10.338
4.146,10.334
4.140,10.329
4.134,10.322
4.126,10.314
4.117,10.306
4.107,10.296
4.096,10.284
4.084,10.272
4.071,10.259
4.056,10.244
4.040,10.229
4.024,10.212
4.006,10.194
3.987,10.175
3.967,10.155
3.946,10.134
3.923,10.111
3.900,10.088
3.875,10.063
3.850,10.037
3.823,10.011
3.795,9.983
3.766,9.954
3.736,9.924
3.705,9.893
3.673,9.860
3.640,9.827
3.606,9.793
3.570,9.757
3.534,9.721
3.497,9.683
3.458,9.645
3.419,9.605
3.378,9.565
3.337,9.523
3.294,9.480
3.251,9.437
3.206,9.392
3.160,9.346
3.114,9.300
3.066,9.252
3.018,9.203
2.969,9.154
2.918,9.103
2.867,9.052
2.815,8.999
2.761,8.946
2.707,8.891
2.652,8.836
2.596,8.780
2.539,8.723
2.482,8.665
2.423,8.606
2.364,8.547
2.303,8.486
2.242,8.425
2.180,8.362
2.117,8.299
2.054,8.235
1.989,8.171
1.924,8.105
1.858,8.039
1.791,7.972
1.723,7.904
1.655,7.835
1.586,7.766
1.516,7.696
1.446,7.625
1.374,7.553
1.302,7.481
1.230,7.408
1.156,7.334
1.082,7.260
1.008,7.185
0.932,7.109
0.856,7.033
0.780,6.956
0.703,6.878
0.625,6.800
0.547,6.721
0.468,6.642
0.388,6.562
0.308,6.481
0.228,6.400
0.147,6.319
0.065,6.237
-0.017,6.154
-0.099,6.071
-0.182,5.988
-0.266,5.904
-0.349,5.819
-0.434,5.734
-0.518,5.649
-0.603,5.563
-0.689,5.477
-0.775,5.390
-0.861,5.304
-0.947,5.216
-1.034,5.129
-1.121,5.041
-1.209,4.952
-1.297,4.864
-1.385,4.775
-1.473,4.686
-1.561,4.596
-1.650,4.507
-1.739,4.417
-1.828,4.327
-1.918,4.236
-2.007,4.146
-2.097,4.055
-2.186,3.964
-2.276,3.873
-2.366,3.782
-2.457,3.690
-2.547,3.599
-2.637,3.507
-2.727,3.416
-2.818,3.324
-2.908,3.232
-2.998,3.141
-3.089,3.049
-3.179,2.957
-3.270,2.865
-3.360,2.773
-3.450,2.681
-3.540,2.590
-3.630,2.498
-3.720,2.406
-3.810,2.315
-3.900,2.223
-3.989,2.132
-4.079,2.041
-4.168,1.950
-4.257,1.859
-4.346,1.768
-4.434,1.678
-4.523,1.588
-4.611,1.497
-4.699,1.408
-4.786,1.318
-4.873,1.229
-4.960,1.140
-5.047,1.051
-5.133,0.962
-5.219,0.874
-5.305,0.786
-5.390,0.699
-5.475,0.612
-5.560,0.525
-5.644,0.438
-5.727,0.352
-5.811,0.267
-5.893,0.182
-5.976,0.097
-6.058,0.013
-6.139,-0.071
-6.220,-0.155
-6.300,-0.237
-6.380,-0.320
-6.459,-0.402
-6.538,-0.483
-6.616,-0.564
-6.693,-0.644
-6.770,-0.723
-6.847,-0.803
-6.922,-0.881
-6.997,-0.959
-7.072,-1.036
-7.146,-1.113
-7.219,-1.189
-7.291,-1.264
-7.363,-1.339
-7.434,-1.413
-7.504,-1.486
-7.574,-1.559
-7.643,-1.630
-7.711,-1.702
-7.779,-1.772
-7.845,-1.842
-7.911,-1.911
-7.976,-1.979
-8.041,-2.046
-8.104,-2.113
-8.167,-2.179
-8.229,-2.244
-8.290,-2.308
-8.350,-2.371
-8.409,-2.434
-8.468,-2.495
-8.525,-2.556
-8.582,-2.616
-8.638,-2.675
-8.693,-2.733
-8.747,-2.791
-8.800,-2.847
-8.852,-2.902
-8.903,-2.957
-8.953,-3.011
-9.003,-3.063
-9.051,-3.115
-9.098,-3.166
-9.145,-3.216
-9.190,-3.265
-9.235,-3.312
-9.278,-3.359
-9.321,-3.405
-9.362,-3.450
-9.402,-3.494
-9.442,-3.537
-9.480,-3.579
-9.518,-3.619
-9.554,-3.659
-9.589,-3.698
-9.623,-3.736
-9.656,-3.772
-9.688,-3.808
-9.719,-3.843
-9.749,-3.876
-9.778,-3.908
-9.806,-3.940
-9.833,-3.970
-9.858,-3.999
-9.883,-4.027
-9.906,-4.054
-9.929,-4.080
-9.950,-4.105
-9.970,-4.128
-9.989,-4.151
-10.007,-4.172
-10.023,-4.193
-10.039,-4.212
-10.053,-4.230
-10.067,-4.247
-10.079,-4.262
-10.090,-4.277
-10.100,-4.291
-10.109,-4.303
-10.116,-4.314
-10.123,-4.324
-10.128,-4.333
-10.133,-4.341
-10.136,-4.348
-10.138,-4.353
-10.139,-4.358
-10.138,-4.361
-10.137,-4.363
-10.134,-4.364
-10.131,-4.364
-10.126,-4.362
-10.120,-4.360
-10.113,-4.356
-10.104,-4.351
-10.095,-4.345
-10.084,-4.338
-10.073,-4.330
-10.060,-4.321
-10.046,-4.310
-10.031,-4.299
-10.015,-4.286
-9.997,-4.272
-9.979,-4.257
-9.959,-4.241
-9.939,-4.223
-9.917,-4.205
-9.894,-4.185
-9.870,-4.165
-9.845,-4.143
-9.818,-4.120
-9.791,-4.096
-9.763,-4.071
-9.733,-4.045
-9.703,-4.017
-9.671,-3.989
-9.638,-3.959
-9.605,-3.929
-9.570,-3.897
-9.534,-3.864
-9.497,-3.831
-9.459,-3.796
-9.420,-3.760
-9.380,-3.723
-9.339,-3.685
-9.297,-3.646
-9.254,-3.606
-9.210,-3.565
-9.165,-3.523
-9.118,-3.479
-9.071,-3.435
-9.023,-3.390
-8.974,-3.344
-8.924,-3.297
-8.873,-3.249
-8.821,-3.200
-8.769,-3.150
-8.715,-3.099
-8.660,-3.047
-8.605,-2.994
-8.548,-2.940
-8.491,-2.886
-8.432,-2.830
-8.373,-2.774
-8.313,-2.716
-8.252,-2.658
-8.191,-2.599
-8.128,-2.539
-8.065,-2.478
-8.001,-2.416
-7.935,-2.354
-7.870,-2.290
-7.803,-2.226
-7.736,-2.161
-7.668,-2.095
-7.599,-2.029
-7.529,-1.961
-7.459,-1.893
-7.387,-1.824
-7.316,-1.755
-7.243,-1.684
-7.170,-1.613
-7.096,-1.542
-7.021,-1.469
-6.946,-1.396
-6.870,-1.322
-6.794,-1.248
-6.717,-1.173
-6.639,-1.097
-6.561,-1.020
-6.482,-0.943
-6.402,-0.866
-6.322,-0.788
-6.241,-0.709
-6.160,-0.629
-6.079,-0.550
-5.997,-0.469
-5.914,-0.388
-5.831,-0.307
-5.747,-0.225
-5.663,-0.142
-5.579,-0.059
-5.494,0.024
-5.408,0.108
-5.323,0.192
-5.236,0.277
-5.150,0.362
-5.063,0.447
-4.976,0.533
-4.888,0.619
-4.800,0.706
-4.712,0.793
-4.624,0.880
-4.535,0.968
-4.446,1.056
-4.357,1.144
-4.267,1.232
-4.177,1.321
-4.087,1.410
-3.997,1.499
-3.907,1.588
-3.816,1.678
-3.726,1.767
-3.635,1.857
-3.544,1.947
-3.453,2.038
-3.362,2.128
-3.271,2.218
-3.179,2.309
-3.088,2.400
-2.997,2.490
-2.905,2.581
-2.814,2.672
-2.723,2.763
-2.631,2.853
-2.540,2.944
-2.449,3.035
-2.357,3.126
-2.266,3.217
-2.175,3.307
-2.084,3.398
-1.993,3.488
-1.903,3.579
-1.812,3.669
-1.722,3.759
-1.631,3.849
-1.541,3.939
-1.452,4.029
-1.362,4.118
-1.273,4.208
-1.183,4.297
-1.095,4.385
-1.006,4.474
-0.918,4.562
-0.830,4.650
-0.742,4.738
-0.655,4.826
-0.568,4.913
-0.481,5.000
-0.395,5.086
-0.309,5.172
-0.223,5.258
-0.138,5.343
-0.053,5.428
0.031,5.513
0.115,5.597
0.198,5.681
0.281,5.764
0.363,5.847
0.445,5.929
0.526,6.011
0.607,6.092
0.687,6.173
0.767,6.253
0.846,6.333
0.925,6.412
1.003,6.491
1.080,6.569
1.157,6.646
1.233,6.723
1.308,6.799
1.383,6.875
1.457,6.950
1.531,7.024
1.604,7.098
1.676,7.171
1.747,7.243
1.818,7.315
1.888,7.386
1.957,7.456
2.026,7.525
2.093,7.594
2.160,7.662
2.226,7.729
2.292,7.795
2.356,7.861
2.420,7.926
2.483,7.989
2.545,8.053
2.606,8.115
2.666,8.176
2.726,8.237
2.784,8.297
2.842,8.356
2.899,8.414
2.955,8.471
3.010,8.527
3.064,8.583
3.117,8.637
3.169,8.691
3.221,8.743
3.271,8.795
3.321,8.846
3.369,8.895
3.416,8.944
3.463,8.992
3.508,9.039
3.553,9.085
3.596,9.129
3.639,9.173
3.680,9.216
3.721,9.258
3.760,9.299
3.798,9.339
3.836,9.377
3.872,9.415
3.907,9.452
3.941,9.487
3.974,9.522
4.006,9.556
4.037,9.588
4.067,9.619
4.096,9.650
4.124,9.679
4.150,9.707
4.176,9.734
4.200,9.760
4.224,9.785
4.246,9.809
4.267,9.831
4.287,9.853
4.306,9.873
4.323,9.892
4.340,9.911
4.356,9.928
4.370,9.943
4.383,9.958
4.395,9.972
4.406,9.984
4.416,9.996
4.425,10.006
4.432,10.015
4.439,10.023
4.444,10.030
4.448,10.036
4.451,10.040
4.453,10.043
4.454,10.046
4.453,10.047
4.452,10.047
4.449,10.045
4.445,10.043
4.440,10.040
4.434,10.035
4.427,10.029
4.418,10.022
4.409,10.014
4.398,10.005
4.386,9.995
4.373,9.983
4.359,9.970
4.344,9.957
4.327,9.942
4.310,9.926
4.291,9.908
4.272,9.890
4.251,9.871
4.229,9.850
4.206,9.828
4.182,9.806
4.157,9.782
4.130,9.757
4.103,9.731
4.074,9.703
4.045,9.675
4.014,9.646
3.982,9.615
3.950,9.584
3.916,9.551
3.881,9.517
3.845,9.483
3.808,9.447
3.770,9.410
3.731,9.372
3.691,9.333
3.650,9.293
3.608,9.252
3.564,9.210
3.520,9.167
3.475,9.123
3.429,9.078
3.382,9.031
3.334,8.984
3.285,8.936
3.235,8.887
3.184,8.837
3.132,8.786
3.079,8.734
3.026,8.681
2.971,8.628
2.916,8.573
2.859,8.517
2.802,8.461
2.744,8.403
2.685,8.345
2.625,8.286
2.564,8.226
2.502,8.165
2.440,8.103
2.377,8.040
2.313,7.977
2.248,7.912
2.182,7.847
2.116,7.781
2.048,7.714
1.980,7.647
1.912,7.578
1.842,7.509
1.772,7.440
1.701,7.369
1.630,7.298
1.557,7.226
1.484,7.153
1.411,7.080
1.337,7.005
1.262,6.931
1.186,6.855
1.110,6.779
1.033,6.702
0.956,6.625
0.878,6.547
0.799,6.469
0.720,6.389
0.641,6.310
0.560,6.229
0.480,6.149
0.398,6.067
0.317,5.985
0.235,5.903
0.152,5.820
0.069,5.737
-0.015,5.653
-0.099,5.568
-0.183,5.484
-0.268,5.398
-0.353,5.313
-0.439,5.227
-0.525,5.140
