"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
2.111,8.289
2.111,8.289
2.111,8.289
2.111,8.289
2.111,8.289
2.110,8.289
2.109,8.288
2.107,8.286
2.102,8.281
2.096,8.275
2.089,8.268
2.079,8.258
2.069,8.248
2.056,8.235
2.042,8.221
2.027,8.206
2.010,8.188
1.991,8.170
1.971,8.149
1.949,8.127
1.926,8.104
1.901,8.079
1.874,8.052
1.846,8.024
1.817,7.995
1.786,7.963
1.753,7.931
1.719,7.897
1.683,7.861
1.646,7.824
1.608,7.785
1.568,7.745
1.527,7.703
1.484,7.661
1.440,7.616
1.394,7.570
1.347,7.523
1.299,7.475
1.249,7.425
1.198,7.373
1.146,7.321
1.092,7.267
1.037,7.212
0.981,7.155
0.923,7.098
0.865,7.039
0.805,6.978
0.744,6.917
0.681,6.854
0.618,6.790
0.553,6.725
0.488,6.659
0.421,6.592
0.353,6.524
0.284,6.454
0.214,6.384
0.143,6.313
0.071,6.240
-0.002,6.167
-0.076,6.092
-0.151,6.017
-0.226,5.941
-0.303,5.864
-0.380,5.786
-0.459,5.707
-0.538,5.627
-0.618,5.546
-0.698,5.465
-0.779,5.383
-0.861,5.300
-0.944,5.217
-1.028,5.133
-1.112,5.048
-1.196,4.963
-1.281,4.877
-1.367,4.790
-1.453,4.703
-1.540,4.616
-1.627,4.527
-1.715,4.439
-1.803,4.350
-1.891,4.261
-1.980,4.171
-2.069,4.081
-2.158,3.990
-2.248,3.899
-2.338,3.808
-2.428,3.717
-2.518,3.626
-2.608,3.534
-2.699,3.442
-2.789,3.350
-2.880,3.258
-2.971,3.166
-3.062,3.074
-3.152,2.981
-3.243,2.889
-3.334,2.797
-3.424,2.705
-3.515,2.613
-3.605,2.521
-3.695,2.429
-3.785,2.338
-3.874,2.247
-3.964,2.155
-4.053,2.065
-4.142,1.974
-4.230,1.884
-4.318,1.794
-4.406,1.704
-4.493,1.615
-4.579,1.527
-4.666,1.438
-4.751,1.351
-4.837,1.264
-4.921,1.177
-5.005,1.091
-5.089,1.005
-5.171,0.920
-5.253,0.836
-5.335,0.753
-5.415,0.670
-5.495,0.588
-5.574,0.506
-5.653,0.425
-5.730,0.346
-5.807,0.267
-5.883,0.188
-5.958,0.111
-6.032,0.035
-6.105,-0.041
-6.177,-0.115
-6.248,-0.189
-6.318,-0.262
-6.387,-0.333
-6.455,-0.404
-6.522,-0.473
-6.588,-0.542
-6.653,-0.609
-6.716,-0.675
-6.779,-0.740
-6.840,-0.804
-6.900,-0.867
-6.959,-0.929
-7.017,-0.989
-7.073,-1.048
-7.128,-1.106
-7.182,-1.163
-7.235,-1.218
-7.286,-1.272
-7.336,-1.325
-7.384,-1.376
-7.432,-1.426
-7.477,-1.475
-7.522,-1.522
-7.565,-1.568
-7.607,-1.612
-7.647,-1.656
-7.685,-1.697
-7.723,-1.737
-7.759,-1.776
-7.793,-1.813
-7.826,-1.849
-7.857,-1.883
-7.887,-1.916
-7.915,-1.947
