"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
3.868E-8,4.400
4.717E-9,4.400
-9.715E-8,4.400
-8.106E-7,4.400
-6.621E-6,4.400
-5.708E-5,4.400
-0.001,4.399
-0.002,4.398
-0.004,4.396
-0.006,4.394
-0.009,4.391
-0.013,4.387
-0.018,4.382
-0.023,4.377
-0.029,4.371
-0.035,4.364
-0.043,4.357
-0.051,4.349
-0.059,4.341
-0.068,4.331
-0.078,4.321
-0.089,4.311
-0.100,4.300
-0.112,4.288
-0.124,4.275
-0.137,4.262
-0.151,4.248
-0.165,4.234
-0.180,4.218
-0.196,4.203
-0.212,4.186
-0.229,4.169
-0.247,4.152
-0.265,4.133
-0.283,4.115
-0.303,4.095
-0.322,4.075
-0.343,4.055
-0.364,4.033
-0.385,4.012
-0.407,3.989
-0.430,3.967
-0.453,3.943
-0.477,3.919
-0.501,3.895
-0.526,3.870
-0.551,3.844
-0.577,3.818
-0.603,3.792
-0.630,3.764
-0.657,3.737
-0.685,3.709
-0.713,3.680
-0.742,3.651
-0.771,3.622
-0.801,3.592
-0.830,3.562
-0.861,3.531
-0.892,3.500
-0.923,3.468
-0.954,3.436
-0.986,3.404
-1.019,3.371
-1.051,3.338
-1.084,3.305
-1.118,3.271
-1.151,3.237
-1.185,3.202
-1.220,3.167
-1.254,3.132
-1.289,3.097
-1.324,3.061
-1.360,3.025
-1.395,2.989
-1.431,2.952
-1.467,2.916
-1.504,2.879
-1.540,2.841
-1.577,2.804
-1.614,2.767
-1.651,2.729
-1.688,2.691
-1.726,2.653
-1.763,2.614
-1.801,2.576
-1.839,2.538
-1.877,2.499
-1.915,2.460
-1.953,2.421
-1.991,2.382
-2.029,2.344
-2.067,2.304
-2.106,2.265
-2.144,2.226
-2.182,2.187
-2.220,2.148
-2.259,2.109
-2.297,2.070
-2.335,2.031
-2.373,1.992
-2.411,1.953
-2.449,1.914
-2.487,1.875
-2.525,1.836
