"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
4.311E-8,4.900
2.381E-8,4.900
-3.407E-8,4.900
-4.395E-7,4.900
-3.741E-6,4.900
-3.241E-5,4.900
-2.873E-4,4.900
-0.001,4.899
-0.002,4.898
-0.003,4.897
-0.005,4.895
-0.007,4.893
-0.010,4.890
-0.013,4.887
-0.016,4.884
-0.020,4.880
-0.024,4.876
-0.029,4.871
-0.034,4.866
-0.039,4.861
-0.045,4.855
-0.051,4.849
-0.057,4.843
-0.064,4.836
-0.071,4.829
-0.078,4.821
-0.086,4.813
-0.095,4.805
-0.103,4.796
-0.112,4.787
-0.122,4.778
-0.131,4.768
-0.141,4.758
-0.152,4.747
-0.163,4.736
-0.174,4.725
-0.185,4.713
-0.197,4.701
-0.210,4.689
-0.222,4.676
-0.235,4.663
-0.248,4.650
-0.262,4.636
-0.276,4.622
-0.290,4.607
-0.305,4.592
-0.320,4.577
-0.335,4.562
-0.351,4.546
-0.367,4.530
-0.383,4.513
-0.400,4.496
-0.417,4.479
-0.434,4.462
-0.452,4.444
-0.470,4.426
-0.488,4.407
-0.506,4.389
-0.525,4.370
-0.544,4.350
-0.564,4.331
-0.583,4.311
-0.603,4.290
-0.624,4.270
-0.644,4.249
-0.665,4.228
-0.686,4.206
-0.708,4.185
-0.729,4.163
-0.751,4.140
-0.773,4.118
-0.796,4.095
-0.819,4.072
-0.842,4.049
-0.865,4.025
-0.888,4.001
-0.912,3.977
-0.936,3.953
-0.960,3.928
-0.985,3.903
-1.009,3.878
-1.034,3.853
-1.059,3.828
-1.084,3.802
-1.110,3.776
-1.136,3.750
-1.161,3.723
-1.188,3.697
-1.214,3.670
-1.240,3.643
-1.267,3.616
-1.294,3.588
-1.321,3.561
-1.348,3.533
-1.375,3.505
-1.403,3.477
-1.431,3.449
-1.459,3.420
-1.487,3.392
-1.515,3.363
-1.543,3.334
-1.571,3.305
-1.600,3.276
-1.629,3.247
-1.657,3.217
-1.686,3.188
-1.715,3.158
-1.745,3.128
-1.774,3.098
-1.803,3.068
-1.833,3.038
-1.862,3.008
-1.892,2.977
-1.921,2.947
-1.951,2.916
-1.981,2.886
-2.011,2.855
-2.041,2.824
-2.071,2.794
-2.101,2.763
-2.131,2.732
-2.161,2.701
-2.191,2.670
-2.222,2.639
-2.252,2.608
-2.282,2.576
-2.313,2.545
-2.343,2.514
-2.373,2.483
-2.404,2.452
-2.434,2.420
-2.464,2.389
-2.495,2.358
-2.525,2.327
-2.555,2.295
-2.585,2.264
-2.616,2.233
-2.646,2.202
-2.676,2.171
-2.706,2.140
-2.736,2.109
-2.766,2.078
-2.796,2.047
-2.826,2.016
-2.856,1.985
-2.886,1.954
-2.915,1.923
-2.945,1.893
-2.974,1.862
-3.004,1.832
-3.033,1.801
-3.062,1.771
-3.091,1.741
-3.120,1.711
-3.149,1.681
-3.178,1.651
-3.207,1.621
-3.235,1.591
-3.263,1.562
-3.292,1.533
-3.320,1.503
-3.348,1.474
-3.375,1.445
-3.403,1.416
-3.430,1.388
-3.458,1.359
-3.485,1.331
-3.512,1.303
-3.539,1.275
-3.565,1.247
-3.592,1.219
-3.618,1.192
-3.644,1.164
-3.670,1.137
-3.695,1.110
-3.721,1.084
-3.746,1.057
-3.771,1.031
-3.796,1.005
-3.820,0.979
-3.844,0.953
-3.868,0.928
-3.892,0.903
-3.916,0.878
-3.939,0.853
-3.962,0.829
-3.985,0.804
-4.008,0.780
-4.030,0.757
-4.052,0.733
-4.074,0.710
-4.096,0.687
-4.117,0.664
-4.138,0.642
-4.159,0.620
-4.179,0.598
-4.199,0.576
-4.219,0.555
-4.239,0.534
-4.258,0.513
-4.277,0.493
-4.296,0.473
-4.314,0.453
-4.332,0.433
-4.350,0.414
-4.367,0.395
-4.384,0.377
-4.401,0.358
-4.418,0.340
-4.434,0.323
-4.450,0.305
-4.465,0.288
-4.480,0.272
-4.495,0.255
-4.510,0.239
-4.524,0.224
-4.538,0.208
-4.551,0.193
-4.564,0.179
-4.577,0.164
-4.590,0.150
-4.602,0.137
-4.614,0.123
-4.625,0.111
-4.636,0.098
-4.647,0.086
-4.657,0.074
-4.667,0.062
-4.677,0.051
-4.686,0.041
-4.695,0.030
-4.703,0.020
-4.711,0.011
-4.719,0.001
-4.726,-0.008
-4.733,-0.016
-4.740,-0.024
-4.746,-0.032
-4.752,-0.039
-4.757,-0.047
-4.763,-0.053
-4.767,-0.059
-4.772,-0.065
-4.776,-0.071
-4.779,-0.076
-4.782,-0.081
-4.785,-0.085
-4.788,-0.089
-4.790,-0.093
-4.791,-0.096
-4.793,-0.099
-4.793,-0.101
-4.794,-0.103
-4.794,-0.105
-4.794,-0.106
-4.793,-0.107
-4.792,-0.107
-4.791,-0.107
-4.789,-0.107
-4.787,-0.106
-4.784,-0.105
-4.781,-0.104
-4.778,-0.102
-4.774,-0.100
-4.770,-0.097
-4.765,-0.094
-4.761,-0.091
-4.755,-0.087
-4.750,-0.083
-4.744,-0.078
-4.737,-0.073
-4.730,-0.068
-4.723,-0.062
-4.716,-0.056
-4.708,-0.050
-4.700,-0.043
-4.691,-0.036
-4.682,-0.028
-4.672,-0.020
-4.663,-0.012
-4.653,-0.003
-4.642,0.006
-4.631,0.015
-4.620,0.025
-4.608,0.035
-4.597,0.046
-4.584,0.056
-4.572,0.068
-4.559,0.079
-4.545,0.091
-4.531,0.104
-4.517,0.116
-4.503,0.129
-4.488,0.143
-4.473,0.156
-4.458,0.170
-4.442,0.185
-4.426,0.200
-4.410,0.215
-4.393,0.230
-4.376,0.246
-4.358,0.262
-4.341,0.278
-4.323,0.295
-4.304,0.312
-4.286,0.329
-4.267,0.347
-4.247,0.365
-4.228,0.383
-4.208,0.402
-4.188,0.421
-4.167,0.440
-4.147,0.460
-4.126,0.480
-4.104,0.500
-4.083,0.520
-4.061,0.541
-4.039,0.562
-4.016,0.583
-3.994,0.604
-3.971,0.626
-3.947,0.648
-3.924,0.671
-3.900,0.693
-3.876,0.716
-3.852,0.739
-3.828,0.762
-3.803,0.786
-3.778,0.810
-3.753,0.834
-3.727,0.858
-3.702,0.883
-3.676,0.907
-3.650,0.932
-3.624,0.958
-3.597,0.983
-3.571,1.009
-3.544,1.035
-3.517,1.061
-3.489,1.087
-3.462,1.113
-3.434,1.140
