"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
0.471,6.629
0.471,6.629
0.471,6.629
0.471,6.629
0.470,6.629
0.470,6.629
0.470,6.629
0.469,6.628
0.467,6.626
0.464,6.623
0.461,6.620
0.457,6.616
0.453,6.612
0.448,6.607
0.442,6.601
0.435,6.594
0.428,6.587
0.420,6.579
0.412,6.570
0.402,6.561
0.392,6.551
0.382,6.540
0.371,6.529
0.359,6.517
0.346,6.505
0.333,6.491
0.319,6.477
0.305,6.463
0.290,6.448
0.274,6.432
0.258,6.415
0.241,6.398
0.223,6.380
0.205,6.362
0.186,6.343
0.166,6.323
0.146,6.303
0.125,6.282
0.104,6.261
0.082,6.238
0.059,6.216
0.036,6.192
0.012,6.168
-0.012,6.144
-0.037,6.119
-0.062,6.093
-0.088,6.067
-0.115,6.040
-0.142,6.012
-0.170,5.984
-0.198,5.956
-0.227,5.927
-0.256,5.897
-0.286,5.867
-0.317,5.836
-0.348,5.805
-0.379,5.773
-0.411,5.741
-0.444,5.708
-0.477,5.674
-0.510,5.640
-0.544,5.606
-0.579,5.571
-0.614,5.536
-0.649,5.500
-0.685,5.464
-0.721,5.427
-0.758,5.390
-0.795,5.352
-0.833,5.314
-0.871,5.276
-0.909,5.237
-0.948,5.197
-0.987,5.158
-1.027,5.117
-1.067,5.077
-1.107,5.036
-1.148,4.994
-1.189,4.953
-1.231,4.911
-1.273,4.868
-1.315,4.825
-1.357,4.782
-1.400,4.739
-1.443,4.695
-1.487,4.651
-1.530,4.606
-1.574,4.562
-1.619,4.517
-1.663,4.471
-1.708,4.426
-1.753,4.380
-1.798,4.334
-1.844,4.287
-1.890,4.241
-1.936,4.194
-1.982,4.147
-2.028,4.099
-2.075,4.052
-2.121,4.004
-2.168,3.956
-2.215,3.908
-2.263,3.860
-2.310,3.812
-2.358,3.763
-2.405,3.714
-2.453,3.666
-2.501,3.617
-2.549,3.568
-2.597,3.518
-2.645,3.469
-2.693,3.420
-2.742,3.370
-2.790,3.321
-2.838,3.271
-2.887,3.222
-2.935,3.172
-2.983,3.122
-3.032,3.073
-3.080,3.023
-3.129,2.973
-3.177,2.924
-3.226,2.874
-3.274,2.824
-3.322,2.775
-3.370,2.725
-3.418,2.676
-3.466,2.626
-3.514,2.577
-3.562,2.527
-3.610,2.478
-3.658,2.429
-3.705,2.380
-3.753,2.331
-3.800,2.282
-3.847,2.234
-3.894,2.185
-3.941,2.137
-3.987,2.089
-4.034,2.041
-4.080,1.993
-4.126,1.945
-4.172,1.898
-4.217,1.851
-4.262,1.804
-4.307,1.757
-4.352,1.710
-4.397,1.664
-4.441,1.618
-4.485,1.572
-4.529,1.527
-4.572,1.481
-4.615,1.437
-4.658,1.392
-4.701,1.348
-4.743,1.304
-4.785,1.260
-4.826,1.217
-4.867,1.173
-4.908,1.131
-4.949,1.088
-4.989,1.047
-5.028,1.005
-5.068,0.964
-5.106,0.923
-5.145,0.882
-5.183,0.842
-5.221,0.803
-5.258,0.764
-5.295,0.725
-5.331,0.686
-5.367,0.649
-5.402,0.611
-5.437,0.574
-5.472,0.538
-5.506,0.501
-5.539,0.466
-5.572,0.431
-5.605,0.396
-5.637,0.362
-5.668,0.328
-5.699,0.295
-5.730,0.262
-5.760,0.230
-5.789,0.199
-5.818,0.168
-5.846,0.137
-5.874,0.107
-5.902,0.078
-5.928,0.049
-5.954,0.020
-5.980,-0.007
-6.005,-0.034
-6.029,-0.061
-6.053,-0.087
-6.076,-0.113
-6.099,-0.137
-6.121,-0.162
-6.142,-0.185
-6.163,-0.209
-6.183,-0.231
-6.203,-0.253
-6.222,-0.274
-6.240,-0.295
-6.258,-0.315
-6.275,-0.334
-6.292,-0.353
-6.308,-0.371
-6.323,-0.388
-6.337,-0.405
-6.351,-0.421
-6.364,-0.437
-6.377,-0.452
-6.389,-0.466
-6.400,-0.480
-6.411,-0.493
-6.421,-0.505
-6.430,-0.517
-6.439,-0.528
-6.447,-0.538
-6.454,-0.547
-6.461,-0.556
-6.467,-0.565
-6.472,-0.572
-6.477,-0.579
-6.481,-0.585
-6.484,-0.591
-6.487,-0.596
-6.489,-0.600
-6.490,-0.604
-6.491,-0.607
-6.490,-0.609
-6.490,-0.610
-6.488,-0.611
-6.486,-0.611
-6.483,-0.611
-6.480,-0.610
-6.476,-0.608
-6.471,-0.605
-6.465,-0.602
-6.459,-0.598
-6.452,-0.593
-6.445,-0.588
-6.437,-0.582
-6.428,-0.575
-6.418,-0.568
-6.408,-0.560
-6.397,-0.552
-6.386,-0.542
-6.374,-0.532
-6.361,-0.522
-6.347,-0.510
-6.333,-0.498
-6.319,-0.486
-6.303,-0.473
-6.287,-0.459
-6.270,-0.444
-6.253,-0.429
-6.235,-0.413
-6.217,-0.397
-6.197,-0.379
-6.178,-0.362
-6.157,-0.343
-6.136,-0.324
-6.114,-0.305
-6.092,-0.284
-6.069,-0.263
-6.046,-0.242
-6.021,-0.220
