"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
2.709,8.891
2.709,8.891
2.709,8.891
2.709,8.891
2.709,8.891
2.709,8.891
2.707,8.890
2.704,8.887
2.700,8.882
2.693,8.875
2.684,8.867
2.674,8.856
2.662,8.844
2.648,8.831
2.633,8.815
2.615,8.798
2.596,8.778
2.575,8.758
2.553,8.735
2.528,8.710
2.502,8.684
2.475,8.656
2.445,8.627
2.414,8.595
2.381,8.562
2.346,8.528
2.310,8.491
2.272,8.453
2.232,8.413
2.191,8.372
2.148,8.329
2.104,8.284
2.057,8.238
2.010,8.190
1.960,8.140
1.910,8.089
1.857,8.037
1.803,7.983
1.748,7.927
1.691,7.870
1.632,7.811
1.573,7.751
1.511,7.689
1.449,7.626
1.384,7.562
1.319,7.496
1.252,7.429
1.184,7.361
1.114,7.291
1.044,7.220
0.972,7.147
0.898,7.074
0.824,6.999
0.748,6.922
0.671,6.845
0.593,6.767
0.514,6.687
0.433,6.606
0.352,6.524
0.269,6.441
0.186,6.357
0.101,6.272
0.016,6.186
-0.070,6.099
-0.158,6.011
-0.246,5.923
-0.335,5.833
-0.425,5.742
-0.516,5.651
-0.607,5.559
-0.700,5.466
-0.793,5.372
-0.886,5.277
-0.981,5.182
-1.076,5.086
-1.171,4.990
-1.268,4.893
-1.364,4.795
-1.462,4.697
-1.559,4.598
-1.658,4.499
-1.756,4.399
-1.855,4.299
-1.955,4.199
-2.054,4.098
-2.154,3.997
-2.255,3.895
-2.355,3.794
-2.456,3.692
-2.557,3.589
-2.658,3.487
-2.759,3.384
-2.860,3.282
-2.962,3.179
-3.063,3.076
-3.164,2.974
-3.265,2.871
-3.367,2.768
-3.468,2.665
-3.569,2.563
-3.669,2.460
-3.770,2.358
-3.870,2.256
-3.970,2.154
-4.070,2.053
-4.169,1.952
-4.268,1.851
-4.367,1.750
-4.465,1.650
-4.563,1.550
-4.660,1.451
-4.757,1.352
-4.853,1.254
-4.949,1.156
-5.044,1.059
-5.138,0.962
-5.232,0.866
-5.325,0.771
-5.417,0.676
-5.509,0.582
-5.600,0.489
-5.690,0.397
-5.779,0.305
-5.867,0.214
-5.955,0.124
-6.041,0.035
-6.127,-0.053
-6.212,-0.140
-6.295,-0.226
-6.378,-0.311
-6.459,-0.395
-6.540,-0.478
-6.619,-0.560
-6.697,-0.641
-6.774,-0.721
-6.850,-0.800
-6.925,-0.877
-6.999,-0.954
-7.071,-1.029
-7.142,-1.102
-7.212,-1.175
-7.280,-1.246
-7.347,-1.316
-7.413,-1.385
-7.477,-1.452
-7.540,-1.518
-7.602,-1.582
-7.662,-1.646
-7.721,-1.707
-7.778,-1.767
-7.834,-1.826
-7.888,-1.883
-7.941,-1.939
-7.992,-1.993
-8.041,-2.046
-8.090,-2.097
-8.136,-2.147
-8.181,-2.195
-8.224,-2.241
-8.266,-2.286
-8.306,-2.329
-8.344,-2.370
-8.381,-2.410
-8.416,-2.448
-8.449,-2.485
-8.481,-2.520
-8.511,-2.553
-8.539,-2.584
-8.566,-2.614
-8.591,-2.642
-8.614,-2.668
-8.635,-2.692
-8.655,-2.715
-8.672,-2.736
-8.688,-2.755
-8.703,-2.772
-8.715,-2.788
-8.726,-2.802
-8.735,-2.814
-8.742,-2.824
-8.747,-2.833
-8.751,-2.839
-8.753,-2.844
-8.753,-2.847
-8.751,-2.848
-8.747,-2.848
-8.742,-2.846
-8.735,-2.841
-8.726,-2.835
-8.715,-2.828
-8.702,-2.818
-8.688,-2.807
-8.672,-2.794
-8.654,-2.779
-8.635,-2.762
-8.613,-2.744
-8.590,-2.724
-8.565,-2.702
-8.539,-2.678
-8.511,-2.653
-8.480,-2.625
-8.449,-2.597
-8.415,-2.566
-8.380,-2.534
-8.343,-2.500
-8.305,-2.464
-8.265,-2.427
-8.223,-2.387
-8.180,-2.347
-8.135,-2.304
-8.088,-2.260
-8.040,-2.215
-7.990,-2.168
-7.939,-2.119
-7.886,-2.069
-7.831,-2.017
-7.775,-1.963
-7.718,-1.908
-7.659,-1.852
-7.599,-1.794
-7.537,-1.734
-7.474,-1.674
-7.409,-1.611
-7.343,-1.548
-7.276,-1.482
-7.207,-1.416
-7.137,-1.348
-7.066,-1.279
-6.993,-1.209
-6.919,-1.137
-6.844,-1.064
-6.768,-0.990
-6.690,-0.914
-6.612,-0.838
-6.532,-0.760
-6.451,-0.681
-6.369,-0.601
-6.286,-0.520
-6.202,-0.437
-6.117,-0.354
-6.031,-0.270
-5.944,-0.185
-5.856,-0.098
-5.767,-0.011
-5.677,0.077
-5.587,0.166
-5.495,0.256
-5.403,0.347
-5.310,0.438
-5.216,0.530
-5.122,0.623
-5.027,0.717
-4.931,0.811
-4.835,0.906
-4.738,1.002
-4.640,1.098
-4.542,1.195
-4.444,1.293
-4.345,1.390
-4.245,1.489
-4.145,1.588
-4.045,1.687
-3.945,1.786
-3.844,1.886
-3.743,1.987
-3.641,2.087
-3.539,2.188
-3.438,2.289
-3.336,2.390
-3.233,2.492
-3.131,2.593
-3.029,2.695
-2.927,2.797
-2.824,2.898
-2.722,3.000
-2.620,3.102
-2.518,3.203
-2.416,3.305
-2.314,3.407
-2.212,3.508
-2.111,3.609
-2.009,3.710
-1.908,3.811
-1.808,3.911
-1.707,4.011
-1.608,4.111
-1.508,4.210
-1.409,4.309
-1.310,4.408
-1.212,4.506
-1.115,4.603
-1.018,4.700
-0.921,4.797
-0.825,4.893
-0.730,4.988
-0.636,5.083
-0.542,5.177
-0.449,5.270
-0.356,5.362
-0.265,5.454
-0.174,5.545
-0.084,5.635
0.005,5.725
0.093,5.813
0.180,5.901
0.266,5.987
0.351,6.073
0.436,6.158
0.519,6.241
0.601,6.324
0.682,6.406
0.762,6.486
0.841,6.566
0.918,6.644
0.995,6.721
1.070,6.797
1.144,6.872
1.217,6.945
1.288,7.017
1.359,7.088
1.427,7.158
1.495,7.226
1.561,7.293
1.626,7.359
1.690,7.423
1.752,7.486
1.812,7.547
1.871,7.607
1.929,7.666
1.985,7.723
2.040,7.779
2.093,7.833
2.144,7.885
2.194,7.936
2.243,7.985
2.290,8.033
2.335,8.080
2.379,8.124
2.421,8.167
2.461,8.209
2.500,8.248
2.537,8.286
2.572,8.323
2.606,8.357
2.638,8.390
2.668,8.422
2.696,8.451
2.723,8.479
2.748,8.505
2.772,8.530
2.793,8.552
2.813,8.573
2.831,8.592
2.848,8.610
2.862,8.625
2.875,8.639
2.886,8.651
2.895,8.661
2.902,8.670
2.908,8.677
2.912,8.681
2.914,8.684
2.914,8.686
2.913,8.685
2.909,8.683
2.904,8.679
2.897,8.673
2.889,8.665
2.878,8.656
2.866,8.644
2.852,8.631
2.836,8.616
2.819,8.600
2.799,8.581
2.778,8.561
2.755,8.539
2.731,8.515
2.704,8.490
2.676,8.463
2.647,8.434
2.615,8.403
2.582,8.371
2.547,8.337
2.511,8.301
2.473,8.263
2.433,8.224
2.391,8.183
2.348,8.141
2.304,8.097
2.257,8.051
2.209,8.004
2.160,7.955
2.109,7.905
2.056,7.853
2.002,7.799
1.947,7.744
1.890,7.687
1.831,7.629
1.771,7.570
1.710,7.509
1.647,7.446
1.583,7.382
1.517,7.317
1.450,7.250
1.382,7.182
1.312,7.113
1.242,7.042
1.169,6.970
1.096,6.897
1.021,6.822
0.946,6.747
0.869,6.670
0.791,6.591
0.711,6.512
0.631,6.432
0.550,6.350
0.467,6.268
0.384,6.184
0.299,6.099
0.214,6.013
0.127,5.927
0.040,5.839
-0.048,5.750
-0.138,5.661
-0.228,5.571
-0.318,5.479
-0.410,5.387
-0.502,5.294
-0.595,5.201
-0.689,5.107
-0.783,5.012
-0.878,4.916
-0.974,4.820
-1.070,4.723
-1.167,4.625
-1.264,4.527
-1.362,4.429
-1.460,4.329
-1.559,4.230
-1.658,4.130
-1.757,4.030
-1.857,3.929
-1.957,3.828
-2.057,3.726
-2.157,3.625
-2.258,3.523
-2.359,3.421
-2.460,3.318
-2.561,3.216
-2.663,3.113
-2.764,3.011
-2.865,2.908
-2.967,2.805
-3.068,2.702
-3.169,2.600
-3.270,2.497
-3.371,2.395
-3.472,2.292
-3.573,2.190
-3.673,2.088
-3.773,1.986
-3.873,1.885
-3.972,1.783
-4.072,1.682
-4.170,1.582
-4.269,1.482
-4.366,1.382
-4.464,1.283
-4.561,1.184
-4.657,1.085
-4.753,0.988
-4.848,0.890
-4.943,0.794
-5.037,0.698
-5.130,0.602
-5.222,0.508
-5.314,0.414
-5.405,0.320
-5.495,0.228
-5.585,0.136
-5.673,0.046
-5.761,-0.044
-5.848,-0.133
-5.933,-0.222
-6.018,-0.309
-6.102,-0.395
-6.185,-0.480
-6.266,-0.565
-6.347,-0.648
-6.427,-0.730
-6.505,-0.811
-6.583,-0.891
-6.659,-0.970
-6.734,-1.047
-6.807,-1.124
-6.880,-1.199
-6.951,-1.273
-7.021,-1.345
-7.090,-1.417
-7.157,-1.487
-7.223,-1.556
-7.288,-1.623
-7.351,-1.689
-7.413,-1.754
-7.473,-1.817
-7.532,-1.879
