"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
4.931E-8,5.600
6.082E-9,5.600
-1.236E-7,5.600
-1.032E-6,5.600
-8.426E-6,5.600
-7.264E-5,5.600
-0.001,5.599
-0.002,5.598
-0.004,5.595
-0.008,5.592
-0.012,5.588
-0.017,5.583
-0.023,5.577
-0.029,5.571
-0.037,5.563
-0.045,5.555
-0.054,5.545
-0.064,5.535
-0.075,5.524
-0.087,5.513
-0.099,5.500
-0.113,5.486
-0.127,5.472
-0.142,5.457
-0.158,5.441
-0.175,5.424
-0.192,5.407
-0.211,5.388
-0.230,5.369
-0.250,5.349
-0.270,5.328
-0.292,5.306
-0.314,5.284
-0.337,5.261
-0.361,5.237
-0.385,5.212
-0.410,5.187
-0.436,5.160
-0.463,5.133
-0.490,5.106
-0.518,5.077
-0.547,5.048
-0.577,5.018
-0.607,4.988
-0.638,4.957
-0.669,4.925
-0.701,4.892
-0.734,4.859
-0.768,4.825
-0.802,4.791
-0.836,4.756
-0.872,4.720
-0.908,4.684
-0.944,4.647
-0.981,4.609
-1.019,4.571
-1.057,4.533
-1.095,4.494
-1.134,4.454
-1.174,4.414
-1.214,4.373
-1.255,4.332
-1.296,4.290
-1.337,4.248
-1.379,4.205
-1.422,4.162
-1.465,4.119
-1.508,4.075
-1.552,4.031
-1.596,3.986
-1.640,3.941
-1.685,3.895
-1.730,3.849
-1.775,3.803
-1.821,3.757
-1.867,3.710
-1.913,3.663
-1.959,3.616
-2.006,3.568
-2.053,3.520
-2.100,3.472
-2.148,3.424
-2.195,3.375
-2.243,3.326
-2.291,3.278
-2.339,3.229
-2.387,3.179
-2.436,3.130
-2.484,3.081
-2.533,3.031
-2.581,2.981
-2.630,2.932
-2.678,2.882
-2.727,2.832
-2.776,2.782
-2.824,2.732
-2.873,2.683
-2.922,2.633
-2.970,2.583
-3.019,2.533
-3.067,2.484
-3.116,2.434
-3.164,2.385
-3.212,2.335
-3.260,2.286
-3.308,2.237
-3.355,2.188
-3.403,2.139
-3.450,2.091
-3.497,2.042
-3.544,1.994
-3.590,1.946
-3.636,1.899
-3.682,1.851
-3.728,1.804
-3.773,1.757
-3.818,1.711
-3.863,1.664
-3.907,1.619
-3.952,1.573
-3.995,1.528
-4.038,1.483
-4.081,1.439
-4.124,1.395
-4.166,1.351
-4.207,1.308
-4.248,1.265
-4.289,1.223
-4.329,1.181
-4.369,1.140
-4.408,1.099
-4.447,1.059
-4.485,1.019
-4.522,0.980
-4.559,0.941
-4.596,0.903
-4.632,0.865
-4.667,0.828
-4.702,0.792
-4.736,0.756
-4.769,0.721
-4.802,0.686
-4.834,0.652
-4.866,0.619
-4.897,0.586
-4.927,0.554
-4.957,0.523
-4.985,0.492
-5.014,0.462
-5.041,0.433
-5.068,0.404
-5.094,0.376
-5.119,0.349
-5.143,0.323
-5.167,0.297
-5.190,0.273
-5.213,0.248
-5.234,0.225
-5.255,0.203
-5.275,0.181
-5.294,0.160
-5.312,0.139
-5.330,0.120
-5.346,0.101
-5.362,0.084
-5.377,0.067
-5.392,0.051
-5.405,0.035
-5.418,0.021
-5.429,0.007
-5.440,-0.006
-5.451,-0.018
-5.460,-0.029
-5.468,-0.039
-5.476,-0.049
-5.482,-0.057
-5.488,-0.065
-5.493,-0.072
-5.497,-0.078
-5.501,-0.083
-5.503,-0.087
-5.505,-0.091
-5.505,-0.093
-5.505,-0.095
-5.504,-0.096
-5.502,-0.096
-5.499,-0.095
-5.496,-0.093
-5.491,-0.090
-5.486,-0.087
-5.480,-0.082
-5.472,-0.077
-5.464,-0.071
-5.456,-0.064
-5.446,-0.056
-5.436,-0.047
-5.424,-0.038
-5.412,-0.027
-5.399,-0.016
-5.385,-0.004
-5.370,0.009
-5.355,0.023
-5.339,0.037
-5.321,0.053
-5.304,0.069
-5.285,0.086
-5.265,0.104
-5.245,0.123
-5.224,0.142
-5.202,0.162
-5.179,0.183
-5.156,0.205
-5.131,0.228
-5.106,0.251
-5.081,0.275
-5.054,0.300
-5.027,0.326
-4.999,0.352
-4.970,0.379
-4.941,0.407
-4.911,0.435
-4.880,0.465
-4.849,0.494
-4.817,0.525
-4.784,0.556
-4.751,0.588
-4.717,0.621
-4.682,0.654
-4.647,0.688
-4.611,0.722
-4.575,0.757
-4.538,0.793
-4.500,0.829
-4.462,0.866
-4.423,0.903
-4.384,0.941
-4.344,0.980
-4.304,1.018
-4.263,1.058
-4.222,1.098
-4.180,1.139
-4.138,1.179
-4.095,1.221
-4.052,1.263
-4.009,1.305
-3.965,1.348
-3.920,1.391
-3.876,1.435
-3.831,1.479
-3.785,1.523
-3.739,1.568
-3.693,1.613
-3.647,1.658
-3.600,1.704
-3.553,1.750
-3.506,1.796
-3.458,1.843
-3.411,1.889
-3.363,1.936
-3.314,1.984
-3.266,2.031
-3.217,2.079
-3.169,2.127
-3.120,2.175
-3.071,2.223
-3.022,2.271
-2.972,2.320
-2.923,2.368
-2.873,2.417
-2.824,2.466
-2.774,2.515
-2.725,2.564
-2.675,2.612
-2.626,2.661
-2.576,2.710
-2.526,2.759
-2.477,2.808
-2.427,2.857
-2.378,2.906
-2.329,2.954
-2.280,3.003
-2.231,3.052
-2.182,3.100
-2.133,3.148
-2.084,3.196
-2.036,3.244
-1.988,3.292
-1.940,3.340
-1.892,3.387
-1.844,3.434
-1.797,3.481
-1.750,3.528
-1.703,3.574
-1.657,3.620
-1.610,3.666
-1.565,3.711
-1.519,3.756
-1.474,3.801
-1.429,3.846
-1.385,3.890
-1.341,3.934
-1.297,3.977
-1.254,4.020
-1.211,4.062
-1.169,4.104
-1.127,4.146
-1.086,4.187
-1.045,4.228
-1.005,4.268
-0.965,4.308
-0.925,4.347
-0.887,4.386
-0.848,4.424
-0.811,4.461
-0.773,4.498
-0.737,4.535
-0.701,4.571
-0.666,4.606
-0.631,4.640
-0.597,4.675
-0.563,4.708
-0.530,4.741
-0.498,4.773
-0.467,4.804
-0.436,4.835
-0.406,4.865
-0.376,4.895
-0.348,4.923
-0.320,4.951
-0.292,4.979
-0.266,5.005
-0.240,5.031
-0.215,5.056
-0.190,5.081
-0.167,5.104
-0.144,5.127
-0.122,5.149
-0.101,5.171
-0.080,5.191
-0.060,5.211
-0.041,5.230
-0.023,5.248
-0.006,5.266
0.010,5.282
0.026,5.298
0.041,5.313
0.055,5.327
0.068,5.340
0.080,5.352
0.092,5.364
0.103,5.375
0.112,5.385
0.121,5.394
0.129,5.402
0.137,5.409
0.143,5.416
0.149,5.421
0.153,5.426
0.157,5.430
0.160,5.433
0.162,5.435
0.163,5.436
0.164,5.436
0.163,5.436
0.162,5.435
0.159,5.432
0.156,5.429
0.152,5.425
0.147,5.421
0.142,5.415
0.135,5.408
0.128,5.401
0.119,5.393
0.110,5.384
0.100,5.374
0.090,5.363
0.078,5.351
0.065,5.339
0.052,5.325
0.038,5.311
0.023,5.296
0.007,5.280
-0.009,5.264
-0.027,5.246
-0.045,5.228
-0.064,5.209
-0.084,5.189
-0.104,5.168
-0.126,5.147
-0.148,5.124
-0.171,5.101
-0.194,5.078
-0.219,5.053
-0.244,5.028
-0.270,5.002
-0.296,4.975
-0.324,4.947
-0.352,4.919
-0.381,4.890
-0.410,4.860
-0.440,4.830
-0.471,4.799
-0.502,4.767
-0.534,4.735
-0.567,4.702
-0.601,4.668
-0.635,4.634
-0.669,4.599
-0.704,4.563
-0.740,4.527
-0.777,4.490
-0.814,4.453
-0.851,4.415
-0.889,4.376
-0.928,4.337
-0.967,4.298
-1.006,4.258
-1.047,4.217
-1.087,4.176
-1.128,4.134
-1.170,4.092
-1.212,4.050
-1.254,4.007
-1.297,3.963
-1.340,3.919
-1.384,3.875
-1.428,3.831
-1.472,3.786
-1.517,3.740
-1.562,3.694
-1.607,3.648
-1.653,3.602
-1.699,3.555
-1.745,3.508
-1.791,3.461
-1.838,3.413
-1.885,3.366
-1.932,3.318
-1.980,3.269
-2.027,3.221
-2.075,3.172
-2.123,3.123
-2.171,3.074
-2.219,3.025
-2.268,2.976
-2.316,2.927
-2.365,2.877
-2.413,2.828
-2.462,2.778
-2.511,2.728
-2.559,2.678
-2.608,2.629
-2.657,2.579
-2.706,2.529
-2.754,2.479
-2.803,2.430
-2.851,2.380
-2.900,2.330
-2.948,2.281
-2.996,2.231
-3.045,2.182
-3.093,2.133
-3.140,2.084
-3.188,2.035
-3.236,1.986
-3.283,1.937
-3.330,1.889
-3.377,1.841
-3.423,1.793
-3.470,1.745
-3.516,1.698
-3.562,1.651
-3.607,1.604
-3.652,1.557
-3.697,1.511
-3.741,1.465
-3.786,1.420
-3.829,1.375
-3.873,1.330
-3.916,1.285
-3.958,1.241
-4.000,1.198
-4.042,1.155
-4.083,1.112
-4.124,1.070
-4.164,1.028
-4.204,0.986
-4.243,0.946
-4.282,0.905
-4.320,0.865
-4.358,0.826
-4.395,0.787
-4.432,0.749
-4.468,0.711
-4.503,0.674
-4.538,0.638
-4.572,0.602
-4.606,0.567
-4.639,0.532
-4.671,0.498
-4.703,0.465
-4.734,0.432
-4.764,0.400
-4.794,0.369
-4.823,0.338
-4.851,0.308
-4.879,0.279
-4.906,0.250
-4.932,0.222
-4.957,0.195
-4.982,0.169
-5.006,0.143
-5.029,0.118
-5.051,0.094
-5.073,0.070
-5.094,0.048
-5.114,0.026
-5.133,0.005
-5.152,-0.015
-5.169,-0.035
-5.186,-0.054
-5.202,-0.071
-5.218,-0.089
-5.232,-0.105
-5.246,-0.120
-5.259,-0.135
-5.270,-0.148
-5.282,-0.161
-5.292,-0.173
-5.301,-0.185
-5.310,-0.195
-5.318,-0.204
-5.324,-0.213
-5.330,-0.221
-5.336,-0.228
-5.340,-0.234
-5.343,-0.239
-5.346,-0.244
-5.348,-0.247
-5.348,-0.250
-5.348,-0.251
-5.348,-0.252
-5.346,-0.252
-5.343,-0.251
-5.340,-0.250
-5.335,-0.247
-5.330,-0.244
-5.324,-0.239
-5.317,-0.234
-5.309,-0.228
-5.301,-0.221
-5.291,-0.213
-5.281,-0.205
-5.270,-0.195
-5.258,-0.185
-5.245,-0.174
-5.231,-0.162
-5.217,-0.149
-5.201,-0.135
