"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
1.214,7.386
1.214,7.386
1.214,7.386
1.214,7.386
1.214,7.386
1.214,7.386
1.214,7.385
1.212,7.383
1.209,7.381
1.206,7.377
1.201,7.372
1.195,7.367
1.189,7.360
1.181,7.353
1.173,7.344
1.163,7.335
1.153,7.324
1.142,7.313
1.129,7.300
1.116,7.287
1.102,7.273
1.087,7.258
1.070,7.241
1.053,7.224
1.035,7.206
1.016,7.187
0.996,7.167
0.976,7.146
0.954,7.124
0.931,7.102
0.908,7.078
0.883,7.053
0.858,7.028
0.832,7.001
0.804,6.974
0.776,6.946
0.748,6.917
0.718,6.887
0.687,6.856
0.656,6.824
0.623,6.792
0.590,6.759
0.556,6.724
0.521,6.689
0.486,6.653
0.449,6.617
0.412,6.579
0.374,6.541
0.335,6.502
0.296,6.462
0.255,6.421
0.214,6.380
0.172,6.338
0.130,6.295
0.087,6.251
0.043,6.207
-0.002,6.162
-0.048,6.116
-0.094,6.070
-0.141,6.023
-0.188,5.975
-0.236,5.926
-0.285,5.877
-0.334,5.827
-0.384,5.777
-0.435,5.726
-0.486,5.674
-0.538,5.622
-0.590,5.569
-0.643,5.516
-0.696,5.462
-0.750,5.407
-0.805,5.352
-0.860,5.297
-0.915,5.240
-0.971,5.184
-1.028,5.127
-1.085,5.069
-1.142,5.011
-1.200,4.953
-1.258,4.894
-1.316,4.834
-1.375,4.775
-1.435,4.715
-1.495,4.654
-1.555,4.593
-1.615,4.532
-1.676,4.470
-1.737,4.408
-1.798,4.346
-1.860,4.284
-1.922,4.221
-1.984,4.158
-2.046,4.094
-2.109,4.031
-2.172,3.967
-2.235,3.903
-2.298,3.839
-2.361,3.774
-2.425,3.710
-2.488,3.645
-2.552,3.580
-2.616,3.515
-2.680,3.450
-2.744,3.385
-2.808,3.319
-2.872,3.254
-2.936,3.189
-3.000,3.123
-3.064,3.058
-3.129,2.992
-3.193,2.926
-3.257,2.861
-3.321,2.796
-3.385,2.730
-3.449,2.665
-3.512,2.599
-3.576,2.534
