"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
0.817,6.983
0.817,6.983
0.817,6.983
0.817,6.983
0.817,6.983
0.817,6.983
0.816,6.983
0.815,6.981
0.813,6.979
0.810,6.976
0.807,6.973
0.803,6.969
0.798,6.964
0.792,6.958
0.785,6.951
0.778,6.944
0.770,6.936
0.761,6.927
0.752,6.918
0.742,6.908
0.731,6.897
0.719,6.885
0.707,6.873
0.694,6.860
0.680,6.846
0.666,6.831
0.651,6.816
0.635,6.800
0.618,6.783
0.601,6.766
0.583,6.748
0.564,6.729
0.545,6.710
0.525,6.689
0.504,6.668
0.482,6.647
0.460,6.625
0.437,6.602
0.414,6.578
0.390,6.554
0.365,6.529
0.340,6.503
0.313,6.477
0.287,6.450
0.259,6.422
0.231,6.394
0.203,6.365
0.173,6.336
0.143,6.305
0.113,6.275
0.082,6.243
0.050,6.211
0.018,6.179
-0.015,6.146
-0.049,6.112
-0.083,6.077
-0.117,6.043
-0.152,6.007
-0.188,5.971
-0.224,5.934
-0.261,5.897
-0.299,5.859
-0.337,5.821
-0.375,5.782
-0.414,5.743
-0.453,5.703
-0.493,5.663
-0.534,5.622
-0.574,5.581
-0.616,5.539
-0.658,5.497
-0.700,5.454
-0.743,5.411
-0.786,5.367
-0.829,5.323
-0.873,5.278
-0.918,5.234
-0.963,5.188
-1.008,5.142
-1.053,5.096
-1.099,5.050
-1.146,5.003
-1.193,4.955
-1.240,4.907
-1.287,4.859
-1.335,4.811
-1.383,4.762
-1.431,4.713
-1.480,4.664
-1.529,4.614
-1.578,4.564
-1.628,4.514
-1.678,4.463
-1.728,4.412
-1.778,4.361
-1.829,4.309
-1.879,4.258
-1.930,4.206
-1.982,4.154
-2.033,4.101
-2.085,4.049
-2.136,3.996
-2.188,3.943
-2.240,3.890
-2.293,3.837
-2.345,3.783
-2.398,3.730
-2.450,3.676
-2.503,3.622
-2.556,3.568
-2.609,3.514
-2.662,3.460
-2.715,3.406
-2.768,3.351
-2.821,3.297
-2.874,3.243
-2.928,3.188
-2.981,3.134
-3.034,3.079
-3.087,3.024
-3.141,2.970
-3.194,2.915
-3.247,2.861
-3.300,2.806
-3.353,2.752
-3.406,2.697
-3.459,2.643
-3.512,2.589
-3.565,2.535
-3.617,2.480
-3.670,2.426
-3.722,2.372
-3.775,2.319
-3.827,2.265
-3.879,2.211
-3.930,2.158
-3.982,2.105
-4.033,2.052
-4.085,1.999
-4.136,1.946
-4.187,1.894
-4.237,1.841
-4.287,1.789
-4.338,1.738
-4.387,1.686
-4.437,1.635
-4.486,1.584
-4.535,1.533
-4.584,1.482
-4.632,1.432
-4.680,1.382
-4.728,1.333
-4.776,1.283
-4.823,1.234
-4.869,1.186
-4.916,1.137
-4.962,1.089
-5.007,1.042
-5.053,0.995
-5.098,0.948
-5.142,0.901
-5.186,0.855
-5.230,0.810
-5.273,0.764
-5.316,0.720
-5.358,0.675
-5.400,0.631
-5.441,0.588
-5.482,0.545
-5.522,0.502
-5.562,0.460
-5.602,0.419
-5.641,0.377
-5.679,0.337
-5.717,0.297
-5.755,0.257
-5.792,0.218
-5.828,0.180
-5.864,0.142
-5.899,0.104
-5.934,0.067
-5.968,0.031
-6.001,-0.005
-6.034,-0.040
-6.067,-0.075
-6.099,-0.109
-6.130,-0.143
-6.160,-0.175
-6.190,-0.208
-6.220,-0.239
-6.248,-0.270
-6.277,-0.301
-6.304,-0.331
-6.331,-0.360
-6.357,-0.388
-6.383,-0.416
-6.408,-0.444
-6.432,-0.470
-6.455,-0.496
-6.478,-0.522
-6.501,-0.546
-6.522,-0.570
-6.543,-0.593
-6.563,-0.616
-6.583,-0.638
-6.602,-0.659
-6.620,-0.680
-6.637,-0.700
-6.654,-0.719
-6.670,-0.737
-6.685,-0.755
-6.700,-0.772
-6.714,-0.788
-6.727,-0.804
-6.740,-0.819
-6.751,-0.833
-6.762,-0.846
-6.773,-0.859
-6.782,-0.871
-6.791,-0.882
-6.799,-0.893
-6.807,-0.903
-6.813,-0.912
-6.819,-0.920
-6.824,-0.928
-6.829,-0.934
-6.832,-0.940
-6.835,-0.946
-6.837,-0.950
-6.839,-0.954
-6.840,-0.957
-6.839,-0.960
-6.839,-0.961
-6.837,-0.962
-6.835,-0.962
-6.832,-0.962
-6.828,-0.960
-6.824,-0.958
-6.818,-0.955
-6.812,-0.952
-6.806,-0.947
-6.798,-0.942
-6.790,-0.936
-6.781,-0.930
-6.771,-0.922
-6.761,-0.914
-6.750,-0.906
-6.738,-0.896
-6.726,-0.886
-6.712,-0.875
-6.698,-0.863
-6.683,-0.851
-6.668,-0.837
-6.652,-0.823
-6.635,-0.809
-6.617,-0.793
-6.599,-0.777
-6.580,-0.761
-6.560,-0.743
-6.540,-0.725
-6.519,-0.706
-6.497,-0.687
-6.475,-0.666
-6.452,-0.645
-6.428,-0.624
-6.403,-0.601
-6.378,-0.578
-6.353,-0.555
-6.326,-0.531
-6.299,-0.506
-6.271,-0.480
-6.243,-0.454
-6.214,-0.427
-6.184,-0.399
-6.154,-0.371
-6.123,-0.342
-6.092,-0.313
-6.060,-0.283
-6.027,-0.252
-5.994,-0.221
-5.960,-0.189
-5.926,-0.156
-5.891,-0.123
-5.855,-0.089
-5.819,-0.055
-5.782,-0.020
-5.745,0.015
-5.707,0.051
-5.669,0.088
-5.630,0.125
-5.591,0.162
-5.551,0.200
-5.511,0.239
-5.470,0.278
-5.428,0.317
-5.387,0.358
-5.344,0.398
-5.301,0.439
-5.258,0.481
-5.215,0.523
-5.170,0.565
-5.126,0.608
-5.081,0.652
-5.036,0.695
-4.990,0.740
-4.944,0.784
-4.897,0.829
-4.850,0.875
-4.803,0.921
-4.755,0.967
-4.707,1.013
-4.659,1.060
-4.610,1.108
-4.561,1.155
-4.512,1.203
-4.462,1.252
-4.412,1.300
-4.362,1.349
-4.311,1.398
-4.261,1.448
-4.210,1.498
-4.158,1.548
-4.107,1.598
-4.055,1.649
-4.003,1.699
-3.951,1.750
-3.898,1.802
-3.846,1.853
-3.793,1.905
-3.740,1.957
-3.687,2.009
-3.634,2.061
-3.580,2.113
-3.527,2.166
-3.473,2.218
-3.419,2.271
-3.366,2.324
-3.312,2.377
-3.258,2.430
-3.203,2.483
-3.149,2.537
-3.095,2.590
-3.041,2.643
-2.987,2.697
-2.932,2.750
-2.878,2.804
-2.824,2.857
-2.769,2.911
-2.715,2.964
-2.661,3.018
-2.607,3.071
-2.553,3.125
-2.499,3.178
-2.445,3.232
-2.391,3.285
-2.337,3.338
-2.283,3.391
-2.230,3.444
-2.176,3.497
-2.123,3.550
-2.070,3.603
-2.017,3.655
