"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
4.576E-8,5.200
1.116E-8,5.200
-9.265E-8,5.200
-8.197E-7,5.200
-6.740E-6,5.200
-5.815E-5,5.200
-0.001,5.199
-0.002,5.198
-0.004,5.196
-0.006,5.194
-0.009,5.191
-0.013,5.187
-0.018,5.182
-0.023,5.177
-0.029,5.170
-0.036,5.164
-0.043,5.156
-0.051,5.148
-0.060,5.139
-0.070,5.130
-0.080,5.120
-0.090,5.109
-0.102,5.097
-0.114,5.085
-0.127,5.072
-0.140,5.059
-0.154,5.045
-0.169,5.030
-0.184,5.015
-0.200,4.998
-0.217,4.982
-0.234,4.964
-0.252,4.946
-0.270,4.928
-0.290,4.908
-0.309,4.888
-0.330,4.868
-0.351,4.847
-0.372,4.825
-0.394,4.803
-0.417,4.780
-0.440,4.756
-0.464,4.732
-0.489,4.707
-0.513,4.682
-0.539,4.656
-0.565,4.630
-0.592,4.603
-0.619,4.576
-0.647,4.548
-0.675,4.519
-0.703,4.490
-0.733,4.461
-0.762,4.431
-0.792,4.400
-0.823,4.369
-0.854,4.338
-0.886,4.306
-0.918,4.273
-0.950,4.240
-0.983,4.207
-1.016,4.173
-1.050,4.139
-1.084,4.104
-1.119,4.069
-1.154,4.034
-1.189,3.998
-1.225,3.962
-1.261,3.925
-1.297,3.888
-1.334,3.851
-1.371,3.813
-1.408,3.775
-1.446,3.737
-1.484,3.699
-1.522,3.660
-1.560,3.620
-1.599,3.581
-1.638,3.541
-1.678,3.501
-1.717,3.461
-1.757,3.420
-1.797,3.380
-1.837,3.339
-1.877,3.298
-1.918,3.256
-1.959,3.215
-2.000,3.173
-2.041,3.131
-2.082,3.089
-2.123,3.047
-2.165,3.005
-2.206,2.962
-2.248,2.920
-2.289,2.877
-2.331,2.834
-2.373,2.792
-2.415,2.749
-2.457,2.706
-2.499,2.663
-2.541,2.620
-2.583,2.577
-2.625,2.534
-2.667,2.491
-2.708,2.448
-2.750,2.405
-2.792,2.362
-2.834,2.319
-2.876,2.277
-2.917,2.234
-2.959,2.191
-3.000,2.149
-3.041,2.106
-3.082,2.064
-3.123,2.022
-3.164,1.980
-3.205,1.938
-3.245,1.896
-3.286,1.855
-3.326,1.813
-3.366,1.772
-3.405,1.731
-3.445,1.690
-3.484,1.650
-3.523,1.610
-3.562,1.570
-3.600,1.530
-3.638,1.490
-3.676,1.451
-3.714,1.412
-3.751,1.374
-3.788,1.335
-3.824,1.297
-3.861,1.260
-3.897,1.222
-3.932,1.185
-3.967,1.149
-4.002,1.112
-4.036,1.077
-4.070,1.041
-4.104,1.006
-4.137,0.971
-4.170,0.937
-4.202,0.903
-4.234,0.870
-4.265,0.837
-4.296,0.805
-4.327,0.773
-4.357,0.741
-4.386,0.710
-4.415,0.679
-4.444,0.649
-4.472,0.620
-4.499,0.591
-4.526,0.562
-4.553,0.534
-4.579,0.507
-4.604,0.480
-4.629,0.453
-4.653,0.427
-4.677,0.402
-4.700,0.377
-4.722,0.353
-4.744,0.330
-4.765,0.307
-4.786,0.284
-4.806,0.263
-4.826,0.241
-4.845,0.221
-4.863,0.201
-4.881,0.182
-4.898,0.163
-4.914,0.145
-4.930,0.127
-4.945,0.110
-4.959,0.094
-4.973,0.079
-4.986,0.064
-4.999,0.050
-5.011,0.036
-5.022,0.023
-5.033,0.011
-5.042,-4.714E-4
-5.052,-0.011
-5.060,-0.022
-5.068,-0.031
-5.075,-0.040
-5.081,-0.048
-5.087,-0.056
-5.092,-0.062
-5.097,-0.068
-5.100,-0.074
-5.104,-0.079
-5.106,-0.083
-5.108,-0.086
-5.108,-0.089
-5.109,-0.090
-5.108,-0.092
-5.107,-0.092
-5.105,-0.092
-5.103,-0.091
-5.100,-0.090
-5.096,-0.087
-5.091,-0.085
-5.086,-0.081
-5.080,-0.077
-5.073,-0.072
-5.066,-0.066
-5.058,-0.060
-5.049,-0.053
-5.040,-0.045
-5.030,-0.036
-5.019,-0.027
-5.008,-0.017
-4.996,-0.007
-4.983,0.004
-4.970,0.016
-4.956,0.028
-4.941,0.042
-4.926,0.055
-4.910,0.070
-4.893,0.085
-4.876,0.101
-4.858,0.117
-4.839,0.134
-4.820,0.152
-4.801,0.170
-4.780,0.189
-4.759,0.208
-4.738,0.228
-4.715,0.249
-4.693,0.270
-4.669,0.292
-4.645,0.315
-4.621,0.338
-4.596,0.362
-4.570,0.386
-4.544,0.411
-4.517,0.436
-4.490,0.462
-4.462,0.488
-4.434,0.515
-4.405,0.543
-4.376,0.571
-4.346,0.600
-4.315,0.629
-4.285,0.658
-4.253,0.688
-4.221,0.719
-4.189,0.750
-4.157,0.781
-4.123,0.813
-4.090,0.845
-4.056,0.878
-4.021,0.912
-3.987,0.945
-3.951,0.979
-3.916,1.014
-3.880,1.049
-3.843,1.084
-3.807,1.120
-3.770,1.156
-3.732,1.192
-3.694,1.229
-3.656,1.266
-3.618,1.303
-3.579,1.341
-3.540,1.379
-3.501,1.417
-3.461,1.456
-3.422,1.494
-3.382,1.533
-3.341,1.573
-3.301,1.612
-3.260,1.652
-3.219,1.692
-3.178,1.733
-3.137,1.773
-3.095,1.814
-3.053,1.855
-3.012,1.896
-2.970,1.937
-2.928,1.978
-2.885,2.019
-2.843,2.061
-2.801,2.103
-2.758,2.144
-2.716,2.186
-2.673,2.228
-2.630,2.270
-2.587,2.312
-2.545,2.354
-2.502,2.396
-2.459,2.439
-2.416,2.481
-2.374,2.523
-2.331,2.565
-2.288,2.607
-2.246,2.649
-2.203,2.691
-2.160,2.733
