"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
2.509,8.691
2.509,8.691
2.509,8.691
2.509,8.691
2.509,8.691
2.509,8.691
2.508,8.690
2.506,8.688
2.503,8.684
2.498,8.679
2.492,8.673
2.485,8.666
2.476,8.657
2.466,8.648
2.455,8.637
2.443,8.624
2.429,8.611
2.415,8.596
2.399,8.580
2.381,8.562
2.363,8.544
2.343,8.524
2.322,8.503
2.300,8.480
2.276,8.457
2.251,8.432
2.226,8.406
2.198,8.379
2.170,8.350
2.141,8.321
2.110,8.290
2.078,8.258
2.045,8.225
2.011,8.190
1.975,8.155
1.939,8.118
1.901,8.080
1.862,8.041
1.822,8.001
1.781,7.960
1.739,7.918
1.696,7.874
1.652,7.830
1.606,7.784
1.560,7.738
1.512,7.690
1.464,7.641
1.414,7.591
1.364,7.541
1.312,7.489
1.259,7.436
1.206,7.382
1.151,7.327
1.096,7.271
1.039,7.215
0.982,7.157
0.924,7.098
0.864,7.039
0.804,6.978
0.743,6.917
0.681,6.855
0.619,6.792
0.555,6.728
0.491,6.663
0.426,6.598
0.360,6.531
0.293,6.464
0.225,6.396
0.157,6.327
0.088,6.258
0.018,6.188
-0.052,6.117
-0.123,6.045
-0.195,5.973
-0.267,5.900
-0.340,5.826
-0.414,5.752
-0.488,5.677
-0.563,5.602
-0.638,5.526
-0.714,5.449
-0.791,5.372
-0.868,5.294
-0.945,5.216
-1.023,5.138
-1.101,5.058
-1.180,4.979
-1.259,4.899
-1.339,4.818
-1.419,4.737
-1.500,4.656
-1.580,4.575
-1.661,4.493
-1.743,4.410
-1.824,4.328
-1.906,4.245
-1.989,4.161
-2.071,4.078
-2.154,3.994
-2.237,3.910
-2.320,3.826
-2.403,3.742
-2.486,3.657
-2.569,3.572
-2.653,3.488
-2.737,3.403
-2.820,3.318
-2.904,3.233
-2.988,3.148
-3.071,3.062
-3.155,2.977
-3.239,2.892
-3.323,2.807
