"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
1.363,7.537
1.363,7.537
1.363,7.537
1.363,7.537
1.363,7.536
1.363,7.536
1.362,7.535
1.360,7.533
1.355,7.528
1.349,7.522
1.342,7.515
1.333,7.506
1.322,7.495
1.310,7.483
1.297,7.469
1.281,7.454
1.265,7.437
1.246,7.419
1.226,7.399
1.205,7.377
1.182,7.354
1.158,7.330
1.132,7.304
1.104,7.276
1.075,7.247
1.045,7.217
1.013,7.185
0.980,7.151
0.945,7.116
0.909,7.080
0.871,7.042
0.832,7.003
0.792,6.962
0.750,6.920
0.707,6.877
0.662,6.832
0.617,6.786
0.570,6.739
0.521,6.690
0.472,6.640
0.421,6.589
0.368,6.537
0.315,6.483
0.261,6.428
0.205,6.372
0.148,6.315
0.090,6.256
0.031,6.197
-0.030,6.136
-0.091,6.074
-0.153,6.011
-0.217,5.947
-0.281,5.882
-0.347,5.817
-0.413,5.750
-0.480,5.682
-0.549,5.613
-0.618,5.543
-0.688,5.473
-0.759,5.401
-0.830,5.329
-0.903,5.256
-0.976,5.182
-1.050,5.107
-1.124,5.032
-1.200,4.956
-1.276,4.879
-1.352,4.802
-1.430,4.724
-1.507,4.645
-1.586,4.566
-1.664,4.486
-1.744,4.406
-1.824,4.325
-1.904,4.244
-1.984,4.162
-2.065,4.080
-2.147,3.998
-2.228,3.915
-2.310,3.832
-2.393,3.748
-2.475,3.665
-2.558,3.581
-2.640,3.497
-2.723,3.413
-2.806,3.328
-2.889,3.244
-2.973,3.159
-3.056,3.075
-3.139,2.990
-3.222,2.906
-3.305,2.821
-3.388,2.737
-3.471,2.652
-3.553,2.568
-3.636,2.484
-3.718,2.400
-3.800,2.316
-3.882,2.233
-3.963,2.150
-4.044,2.067
-4.125,1.984
-4.205,1.902
-4.285,1.821
-4.365,1.739
-4.444,1.658
-4.522,1.578
-4.600,1.498
-4.678,1.419
-4.754,1.340
-4.830,1.262
-4.906,1.184
-4.981,1.108
-5.055,1.031
-5.128,0.956
-5.201,0.881
-5.273,0.807
-5.344,0.734
-5.414,0.661
-5.484,0.590
-5.552,0.519
-5.620,0.449
-5.686,0.380
-5.752,0.312
-5.817,0.245
-5.881,0.179
-5.943,0.114
-6.005,0.050
-6.066,-0.013
-6.125,-0.075
-6.184,-0.136
-6.241,-0.196
-6.297,-0.254
-6.352,-0.312
-6.406,-0.368
-6.458,-0.423
-6.510,-0.477
-6.560,-0.529
-6.608,-0.581
-6.656,-0.631
-6.702,-0.679
-6.747,-0.727
-6.791,-0.773
-6.833,-0.818
-6.874,-0.861
-6.913,-0.903
-6.951,-0.944
-6.988,-0.984
-7.023,-1.021
-7.057,-1.058
-7.090,-1.093
-7.121,-1.127
-7.150,-1.159
-7.178,-1.189
-7.205,-1.218
-7.230,-1.246
-7.253,-1.272
-7.275,-1.297
-7.296,-1.320
-7.315,-1.342
-7.332,-1.362
-7.348,-1.380
-7.362,-1.397
-7.375,-1.413
-7.386,-1.426
-7.396,-1.439
-7.404,-1.449
-7.410,-1.459
-7.415,-1.466
-7.419,-1.472
-7.420,-1.476
-7.420,-1.479
-7.419,-1.480
-7.416,-1.480
-7.412,-1.478
-7.405,-1.475
