"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
2.362E-8,2.700
-3.007E-10,2.700
-7.206E-8,2.700
-5.747E-7,2.700
-4.667E-6,2.700
-4.021E-5,2.700
-3.562E-4,2.700
-0.001,2.699
-0.002,2.698
-0.004,2.696
-0.007,2.693
-0.009,2.691
-0.012,2.687
-0.016,2.684
-0.020,2.680
-0.025,2.675
-0.030,2.670
-0.036,2.664
-0.042,2.658
-0.048,2.652
-0.055,2.645
-0.062,2.637
-0.070,2.629
-0.079,2.621
-0.087,2.612
-0.097,2.603
-0.106,2.593
-0.116,2.583
-0.127,2.572
-0.138,2.561
-0.149,2.550
-0.161,2.538
-0.173,2.526
-0.186,2.513
-0.199,2.500
-0.212,2.486
-0.226,2.472
-0.241,2.458
-0.255,2.443
-0.270,2.428
-0.286,2.412
-0.302,2.396
-0.318,2.380
-0.334,2.363
-0.351,2.346
-0.368,2.329
-0.386,2.311
-0.404,2.293
-0.422,2.275
-0.441,2.256
-0.460,2.237
-0.479,2.217
-0.498,2.198
-0.518,2.178
-0.538,2.157
-0.559,2.137
-0.579,2.116
-0.600,2.095
-0.621,2.073
-0.643,2.051
-0.665,2.029
-0.687,2.007
-0.709,1.985
-0.731,1.962
-0.754,1.939
-0.777,1.916
-0.800,1.893
-0.823,1.869
-0.846,1.846
-0.870,1.822
-0.894,1.798
-0.917,1.773
-0.941,1.749
-0.966,1.724
-0.990,1.700
-1.014,1.675
-1.039,1.650
-1.064,1.625
-1.088,1.600
-1.113,1.575
-1.138,1.549
-1.163,1.524
-1.188,1.499
-1.213,1.473
-1.238,1.448
-1.264,1.422
-1.289,1.396
-1.314,1.371
-1.339,1.345
-1.364,1.319
-1.390,1.294
-1.415,1.268
-1.440,1.242
-1.465,1.217
-1.490,1.191
-1.515,1.166
-1.540,1.140
-1.565,1.115
-1.590,1.090
-1.615,1.064
-1.639,1.039
-1.664,1.014
-1.688,0.989
-1.712,0.965
-1.736,0.940
-1.760,0.915
