"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
3.159E-8,3.600
1.444E-8,3.600
-3.701E-8,3.600
-3.974E-7,3.600
-3.332E-6,3.600
-2.882E-5,3.600
-2.554E-4,3.600
-0.001,3.599
-0.002,3.598
-0.003,3.597
-0.005,3.595
-0.007,3.593
-0.009,3.591
-0.012,3.588
-0.015,3.585
-0.018,3.582
-0.022,3.578
-0.026,3.574
-0.030,3.570
-0.035,3.565
-0.040,3.560
-0.045,3.555
-0.051,3.549
-0.057,3.543
-0.063,3.537
-0.070,3.530
-0.077,3.523
-0.084,3.516
-0.092,3.508
-0.100,3.500
-0.108,3.491
-0.117,3.483
-0.126,3.474
-0.135,3.464
-0.144,3.455
-0.154,3.445
-0.164,3.434
-0.175,3.424
-0.186,3.413
-0.197,3.402
-0.208,3.390
-0.220,3.378
-0.232,3.366
-0.244,3.354
-0.257,3.341
-0.270,3.328
-0.283,3.315
-0.297,3.301
-0.311,3.287
-0.325,3.273
-0.339,3.258
-0.354,3.243
-0.368,3.228
-0.384,3.213
-0.399,3.197
-0.415,3.182
-0.431,3.165
-0.447,3.149
-0.463,3.132
-0.480,3.115
-0.497,3.098
-0.514,3.081
-0.532,3.063
-0.549,3.045
-0.567,3.027
-0.586,3.009
-0.604,2.990
-0.623,2.971
-0.641,2.952
-0.660,2.933
-0.680,2.913
-0.699,2.893
-0.719,2.873
-0.739,2.853
-0.759,2.833
-0.779,2.812
-0.800,2.792
-0.820,2.771
-0.841,2.749
-0.862,2.728
-0.883,2.707
-0.905,2.685
-0.926,2.663
-0.948,2.641
-0.970,2.619
-0.992,2.596
-1.014,2.574
-1.036,2.551
-1.059,2.528
-1.081,2.505
-1.104,2.482
-1.127,2.459
-1.150,2.435
-1.173,2.412
-1.196,2.388
-1.220,2.365
-1.243,2.341
-1.266,2.317
-1.290,2.293
-1.314,2.268
-1.338,2.244
-1.361,2.220
-1.385,2.195
-1.409,2.171
-1.434,2.146
-1.458,2.122
-1.482,2.097
-1.506,2.072
-1.531,2.047
-1.555,2.022
-1.579,1.997
-1.604,1.972
-1.628,1.947
-1.653,1.922
-1.677,1.897
-1.702,1.872
-1.726,1.847
-1.751,1.822
-1.776,1.796
-1.800,1.771
-1.825,1.746
-1.849,1.721
-1.874,1.696
-1.898,1.670
-1.923,1.645
-1.947,1.620
-1.972,1.595
-1.996,1.570
-2.021,1.545
-2.045,1.520
-2.069,1.495
-2.093,1.470
-2.117,1.445
-2.141,1.421
-2.165,1.396
-2.189,1.371
-2.213,1.347
-2.237,1.322
-2.261,1.298
-2.284,1.274
-2.308,1.249
-2.331,1.225
-2.354,1.201
-2.377,1.177
-2.400,1.154
-2.423,1.130
-2.446,1.106
-2.469,1.083
-2.491,1.060
-2.514,1.037
-2.536,1.013
-2.558,0.991
-2.580,0.968
-2.601,0.945
-2.623,0.923
-2.644,0.901
-2.666,0.878
-2.687,0.857
-2.708,0.835
-2.728,0.813
-2.749,0.792
-2.769,0.771
-2.790,0.750
-2.810,0.729
-2.829,0.708
-2.849,0.688
-2.868,0.667
-2.887,0.647
-2.906,0.628
-2.925,0.608
-2.943,0.589
-2.962,0.569
-2.980,0.550
-2.997,0.532
-3.015,0.513
-3.032,0.495
-3.049,0.477
-3.066,0.459
-3.083,0.442
-3.099,0.425
-3.115,0.408
-3.131,0.391
-3.146,0.374
-3.162,0.358
-3.177,0.342
-3.191,0.326
-3.206,0.311
-3.220,0.296
-3.234,0.281
-3.248,0.266
-3.261,0.252
-3.274,0.238
-3.287,0.224
-3.299,0.211
-3.311,0.198
-3.323,0.185
-3.335,0.172
-3.346,0.160
-3.357,0.148
-3.367,0.137
-3.378,0.125
-3.388,0.114
-3.397,0.104
-3.407,0.093
-3.416,0.083
-3.425,0.073
-3.433,0.064
-3.441,0.055
-3.449,0.046
-3.456,0.038
-3.464,0.030
-3.470,0.022
-3.477,0.014
-3.483,0.007
-3.489,2.757E-4
-3.494,-0.006
-3.499,-0.012
-3.504,-0.018
-3.509,-0.024
-3.513,-0.029
-3.517,-0.034
-3.520,-0.038
-3.523,-0.042
-3.526,-0.046
-3.528,-0.049
-3.530,-0.052
-3.532,-0.055
-3.534,-0.058
-3.535,-0.060
-3.535,-0.061
-3.536,-0.063
-3.536,-0.064
-3.535,-0.065
-3.535,-0.065
-3.534,-0.065
-3.532,-0.065
-3.531,-0.064
-3.529,-0.063
-3.526,-0.061
-3.524,-0.060
-3.521,-0.058
-3.517,-0.055
-3.514,-0.052
-3.509,-0.049
-3.505,-0.046
-3.500,-0.042
-3.495,-0.038
-3.490,-0.034
-3.484,-0.029
-3.478,-0.024
-3.472,-0.018
-3.465,-0.012
-3.458,-0.006
-3.450,1.799E-4
-3.443,0.007
-3.435,0.014
-3.426,0.022
-3.417,0.029
-3.408,0.037
-3.399,0.046
-3.389,0.055
-3.379,0.064
-3.369,0.073
-3.358,0.083
-3.348,0.093
-3.336,0.103
-3.325,0.114
-3.313,0.125
-3.301,0.136
-3.288,0.148
-3.276,0.160
-3.262,0.172
-3.249,0.184
-3.236,0.197
-3.222,0.210
-3.207,0.223
-3.193,0.237
-3.178,0.251
-3.163,0.265
-3.148,0.280
-3.132,0.294
-3.116,0.309
-3.100,0.325
-3.084,0.340
-3.067,0.356
-3.050,0.372
-3.033,0.389
-3.016,0.405
-2.998,0.422
-2.980,0.439
-2.962,0.457
-2.944,0.474
-2.925,0.492
-2.906,0.510
-2.887,0.528
-2.868,0.547
-2.849,0.566
-2.829,0.585
-2.809,0.604
-2.789,0.623
-2.768,0.643
-2.748,0.663
-2.727,0.683
-2.706,0.703
-2.685,0.724
-2.664,0.744
-2.642,0.765
-2.621,0.786
-2.599,0.807
-2.577,0.828
-2.555,0.850
-2.533,0.872
-2.510,0.894
-2.487,0.916
-2.465,0.938
-2.442,0.960
-2.419,0.982
-2.396,1.005
-2.372,1.028
-2.349,1.051
-2.325,1.074
-2.302,1.097
-2.278,1.120
