"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
3.208,9.392
3.208,9.392
3.208,9.392
3.208,9.392
3.208,9.392
3.207,9.392
3.206,9.391
3.203,9.388
3.198,9.382
3.190,9.375
3.181,9.366
3.170,9.355
3.157,9.342
3.142,9.327
3.125,9.310
3.106,9.291
3.085,9.270
3.063,9.247
3.038,9.223
3.012,9.196
2.983,9.168
2.953,9.137
2.921,9.105
2.887,9.071
2.851,9.035
2.814,8.997
2.774,8.958
2.733,8.916
2.690,8.873
2.645,8.828
2.598,8.782
2.550,8.733
2.500,8.683
2.448,8.631
2.395,8.577
2.339,8.521
2.282,8.464
2.224,8.406
2.164,8.345
2.102,8.283
2.038,8.219
1.973,8.154
1.907,8.087
1.838,8.019
1.769,7.949
1.698,7.877
1.625,7.805
1.551,7.730
1.475,7.654
1.399,7.577
1.320,7.498
1.241,7.418
1.160,7.337
1.077,7.254
0.994,7.170
0.909,7.085
0.823,6.999
0.735,6.911
0.647,6.822
0.557,6.732
0.467,6.641
0.375,6.548
0.282,6.455
0.188,6.360
0.093,6.265
-0.003,6.169
-0.099,6.071
-0.197,5.973
-0.296,5.873
-0.395,5.773
-0.496,5.672
-0.597,5.571
-0.699,5.468
-0.801,5.365
-0.904,5.261
-1.008,5.156
-1.113,5.050
-1.218,4.944
-1.324,4.838
-1.430,4.731
-1.537,4.623
-1.644,4.515
-1.751,4.406
-1.859,4.297
-1.968,4.187
-2.076,4.078
-2.185,3.967
-2.295,3.857
-2.404,3.746
-2.514,3.635
-2.624,3.524
-2.734,3.413
-2.844,3.301
-2.954,3.190
-3.064,3.078
-3.174,2.967
-3.284,2.855
-3.394,2.744
-3.503,2.632
-3.613,2.521
-3.723,2.410
-3.832,2.298
-3.941,2.188
-4.049,2.077
-4.158,1.967
-4.266,1.857
-4.373,1.747
-4.481,1.638
-4.587,1.529
-4.694,1.421
-4.799,1.313
-4.905,1.206
-5.009,1.099
-5.113,0.993
-5.216,0.888
-5.319,0.783
-5.421,0.678
-5.522,0.575
-5.622,0.472
-5.722,0.370
-5.821,0.269
-5.918,0.169
-6.015,0.069
-6.111,-0.029
-6.206,-0.127
-6.300,-0.223
-6.393,-0.319
-6.485,-0.414
-6.576,-0.507
-6.666,-0.600
-6.755,-0.691
-6.842,-0.781
-6.928,-0.870
-7.013,-0.958
-7.097,-1.045
-7.180,-1.130
-7.261,-1.214
-7.341,-1.297
-7.419,-1.379
-7.496,-1.459
-7.572,-1.537
-7.647,-1.615
-7.720,-1.691
-7.791,-1.765
-7.861,-1.838
-7.929,-1.910
-7.996,-1.980
-8.062,-2.048
-8.126,-2.115
-8.188,-2.181
-8.248,-2.244
-8.307,-2.306
-8.365,-2.367
-8.420,-2.426
-8.474,-2.483
-8.526,-2.538
-8.577,-2.592
-8.626,-2.644
-8.673,-2.695
-8.718,-2.743
-8.762,-2.790
-8.803,-2.835
-8.843,-2.878
-8.882,-2.919
-8.918,-2.959
-8.952,-2.997
-8.985,-3.033
-9.016,-3.067
-9.044,-3.099
-9.071,-3.129
-9.096,-3.158
-9.120,-3.184
-9.141,-3.209
-9.160,-3.231
-9.178,-3.252
-9.193,-3.271
-9.207,-3.288
-9.219,-3.303
-9.228,-3.316
-9.236,-3.327
-9.242,-3.336
-9.246,-3.343
-9.248,-3.348
-9.248,-3.352
-9.246,-3.353
-9.242,-3.352
-9.236,-3.350
-9.229,-3.345
-9.219,-3.339
-9.207,-3.330
-9.194,-3.320
-9.178,-3.308
-9.161,-3.293
-9.142,-3.277
-9.120,-3.259
-9.097,-3.239
-9.072,-3.217
-9.045,-3.193
-9.016,-3.167
-8.986,-3.140
-8.953,-3.110
-8.919,-3.079
-8.882,-3.045
-8.844,-3.010
-8.804,-2.973
-8.763,-2.934
-8.719,-2.894
-8.674,-2.851
-8.627,-2.807
-8.578,-2.761
-8.527,-2.713
-8.475,-2.664
-8.421,-2.612
-8.365,-2.559
-8.308,-2.505
-8.249,-2.448
-8.188,-2.390
-8.126,-2.330
-8.062,-2.269
-7.996,-2.206
-7.929,-2.141
-7.860,-2.075
-7.790,-2.008
-7.719,-1.938
-7.646,-1.868
-7.571,-1.795
-7.495,-1.722
-7.418,-1.646
-7.339,-1.570
-7.259,-1.492
-7.177,-1.413
-7.094,-1.332
-7.010,-1.250
-6.925,-1.167
-6.838,-1.082
-6.750,-0.996
-6.661,-0.909
-6.571,-0.821
-6.480,-0.732
-6.388,-0.641
-6.294,-0.550
-6.200,-0.457
-6.104,-0.363
-6.008,-0.268
-5.910,-0.173
-5.812,-0.076
-5.713,0.022
-5.613,0.120
-5.512,0.220
-5.410,0.320
-5.307,0.421
-5.204,0.523
-5.100,0.625
-4.996,0.729
-4.890,0.833
-4.784,0.937
-4.678,1.042
-4.571,1.148
-4.464,1.255
-4.356,1.361
-4.247,1.469
-4.138,1.577
-4.029,1.685
-3.920,1.793
-3.810,1.902
-3.700,2.012
-3.589,2.121
-3.479,2.231
-3.368,2.341
-3.257,2.451
-3.146,2.562
-3.035,2.672
-2.924,2.783
-2.813,2.893
-2.702,3.004
-2.591,3.114
-2.480,3.225
-2.369,3.335
-2.258,3.445
-2.148,3.555
-2.038,3.665
-1.928,3.775
-1.818,3.884
-1.709,3.993
-1.600,4.102
-1.492,4.211
-1.384,4.319
-1.276,4.426
-1.169,4.533
-1.062,4.640
-0.956,4.746
-0.851,4.851
-0.746,4.956
-0.642,5.060
-0.539,5.164
-0.436,5.267
-0.335,5.369
-0.233,5.470
-0.133,5.571
-0.034,5.670
0.065,5.769
0.162,5.867
0.259,5.964
0.354,6.061
0.449,6.156
0.543,6.250
0.635,6.343
0.727,6.435
0.817,6.526
0.906,6.616
0.994,6.704
1.081,6.792
1.166,6.878
1.251,6.963
1.334,7.047
1.415,7.130
1.496,7.211
1.575,7.291
1.653,7.369
1.729,7.446
1.804,7.522
1.877,7.596
1.949,7.669
2.019,7.740
2.088,7.810
2.155,7.879
2.221,7.945
2.285,8.011
2.348,8.074
2.409,8.136
2.468,8.197
2.526,8.255
2.582,8.312
2.636,8.368
2.688,8.422
2.739,8.474
2.788,8.524
2.836,8.572
2.881,8.619
2.925,8.664
2.967,8.707
3.007,8.749
3.046,8.788
3.082,8.826
3.117,8.862
3.150,8.896
3.181,8.928
3.210,8.958
3.237,8.987
3.262,9.013
3.286,9.038
3.307,9.061
3.327,9.082
3.345,9.100
3.360,9.117
3.374,9.132
3.386,9.146
3.396,9.157
3.404,9.166
3.410,9.173
3.414,9.179
3.416,9.182
3.417,9.183
3.415,9.183
3.411,9.180
3.406,9.176
3.398,9.169
3.389,9.161
3.377,9.151
3.364,9.139
3.349,9.124
3.331,9.108
3.312,9.090
3.291,9.070
3.268,9.048
3.243,9.025
3.217,8.999
3.188,8.971
3.158,8.942
3.125,8.910
3.091,8.877
3.055,8.842
3.017,8.805
2.977,8.766
2.936,8.726
2.893,8.683
2.848,8.639
2.801,8.593
2.752,8.545
2.702,8.495
2.650,8.444
2.596,8.391
2.541,8.336
2.483,8.280
2.425,8.222
2.364,8.162
2.302,8.100
2.239,8.037
2.173,7.973
2.107,7.906
2.038,7.839
1.969,7.769
1.897,7.698
1.825,7.626
1.750,7.552
1.675,7.477
1.598,7.400
1.519,7.322
1.440,7.242
1.359,7.161
1.276,7.079
1.193,6.996
1.108,6.911
1.022,6.825
0.934,6.737
0.846,6.649
0.756,6.559
0.665,6.468
0.574,6.376
0.481,6.283
0.387,6.189
0.292,6.094
0.196,5.998
0.099,5.900
0.001,5.802
-0.097,5.703
-0.197,5.603
-0.297,5.503
-0.398,5.401
-0.500,5.299
-0.602,5.195
-0.706,5.092
-0.810,4.987
-0.914,4.882
-1.019,4.776
-1.125,4.669
-1.231,4.562
-1.338,4.455
-1.445,4.347
-1.553,4.238
-1.661,4.129
-1.769,4.020
-1.878,3.910
-1.987,3.800
-2.096,3.690
-2.205,3.579
-2.315,3.468
-2.425,3.357
-2.535,3.246
-2.645,3.134
-2.755,3.023
-2.865,2.911
-2.975,2.800
-3.085,2.688
-3.195,2.577
-3.305,2.465
-3.415,2.354
-3.524,2.243
-3.634,2.132
-3.743,2.021
-3.851,1.910
-3.960,1.800
-4.068,1.690
-4.176,1.581
-4.283,1.471
-4.390,1.363
-4.496,1.254
-4.602,1.146
-4.707,1.039
-4.812,0.932
-4.916,0.826
-5.020,0.721
-5.122,0.616
-5.224,0.511
-5.326,0.408
-5.426,0.305
-5.526,0.203
-5.625,0.102
-5.723,0.001
-5.820,-0.098
-5.916,-0.197
-6.011,-0.294
-6.106,-0.391
-6.199,-0.487
-6.291,-0.581
-6.382,-0.675
-6.472,-0.768
-6.561,-0.859
-6.649,-0.949
-6.735,-1.039
-6.820,-1.126
-6.904,-1.213
-6.987,-1.299
-7.069,-1.383
-7.149,-1.466
-7.228,-1.548
-7.305,-1.628
-7.381,-1.707
-7.456,-1.784
-7.529,-1.860
-7.601,-1.935
-7.671,-2.008
-7.740,-2.080
-7.807,-2.150
-7.873,-2.219
-7.937,-2.286
-7.999,-2.351
-8.060,-2.415
-8.119,-2.477
-8.177,-2.538
-8.233,-2.597
-8.287,-2.654
-8.340,-2.710
-8.391,-2.764
-8.440,-2.816
-8.487,-2.867
-8.533,-2.915
-8.577,-2.962
-8.619,-3.008
-8.659,-3.051
-8.697,-3.093
-8.734,-3.132
-8.769,-3.170
-8.802,-3.206
-8.833,-3.240
-8.862,-3.273
-8.889,-3.303
-8.915,-3.332
-8.938,-3.359
-8.960,-3.383
-8.980,-3.406
-8.997,-3.427
-9.013,-3.446
-9.027,-3.463
-9.039,-3.479
-9.049,-3.492
-9.058,-3.503
-9.064,-3.512
-9.068,-3.520
-9.070,-3.525
-9.071,-3.529
-9.069,-3.530
-9.066,-3.530
-9.060,-3.528
-9.053,-3.523
-9.044,-3.517
-9.032,-3.509
-9.019,-3.499
-9.004,-3.486
-8.987,-3.472
-8.968,-3.456
-8.947,-3.438
-8.924,-3.419
-8.899,-3.397
-8.873,-3.373
-8.844,-3.348
-8.814,-3.320
-8.782,-3.291
-8.748,-3.259
-8.712,-3.226
-8.674,-3.191
-8.634,-3.155
-8.593,-3.116
-8.550,-3.075
-8.505,-3.033
-8.458,-2.989
-8.409,-2.943
-8.359,-2.896
-8.307,-2.846
-8.253,-2.795
-8.198,-2.742
-8.141,-2.688
-8.082,-2.631
-8.022,-2.574
-7.960,-2.514
-7.896,-2.453
-7.831,-2.390
-7.764,-2.326
-7.696,-2.260
-7.626,-2.192
-7.554,-2.123
-7.482,-2.052
-7.407,-1.980
-7.331,-1.907
-7.254,-1.832
-7.176,-1.755
-7.096,-1.677
-7.015,-1.598
-6.932,-1.518
-6.848,-1.436
-6.763,-1.353
-6.677,-1.268
-6.589,-1.183
-6.500,-1.096
-6.410,-1.008
-6.319,-0.918
-6.227,-0.828
-6.134,-0.736
-6.040,-0.644
-5.944,-0.550
-5.848,-0.455
-5.751,-0.360
-5.653,-0.263
-5.554,-0.166
-5.454,-0.067
-5.353,0.032
-5.251,0.132
-5.149,0.233
-5.046,0.335
-4.942,0.438
-4.838,0.541
-4.733,0.645
-4.627,0.749
-4.521,0.855
-4.414,0.960
-4.306,1.067
-4.198,1.174
-4.090,1.281
-3.981,1.389
-3.872,1.497
-3.763,1.606
-3.653,1.715
-3.543,1.824
-3.433,1.933
-3.322,2.043
-3.212,2.153
-3.101,2.263
-2.990,2.374
-2.879,2.484
-2.768,2.595
-2.657,2.705
-2.546,2.816
-2.435,2.927
-2.324,3.037
-2.213,3.148
-2.102,3.258
-1.992,3.368
-1.882,3.478
-1.772,3.588
-1.662,3.697
-1.553,3.806
-1.444,3.915
-1.336,4.024
-1.228,4.132
-1.120,4.239
-1.013,4.347
-0.906,4.453
-0.800,4.559
-0.695,4.665
-0.590,4.770
-0.486,4.874
-0.383,4.978
-0.280,5.081
-0.178,5.183
-0.077,5.285
0.024,5.385
0.123,5.485
0.222,5.584
0.319,5.682
0.416,5.780
0.512,5.876
0.606,5.971
0.700,6.066
0.793,6.159
0.884,6.251
0.975,6.342
1.064,6.432
1.152,6.521
1.239,6.609
1.325,6.695
1.409,6.781
1.493,6.865
1.574,6.947
1.655,7.029
1.734,7.109
1.812,7.188
1.888,7.265
1.963,7.341
2.037,7.415
2.109,7.488
2.180,7.560
2.249,7.630
2.316,7.699
2.382,7.766
2.446,7.831
2.509,7.895
2.570,7.957
2.630,8.018
2.688,8.077
2.744,8.134
2.799,8.190
2.851,8.244
2.902,8.296
2.952,8.346
2.999,8.395
3.045,8.442
3.089,8.488
3.131,8.531
3.172,8.573
3.211,8.613
3.247,8.651
3.282,8.687
3.315,8.721
3.347,8.754
3.376,8.784
3.403,8.813
3.429,8.840
3.453,8.865
3.474,8.888
3.494,8.909
3.512,8.928
3.528,8.945
3.542,8.961
3.554,8.974
3.565,8.985
3.573,8.995
3.579,9.002
3.584,9.008
3.586,9.012
3.587,9.013
3.585,9.013
3.582,9.011
3.576,9.007
3.569,9.001
3.560,8.993
3.549,8.983
3.536,8.971
3.521,8.957
3.504,8.941
3.485,8.923
3.464,8.904
3.441,8.882
3.417,8.858
3.390,8.833
3.362,8.806
3.332,8.776
3.300,8.745
3.266,8.712
3.230,8.678
3.192,8.641
3.153,8.602
3.111,8.562
3.068,8.520
3.024,8.476
2.977,8.430
2.929,8.382
2.879,8.333
2.827,8.282
2.773,8.229
2.718,8.175
2.661,8.119
2.603,8.061
2.542,8.001
2.481,7.940
2.417,7.877
2.352,7.813
2.286,7.747
2.218,7.679
2.148,7.610
2.077,7.539
2.004,7.467
1.930,7.394
1.855,7.318
1.778,7.242
1.700,7.164
1.620,7.085
1.539,7.004
1.457,6.922
1.374,6.839
1.289,6.754
1.203,6.668
1.116,6.581
1.027,6.493
0.938,6.403
0.847,6.312
0.756,6.221
0.663,6.128
0.569,6.034
0.474,5.939
0.378,5.843
0.282,5.746
0.184,5.648
0.086,5.549
-0.014,5.449
-0.114,5.348
-0.215,5.247
-0.317,5.145
-0.419,5.042
-0.522,4.938
-0.626,4.834
-0.731,4.728
-0.836,4.623
-0.941,4.516
-1.048,4.409
-1.154,4.302
-1.261,4.194
-1.369,4.085
-1.477,3.977
-1.585,3.867
-1.694,3.758
-1.803,3.648
-1.912,3.537
-2.022,3.427
-2.131,3.316
-2.241,3.205
-2.351,3.094
-2.461,2.982
-2.571,2.871
-2.682,2.759
-2.792,2.648
-2.902,2.536
-3.012,2.425
-3.122,2.314
-3.232,2.202
-3.341,2.091
-3.451,1.980
-3.560,1.869
-3.669,1.759
-3.777,1.649
-3.885,1.539
-3.993,1.429
-4.101,1.320
-4.208,1.211
-4.314,1.103
-4.420,0.995
-4.525,0.887
-4.630,0.781
-4.734,0.674
-4.838,0.569
-4.941,0.464
-5.043,0.359
-5.145,0.256
-5.245,0.153
-5.345,0.051
-5.444,-0.050
-5.542,-0.151
-5.640,-0.250
-5.736,-0.349
-5.832,-0.447
-5.926,-0.543
-6.019,-0.639
-6.112,-0.734
-6.203,-0.828
-6.293,-0.920
-6.382,-1.012
-6.470,-1.102
-6.557,-1.192
-6.642,-1.280
-6.727,-1.367
-6.810,-1.452
-6.891,-1.537
-6.972,-1.620
-7.051,-1.701
-7.129,-1.782
-7.205,-1.861
-7.280,-1.939
-7.353,-2.015
-7.425,-2.090
-7.496,-2.163
-7.565,-2.235
-7.632,-2.305
-7.698,-2.374
-7.763,-2.441
-7.825,-2.507
-7.887,-2.571
-7.946,-2.633
-8.004,-2.694
-8.060,-2.753
-8.115,-2.811
-8.168,-2.867
-8.219,-2.921
-8.268,-2.973
-8.316,-3.024
-8.362,-3.073
-8.406,-3.120
-8.449,-3.165
-8.489,-3.209
-8.528,-3.251
-8.565,-3.291
-8.600,-3.329
-8.633,-3.365
-8.665,-3.399
-8.694,-3.432
-8.722,-3.463
-8.748,-3.491
-8.772,-3.518
-8.794,-3.543
-8.814,-3.566
-8.832,-3.588
-8.848,-3.607
-8.862,-3.624
-8.875,-3.640
-8.885,-3.653
-8.894,-3.665
-8.900,-3.674
-8.905,-3.682
-8.907,-3.687
-8.908,-3.691
-8.907,-3.693
-8.904,-3.693
-8.899,-3.690
-8.892,-3.686
-8.883,-3.680
-8.872,-3.672
-8.859,-3.662
-8.844,-3.650
-8.827,-3.637
-8.809,-3.621
-8.788,-3.603
-8.766,-3.583
-8.741,-3.562
-8.715,-3.538
-8.687,-3.513
-8.657,-3.486
-8.625,-3.457
-8.591,-3.426
-8.556,-3.393
-8.518,-3.358
-8.479,-3.321
-8.438,-3.283
-8.395,-3.243
-8.350,-3.200
-8.304,-3.157
-8.255,-3.111
-8.206,-3.063
-8.154,-3.014
-8.100,-2.963
-8.045,-2.911
-7.988,-2.856
-7.930,-2.800
-7.870,-2.742
-7.808,-2.683
-7.745,-2.622
-7.680,-2.559
-7.613,-2.495
-7.545,-2.429
-7.476,-2.362
-7.405,-2.293
-7.332,-2.223
-7.258,-2.151
-7.182,-2.077
-7.106,-2.002
-7.027,-1.926
-6.948,-1.848
-6.867,-1.769
-6.784,-1.689
-6.701,-1.607
-6.616,-1.524
-6.530,-1.440
-6.442,-1.354
-6.354,-1.267
-6.264,-1.179
-6.173,-1.090
-6.081,-1.000
-5.988,-0.909
-5.894,-0.816
-5.799,-0.723
-5.703,-0.628
-5.606,-0.532
-5.508,-0.436
-5.409,-0.338
-5.309,-0.240
-5.209,-0.141
-5.107,-0.041
-5.005,0.060
-4.902,0.162
-4.798,0.264
-4.694,0.368
-4.589,0.472
-4.484,0.576
-4.377,0.681
-4.271,0.787
-4.163,0.893
-4.056,1.000
-3.947,1.107
-3.839,1.215
-3.730,1.323
-3.620,1.432
-3.511,1.541
-3.401,1.650
-3.291,1.760
-3.180,1.870
-3.069,1.980
-2.959,2.090
-2.848,2.200
-2.737,2.311
-2.626,2.421
-2.515,2.532
-2.404,2.643
-2.293,2.753
-2.182,2.864
-2.071,2.974
-1.961,3.085
-1.850,3.195
-1.740,3.305
-1.630,3.415
-1.521,3.524
-1.411,3.633
-1.302,3.742
-1.194,3.851
-1.086,3.959
-0.978,4.067
-0.871,4.174
-0.764,4.281
-0.658,4.387
-0.576,4.470
