"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
1.762,7.938
1.762,7.938
1.762,7.938
1.762,7.938
1.762,7.938
1.762,7.938
1.760,7.937
1.758,7.934
1.753,7.929
1.746,7.923
1.738,7.915
1.729,7.905
1.717,7.893
1.704,7.880
1.689,7.865
1.672,7.848
1.654,7.830
1.634,7.810
1.612,7.788
1.589,7.765
1.564,7.740
1.537,7.713
1.509,7.685
1.479,7.655
1.447,7.623
1.414,7.590
1.380,7.555
1.343,7.518
1.305,7.480
1.266,7.441
1.225,7.399
1.182,7.357
1.138,7.313
1.093,7.267
1.046,7.220
0.997,7.171
0.948,7.121
0.896,7.069
0.844,7.016
0.789,6.962
0.734,6.906
0.677,6.849
0.619,6.790
0.559,6.730
0.499,6.669
0.437,6.607
0.373,6.543
0.309,6.478
0.243,6.412
0.176,6.345
0.108,6.276
0.039,6.207
-0.031,6.136
-0.103,6.064
-0.175,5.991
-0.248,5.917
-0.323,5.842
-0.398,5.766
-0.475,5.690
-0.552,5.612
-0.630,5.533
-0.709,5.453
-0.789,5.373
-0.869,5.292
-0.951,5.209
-1.033,5.127
-1.116,5.043
-1.199,4.959
-1.283,4.874
-1.368,4.788
-1.454,4.702
-1.540,4.615
-1.626,4.527
-1.713,4.439
-1.801,4.351
-1.889,4.262
-1.977,4.173
-2.066,4.083
-2.155,3.993
-2.244,3.902
-2.334,3.811
-2.423,3.720
-2.514,3.629
-2.604,3.537
-2.694,3.446
-2.785,3.354
-2.875,3.262
-2.966,3.170
-3.057,3.078
-3.148,2.985
-3.238,2.893
-3.329,2.801
-3.419,2.709
-3.509,2.617
-3.600,2.525
-3.690,2.434
-3.779,2.343
-3.869,2.251
-3.958,2.161
-4.047,2.070
-4.135,1.980
-4.223,1.890
-4.311,1.800
-4.398,1.711
-4.484,1.623
-4.570,1.535
-4.656,1.447
-4.741,1.360
-4.825,1.274
-4.909,1.188
-4.992,1.103
-5.074,1.018
-5.156,0.935
-5.237,0.852
-5.317,0.769
-5.396,0.688
-5.475,0.607
-5.552,0.528
-5.629,0.449
