"vout
References : ['plot_vs(vin, vout)']
Dependency : [time]
Num. Points : [1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [vout]
Num. Points : [1006]
Matrix Size : scalar
Type : Real"
3.956E-8,4.500
9.615E-9,4.500
-8.022E-8,4.500
-7.094E-7,4.500
-5.833E-6,4.500
-5.033E-5,4.500
-4.459E-4,4.500
-0.001,4.499
-0.003,4.497
-0.005,4.495
-0.008,4.492
-0.012,4.488
-0.016,4.484
-0.020,4.480
-0.025,4.474
-0.031,4.469
-0.038,4.462
-0.045,4.455
-0.052,4.448
-0.060,4.439
-0.069,4.431
-0.078,4.421
-0.088,4.411
-0.099,4.401
-0.110,4.390
-0.121,4.378
-0.133,4.366
-0.146,4.353
-0.159,4.340
-0.173,4.326
-0.188,4.311
-0.203,4.296
-0.218,4.280
-0.234,4.264
-0.251,4.248
-0.268,4.230
-0.285,4.213
-0.303,4.194
-0.322,4.176
-0.341,4.156
-0.361,4.136
-0.381,4.116
-0.402,4.095
-0.423,4.074
-0.444,4.052
-0.467,4.030
-0.489,4.007
-0.512,3.984
-0.536,3.960
-0.560,3.936
-0.584,3.911
-0.609,3.886
-0.634,3.860
-0.660,3.834
-0.686,3.808
-0.712,3.781
-0.739,3.754
-0.767,3.726
-0.794,3.698
-0.822,3.670
-0.851,3.641
-0.880,3.611
-0.909,3.582
-0.938,3.552
-0.968,3.522
-0.999,3.491
-1.029,3.460
-1.060,3.429
-1.091,3.397
-1.123,3.365
-1.154,3.333
-1.186,3.300
-1.219,3.267
-1.251,3.234
-1.284,3.201
-1.317,3.167
-1.351,3.133
-1.384,3.099
-1.418,3.065
-1.452,3.030
-1.486,2.995
-1.521,2.960
-1.555,2.925
-1.590,2.890
-1.625,2.854
-1.660,2.818
-1.695,2.782
-1.731,2.746
-1.766,2.710
-1.802,2.674
-1.838,2.637
-1.874,2.601
-1.910,2.564
-1.946,2.527
-1.982,2.490
-2.018,2.453
-2.054,2.416
-2.090,2.379
-2.127,2.342
-2.163,2.305
-2.199,2.268
-2.236,2.231
-2.272,2.194
-2.308,2.157
-2.345,2.119
-2.381,2.082
-2.417,2.045
-2.453,2.008
-2.489,1.971
-2.525,1.934
-2.561,1.897
-2.597,1.860
-2.633,1.824
-2.668,1.787
-2.704,1.751
-2.739,1.714
-2.775,1.678
-2.810,1.642
-2.845,1.606
-2.879,1.570
-2.914,1.535
-2.948,1.499
-2.982,1.464
-3.016,1.429
-3.050,1.394
-3.084,1.360
-3.117,1.325
-3.150,1.291
-3.183,1.257
-3.215,1.224
-3.248,1.190
-3.279,1.157
-3.311,1.124
-3.343,1.092
-3.374,1.059
-3.404,1.027
-3.435,0.996
-3.465,0.964
-3.495,0.933
-3.524,0.903
-3.553,0.872
-3.582,0.843
-3.610,0.813
-3.638,0.784
-3.666,0.755
