"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-1.101E-8,2.000
2.000,-9.629E-8,2.000
2.000,-6.936E-7,2.000
2.000,-5.558E-6,2.000
2.000,-4.780E-5,2.000
2.000,-4.233E-4,2.000
2.000,-0.001,1.999
2.000,-0.003,1.997
2.000,-0.005,1.995
2.000,-0.008,1.992
2.000,-0.011,1.989
2.000,-0.015,1.985
2.000,-0.019,1.981
2.000,-0.024,1.976
2.000,-0.030,1.970
2.000,-0.036,1.964
2.000,-0.042,1.958
2.000,-0.049,1.950
2.000,-0.057,1.943
2.000,-0.065,1.935
2.000,-0.074,1.926
2.000,-0.083,1.916
2.000,-0.093,1.907
2.000,-0.103,1.896
2.000,-0.114,1.885
2.000,-0.125,1.874
2.000,-0.137,1.862
2.000,-0.149,1.850
2.000,-0.162,1.837
2.000,-0.175,1.824
2.000,-0.189,1.810
2.000,-0.203,1.796
2.000,-0.218,1.781
2.000,-0.233,1.766
2.000,-0.248,1.750
2.000,-0.264,1.734
2.000,-0.281,1.717
2.000,-0.297,1.701
2.000,-0.315,1.683
2.000,-0.332,1.666
2.000,-0.350,1.648
2.000,-0.368,1.629
2.000,-0.387,1.610
2.000,-0.406,1.591
2.000,-0.425,1.572
2.000,-0.445,1.552
2.000,-0.465,1.532
2.000,-0.485,1.511
2.000,-0.506,1.491
2.000,-0.526,1.470
2.000,-0.547,1.448
2.000,-0.569,1.427
2.000,-0.590,1.405
2.000,-0.612,1.383
2.000,-0.634,1.361
2.000,-0.656,1.338
2.000,-0.679,1.316
2.000,-0.701,1.293
2.000,-0.724,1.270
2.000,-0.747,1.247
2.000,-0.770,1.223
2.000,-0.793,1.200
2.000,-0.817,1.176
2.000,-0.840,1.152
2.000,-0.864,1.129
2.000,-0.887,1.105
2.000,-0.911,1.081
2.000,-0.934,1.057
2.000,-0.958,1.033
2.000,-0.982,1.009
2.000,-1.005,0.985
2.000,-1.029,0.961
2.000,-1.053,0.937
2.000,-1.077,0.913
2.000,-1.100,0.889
2.000,-1.124,0.865
2.000,-1.147,0.841
2.000,-1.170,0.817
2.000,-1.194,0.794
2.000,-1.217,0.770
2.000,-1.240,0.747
2.000,-1.263,0.724
2.000,-1.285,0.701
2.000,-1.308,0.678
2.000,-1.330,0.655
2.000,-1.353,0.632
2.000,-1.375,0.610
2.000,-1.396,0.588
2.000,-1.418,0.566
2.000,-1.439,0.544
2.000,-1.460,0.523
2.000,-1.481,0.502
2.000,-1.501,0.481
2.000,-1.521,0.460
2.000,-1.541,0.440
2.000,-1.561,0.420
2.000,-1.580,0.400
2.000,-1.599,0.381
2.000,-1.618,0.362
2.000,-1.636,0.343
2.000,-1.654,0.325
2.000,-1.671,0.307
2.000,-1.688,0.290
2.000,-1.705,0.272
2.000,-1.721,0.256
2.000,-1.737,0.239
2.000,-1.752,0.224
2.000,-1.767,0.208
2.000,-1.782,0.193
2.000,-1.796,0.179
2.000,-1.809,0.165
2.000,-1.822,0.151
2.000,-1.835,0.138
2.000,-1.847,0.125
2.000,-1.859,0.113
2.000,-1.870,0.102
2.000,-1.881,0.090
