"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,1.459E-8,2.000
2.000,6.083E-9,2.000
2.000,-5.348E-8,2.000
2.000,-5.385E-7,2.000
2.000,-4.751E-6,2.000
2.000,-4.220E-5,2.000
2.000,-1.398E-4,2.000
2.000,-2.941E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.007,1.993
2.000,-0.007,1.993
2.000,-0.008,1.992
2.000,-0.009,1.991
2.000,-0.010,1.989
2.000,-0.012,1.988
2.000,-0.013,1.987
2.000,-0.014,1.986
2.000,-0.015,1.985
2.000,-0.017,1.983
2.000,-0.018,1.982
2.000,-0.019,1.980
2.000,-0.021,1.979
2.000,-0.022,1.977
2.000,-0.024,1.976
2.000,-0.026,1.974
2.000,-0.027,1.972
2.000,-0.029,1.971
2.000,-0.031,1.969
2.000,-0.033,1.967
2.000,-0.035,1.965
2.000,-0.037,1.963
2.000,-0.039,1.961
2.000,-0.041,1.959
2.000,-0.043,1.956
2.000,-0.045,1.954
2.000,-0.048,1.952
2.000,-0.050,1.950
2.000,-0.052,1.947
2.000,-0.055,1.945
2.000,-0.057,1.942
2.000,-0.060,1.940
2.000,-0.062,1.937
2.000,-0.065,1.934
2.000,-0.068,1.932
2.000,-0.071,1.929
2.000,-0.073,1.926
2.000,-0.076,1.923
2.000,-0.079,1.920
2.000,-0.082,1.917
2.000,-0.085,1.914
2.000,-0.088,1.911
2.000,-0.091,1.908
2.000,-0.094,1.905
2.000,-0.098,1.902
2.000,-0.101,1.898
2.000,-0.104,1.895
2.000,-0.108,1.891
2.000,-0.111,1.888
2.000,-0.114,1.885
2.000,-0.118,1.881
2.000,-0.122,1.877
2.000,-0.125,1.874
2.000,-0.129,1.870
