"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,3.069E-9,2.000
2.000,-3.999E-8,2.000
2.000,-3.415E-7,2.000
2.000,-2.797E-6,2.000
2.000,-2.412E-5,2.000
2.000,-2.137E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.006,1.994
2.000,-0.007,1.992
2.000,-0.010,1.990
2.000,-0.012,1.988
2.000,-0.015,1.985
2.000,-0.018,1.982
2.000,-0.021,1.979
2.000,-0.025,1.975
2.000,-0.029,1.971
2.000,-0.033,1.967
2.000,-0.038,1.962
2.000,-0.042,1.958
2.000,-0.047,1.952
2.000,-0.053,1.947
2.000,-0.058,1.942
2.000,-0.064,1.936
2.000,-0.070,1.930
2.000,-0.076,1.923
2.000,-0.083,1.917
2.000,-0.090,1.910
2.000,-0.097,1.902
2.000,-0.104,1.895
2.000,-0.112,1.887
2.000,-0.120,1.879
2.000,-0.128,1.871
2.000,-0.137,1.863
2.000,-0.145,1.854
2.000,-0.154,1.845
2.000,-0.163,1.836
2.000,-0.173,1.826
2.000,-0.182,1.816
2.000,-0.192,1.807
2.000,-0.202,1.796
2.000,-0.213,1.786
2.000,-0.223,1.775
2.000,-0.234,1.764
2.000,-0.245,1.753
2.000,-0.256,1.742
2.000,-0.267,1.731
2.000,-0.279,1.719
2.000,-0.291,1.707
2.000,-0.303,1.695
2.000,-0.315,1.682
2.000,-0.328,1.670
2.000,-0.340,1.657
2.000,-0.353,1.644
2.000,-0.366,1.631
2.000,-0.379,1.618
2.000,-0.392,1.604
2.000,-0.406,1.591
2.000,-0.420,1.577
2.000,-0.433,1.563
2.000,-0.447,1.549
2.000,-0.462,1.534
2.000,-0.476,1.520
2.000,-0.490,1.505
2.000,-0.505,1.490
2.000,-0.520,1.476
2.000,-0.535,1.461
2.000,-0.550,1.445
2.000,-0.565,1.430
2.000,-0.580,1.415
2.000,-0.595,1.399
2.000,-0.611,1.383
2.000,-0.626,1.367
2.000,-0.642,1.352
2.000,-0.658,1.336
2.000,-0.674,1.319
2.000,-0.690,1.303
2.000,-0.706,1.287
2.000,-0.722,1.271
2.000,-0.738,1.254
2.000,-0.755,1.237
2.000,-0.771,1.221
2.000,-0.787,1.204
2.000,-0.804,1.187
2.000,-0.821,1.171
2.000,-0.837,1.154
2.000,-0.854,1.137
2.000,-0.870,1.120
2.000,-0.887,1.103
2.000,-0.904,1.086
2.000,-0.921,1.069
2.000,-0.937,1.052
2.000,-0.954,1.035
2.000,-0.971,1.018
2.000,-0.988,1.001
2.000,-1.005,0.983
2.000,-1.022,0.966
2.000,-1.038,0.949
2.000,-1.055,0.932
2.000,-1.072,0.915
2.000,-1.089,0.898
2.000,-1.105,0.881
2.000,-1.122,0.864
2.000,-1.139,0.847
2.000,-1.155,0.830
2.000,-1.172,0.813
2.000,-1.188,0.796
2.000,-1.205,0.780
2.000,-1.221,0.763
2.000,-1.237,0.746
2.000,-1.254,0.730
2.000,-1.270,0.713
2.000,-1.286,0.697
2.000,-1.302,0.680
2.000,-1.318,0.664
2.000,-1.334,0.648
2.000,-1.349,0.632
2.000,-1.365,0.616
2.000,-1.380,0.600
2.000,-1.396,0.584
2.000,-1.411,0.569
2.000,-1.426,0.553
2.000,-1.441,0.538
2.000,-1.456,0.522
2.000,-1.471,0.507
2.000,-1.485,0.492
2.000,-1.500,0.477
2.000,-1.514,0.463
2.000,-1.528,0.448
2.000,-1.542,0.434
2.000,-1.556,0.419
2.000,-1.570,0.405
2.000,-1.583,0.391
2.000,-1.597,0.378
2.000,-1.610,0.364
2.000,-1.623,0.351
2.000,-1.635,0.338
2.000,-1.648,0.325
2.000,-1.660,0.312
2.000,-1.673,0.299
2.000,-1.685,0.287
2.000,-1.696,0.274
2.000,-1.708,0.262
2.000,-1.719,0.250
2.000,-1.731,0.239
2.000,-1.742,0.227
2.000,-1.752,0.216
2.000,-1.763,0.205
2.000,-1.773,0.194
2.000,-1.783,0.184
2.000,-1.793,0.174
2.000,-1.803,0.164
2.000,-1.812,0.154
2.000,-1.821,0.144
2.000,-1.830,0.135
2.000,-1.839,0.126
2.000,-1.847,0.117
2.000,-1.855,0.108
2.000,-1.863,0.100
2.000,-1.871,0.092
2.000,-1.878,0.084
2.000,-1.885,0.076
2.000,-1.892,0.069
2.000,-1.899,0.062
2.000,-1.905,0.055
2.000,-1.911,0.049
2.000,-1.917,0.042
2.000,-1.923,0.036
2.000,-1.928,0.031
2.000,-1.933,0.025
2.000,-1.938,0.020
2.000,-1.942,0.015
2.000,-1.946,0.010
2.000,-1.950,0.006
2.000,-1.954,0.002
2.000,-1.957,-0.002
2.000,-1.960,-0.005
2.000,-1.963,-0.009
2.000,-1.965,-0.012
2.000,-1.968,-0.014
2.000,-1.970,-0.017
2.000,-1.971,-0.019
2.000,-1.972,-0.020
2.000,-1.974,-0.022
2.000,-1.974,-0.023
2.000,-1.975,-0.024
2.000,-1.975,-0.025
2.000,-1.975,-0.025
2.000,-1.975,-0.025
2.000,-1.974,-0.025
2.000,-1.973,-0.024
2.000,-1.972,-0.024
2.000,-1.970,-0.023
2.000,-1.968,-0.021
2.000,-1.966,-0.020
2.000,-1.964,-0.018
2.000,-1.961,-0.015
2.000,-1.958,-0.013
2.000,-1.955,-0.010
2.000,-1.951,-0.007
2.000,-1.948,-0.004
2.000,-1.944,1.707E-5
2.000,-1.939,0.004
2.000,-1.935,0.008
2.000,-1.930,0.013
2.000,-1.925,0.017
2.000,-1.919,0.022
2.000,-1.913,0.028
2.000,-1.907,0.033
2.000,-1.901,0.039
2.000,-1.895,0.045
2.000,-1.888,0.052
2.000,-1.881,0.058
2.000,-1.873,0.065
2.000,-1.866,0.072
2.000,-1.858,0.080
2.000,-1.850,0.088
2.000,-1.842,0.096
2.000,-1.833,0.104
2.000,-1.824,0.112
2.000,-1.815,0.121
2.000,-1.806,0.130
2.000,-1.796,0.139
2.000,-1.786,0.149
2.000,-1.776,0.158
2.000,-1.766,0.168
2.000,-1.755,0.178
2.000,-1.745,0.189
2.000,-1.734,0.199
2.000,-1.723,0.210
2.000,-1.711,0.221
2.000,-1.700,0.232
2.000,-1.688,0.244
2.000,-1.676,0.255
2.000,-1.664,0.267
2.000,-1.651,0.279
2.000,-1.639,0.292
2.000,-1.626,0.304
2.000,-1.613,0.317
2.000,-1.600,0.330
2.000,-1.586,0.343
2.000,-1.573,0.356
2.000,-1.559,0.369
2.000,-1.545,0.383
2.000,-1.531,0.397
2.000,-1.517,0.411
2.000,-1.503,0.425
2.000,-1.488,0.439
2.000,-1.473,0.453
2.000,-1.459,0.468
2.000,-1.444,0.482
2.000,-1.429,0.497
2.000,-1.413,0.512
2.000,-1.398,0.527
2.000,-1.383,0.542
2.000,-1.367,0.558
2.000,-1.351,0.573
2.000,-1.336,0.589
2.000,-1.320,0.604
2.000,-1.304,0.620
2.000,-1.288,0.636
2.000,-1.271,0.652
2.000,-1.255,0.668
2.000,-1.239,0.684
2.000,-1.222,0.700
2.000,-1.206,0.717
2.000,-1.189,0.733
2.000,-1.172,0.750
2.000,-1.156,0.766
2.000,-1.139,0.783
2.000,-1.122,0.799
2.000,-1.105,0.816
2.000,-1.088,0.833
2.000,-1.072,0.849
2.000,-1.055,0.866
2.000,-1.038,0.883
2.000,-1.021,0.900
2.000,-1.004,0.917
2.000,-0.986,0.934
2.000,-0.969,0.951
2.000,-0.952,0.967
2.000,-0.935,0.984
2.000,-0.918,1.001
2.000,-0.901,1.018
2.000,-0.884,1.035
2.000,-0.867,1.052
2.000,-0.850,1.069
2.000,-0.834,1.085
2.000,-0.817,1.102
2.000,-0.800,1.119
2.000,-0.783,1.135
2.000,-0.766,1.152
2.000,-0.750,1.169
2.000,-0.733,1.185
2.000,-0.717,1.202
2.000,-0.700,1.218
2.000,-0.684,1.234
2.000,-0.667,1.251
2.000,-0.651,1.267
2.000,-0.635,1.283
2.000,-0.619,1.299
2.000,-0.603,1.315
2.000,-0.587,1.330
2.000,-0.571,1.346
2.000,-0.556,1.362
2.000,-0.540,1.377
2.000,-0.525,1.392
2.000,-0.510,1.407
2.000,-0.495,1.423
2.000,-0.480,1.437
2.000,-0.465,1.452
2.000,-0.450,1.467
2.000,-0.435,1.481
2.000,-0.421,1.496
2.000,-0.407,1.510
2.000,-0.393,1.524
2.000,-0.379,1.538
2.000,-0.365,1.552
2.000,-0.351,1.565
2.000,-0.338,1.579
2.000,-0.325,1.592
2.000,-0.312,1.605
2.000,-0.299,1.618
2.000,-0.286,1.630
2.000,-0.274,1.643
2.000,-0.261,1.655
2.000,-0.249,1.667
2.000,-0.238,1.679
2.000,-0.226,1.691
2.000,-0.214,1.702
2.000,-0.203,1.713
2.000,-0.192,1.724
2.000,-0.181,1.735
2.000,-0.171,1.746
2.000,-0.160,1.756
2.000,-0.150,1.766
2.000,-0.141,1.776
2.000,-0.131,1.786
2.000,-0.121,1.795
2.000,-0.112,1.804
2.000,-0.103,1.813
2.000,-0.095,1.822
2.000,-0.086,1.830
2.000,-0.078,1.839
2.000,-0.070,1.846
2.000,-0.063,1.854
2.000,-0.055,1.862
2.000,-0.048,1.869
2.000,-0.041,1.876
2.000,-0.034,1.882
2.000,-0.028,1.889
2.000,-0.022,1.895
2.000,-0.016,1.901
2.000,-0.011,1.906
2.000,-0.005,1.911
2.000,-4.496E-4,1.916
2.000,0.004,1.921
2.000,0.009,1.926
2.000,0.013,1.930
2.000,0.017,1.934
2.000,0.020,1.937
2.000,0.024,1.941
2.000,0.027,1.944
2.000,0.029,1.946
2.000,0.032,1.949
2.000,0.034,1.951
2.000,0.036,1.953
2.000,0.038,1.955
2.000,0.039,1.956
2.000,0.040,1.957
2.000,0.041,1.958
2.000,0.041,1.958
2.000,0.041,1.959
2.000,0.041,1.958
2.000,0.041,1.958
2.000,0.040,1.957
2.000,0.039,1.956
2.000,0.038,1.955
2.000,0.037,1.954
2.000,0.035,1.952
2.000,0.033,1.950
2.000,0.030,1.947
2.000,0.027,1.945
2.000,0.025,1.942
2.000,0.021,1.938
2.000,0.018,1.935
2.000,0.014,1.931
2.000,0.010,1.927
2.000,0.006,1.923
2.000,0.001,1.918
2.000,-0.004,1.913
2.000,-0.009,1.908
2.000,-0.015,1.902
2.000,-0.020,1.897
2.000,-0.026,1.891
2.000,-0.033,1.884
2.000,-0.039,1.878
2.000,-0.046,1.871
2.000,-0.053,1.864
2.000,-0.060,1.856
2.000,-0.068,1.849
2.000,-0.076,1.841
2.000,-0.084,1.833
2.000,-0.092,1.824
2.000,-0.101,1.816
2.000,-0.110,1.807
2.000,-0.119,1.798
2.000,-0.128,1.788
2.000,-0.137,1.779
2.000,-0.147,1.769
2.000,-0.157,1.759
2.000,-0.167,1.749
2.000,-0.178,1.738
2.000,-0.189,1.727
2.000,-0.199,1.716
2.000,-0.211,1.705
2.000,-0.222,1.694
2.000,-0.233,1.682
2.000,-0.245,1.670
2.000,-0.257,1.658
2.000,-0.269,1.646
2.000,-0.282,1.633
2.000,-0.294,1.621
2.000,-0.307,1.608
2.000,-0.320,1.595
2.000,-0.333,1.582
2.000,-0.346,1.568
2.000,-0.360,1.555
2.000,-0.373,1.541
2.000,-0.387,1.527
2.000,-0.401,1.513
2.000,-0.415,1.499
2.000,-0.429,1.484
2.000,-0.444,1.470
2.000,-0.458,1.455
2.000,-0.473,1.440
2.000,-0.488,1.425
2.000,-0.503,1.410
2.000,-0.518,1.395
2.000,-0.533,1.379
2.000,-0.549,1.364
2.000,-0.564,1.348
2.000,-0.580,1.332
2.000,-0.595,1.316
2.000,-0.611,1.300
2.000,-0.627,1.284
2.000,-0.643,1.268
2.000,-0.659,1.252
2.000,-0.675,1.236
2.000,-0.691,1.219
2.000,-0.708,1.203
2.000,-0.724,1.186
2.000,-0.740,1.169
2.000,-0.757,1.153
2.000,-0.773,1.136
