"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,7.893E-9,2.000
2.000,-2.069E-8,2.000
2.000,-2.209E-7,2.000
2.000,-1.851E-6,2.000
2.000,-1.601E-5,2.000
2.000,-1.419E-4,2.000
2.000,-4.698E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.008,1.992
2.000,-0.010,1.990
2.000,-0.012,1.988
2.000,-0.014,1.986
2.000,-0.017,1.983
2.000,-0.019,1.981
2.000,-0.022,1.978
2.000,-0.025,1.975
2.000,-0.028,1.972
2.000,-0.031,1.968
2.000,-0.035,1.965
2.000,-0.039,1.961
2.000,-0.043,1.957
2.000,-0.047,1.953
2.000,-0.051,1.949
2.000,-0.055,1.944
2.000,-0.060,1.940
2.000,-0.065,1.935
2.000,-0.070,1.930
2.000,-0.075,1.925
2.000,-0.080,1.919
2.000,-0.086,1.914
2.000,-0.091,1.908
2.000,-0.097,1.902
2.000,-0.103,1.896
2.000,-0.109,1.890
2.000,-0.116,1.883
2.000,-0.122,1.877
2.000,-0.129,1.870
2.000,-0.136,1.863
2.000,-0.143,1.856
2.000,-0.150,1.849
2.000,-0.157,1.841
2.000,-0.165,1.834
2.000,-0.173,1.826
2.000,-0.180,1.818
2.000,-0.188,1.810
2.000,-0.196,1.802
2.000,-0.205,1.794
2.000,-0.213,1.785
2.000,-0.222,1.776
2.000,-0.231,1.768
2.000,-0.239,1.759
2.000,-0.248,1.750
2.000,-0.258,1.740
2.000,-0.267,1.731
2.000,-0.276,1.721
2.000,-0.286,1.712
2.000,-0.296,1.702
2.000,-0.305,1.692
2.000,-0.315,1.682
2.000,-0.325,1.672
2.000,-0.336,1.661
2.000,-0.346,1.651
2.000,-0.357,1.640
2.000,-0.367,1.630
2.000,-0.378,1.619
2.000,-0.389,1.608
2.000,-0.400,1.597
2.000,-0.411,1.585
2.000,-0.422,1.574
2.000,-0.433,1.563
2.000,-0.445,1.551
2.000,-0.456,1.540
2.000,-0.468,1.528
2.000,-0.479,1.516
2.000,-0.491,1.504
2.000,-0.503,1.492
2.000,-0.515,1.480
2.000,-0.527,1.468
2.000,-0.539,1.455
2.000,-0.551,1.443
2.000,-0.564,1.430
2.000,-0.576,1.418
2.000,-0.589,1.405
2.000,-0.601,1.392
2.000,-0.614,1.379
2.000,-0.627,1.367
2.000,-0.639,1.354
2.000,-0.652,1.341
2.000,-0.665,1.327
2.000,-0.678,1.314
2.000,-0.691,1.301
2.000,-0.704,1.288
2.000,-0.717,1.274
2.000,-0.731,1.261
2.000,-0.744,1.247
2.000,-0.757,1.234
2.000,-0.770,1.220
2.000,-0.784,1.207
2.000,-0.797,1.193
2.000,-0.811,1.179
2.000,-0.824,1.166
2.000,-0.838,1.152
2.000,-0.851,1.138
2.000,-0.865,1.124
2.000,-0.878,1.110
2.000,-0.892,1.097
2.000,-0.906,1.083
2.000,-0.919,1.069
2.000,-0.933,1.055
2.000,-0.947,1.041
2.000,-0.960,1.027
2.000,-0.974,1.013
2.000,-0.988,0.999
2.000,-1.001,0.985
2.000,-1.015,0.971
2.000,-1.029,0.957
2.000,-1.042,0.943
2.000,-1.056,0.929
2.000,-1.070,0.915
2.000,-1.083,0.901
2.000,-1.097,0.888
2.000,-1.110,0.874
2.000,-1.124,0.860
2.000,-1.137,0.846
2.000,-1.151,0.832
2.000,-1.164,0.818
2.000,-1.178,0.805
2.000,-1.191,0.791
2.000,-1.205,0.777
2.000,-1.218,0.763
2.000,-1.231,0.750
2.000,-1.244,0.736
2.000,-1.258,0.723
2.000,-1.271,0.709
2.000,-1.284,0.696
2.000,-1.297,0.683
2.000,-1.310,0.669
2.000,-1.323,0.656
2.000,-1.335,0.643
2.000,-1.348,0.630
2.000,-1.361,0.617
2.000,-1.374,0.604
2.000,-1.386,0.591
2.000,-1.399,0.578
2.000,-1.411,0.565
2.000,-1.423,0.553
2.000,-1.435,0.540
