"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-1.253E-8,2.000
2.000,-1.024E-7,2.000
2.000,-7.315E-7,2.000
2.000,-5.855E-6,2.000
2.000,-5.035E-5,2.000
2.000,-4.459E-4,2.000
2.000,-0.001,1.999
2.000,-0.003,1.997
2.000,-0.005,1.995
2.000,-0.008,1.992
2.000,-0.012,1.988
2.000,-0.016,1.984
2.000,-0.020,1.980
2.000,-0.025,1.975
2.000,-0.031,1.969
2.000,-0.037,1.962
2.000,-0.044,1.955
2.000,-0.052,1.948
2.000,-0.060,1.940
2.000,-0.069,1.931
2.000,-0.078,1.922
2.000,-0.087,1.912
2.000,-0.098,1.902
2.000,-0.109,1.891
2.000,-0.120,1.879
2.000,-0.132,1.867
2.000,-0.144,1.855
2.000,-0.157,1.842
2.000,-0.171,1.828
2.000,-0.184,1.814
2.000,-0.199,1.800
2.000,-0.214,1.785
2.000,-0.229,1.770
2.000,-0.245,1.754
2.000,-0.261,1.737
2.000,-0.278,1.720
2.000,-0.295,1.703
2.000,-0.312,1.686
2.000,-0.330,1.667
2.000,-0.349,1.649
2.000,-0.367,1.630
2.000,-0.387,1.611
2.000,-0.406,1.591
2.000,-0.426,1.571
2.000,-0.446,1.551
2.000,-0.467,1.530
2.000,-0.487,1.509
2.000,-0.508,1.488
2.000,-0.530,1.466
2.000,-0.552,1.444
2.000,-0.573,1.422
2.000,-0.596,1.400
2.000,-0.618,1.377
2.000,-0.641,1.354
2.000,-0.664,1.331
2.000,-0.687,1.308
2.000,-0.710,1.284
2.000,-0.733,1.260
2.000,-0.757,1.237
2.000,-0.781,1.213
2.000,-0.805,1.188
2.000,-0.829,1.164
2.000,-0.853,1.140
2.000,-0.877,1.115
2.000,-0.901,1.091
2.000,-0.925,1.066
2.000,-0.950,1.042
2.000,-0.974,1.017
2.000,-0.998,0.992
2.000,-1.023,0.968
2.000,-1.047,0.943
2.000,-1.071,0.918
2.000,-1.095,0.894
2.000,-1.120,0.869
2.000,-1.144,0.845
2.000,-1.168,0.821
2.000,-1.192,0.796
2.000,-1.215,0.772
2.000,-1.239,0.748
2.000,-1.262,0.724
2.000,-1.286,0.701
2.000,-1.309,0.677
2.000,-1.332,0.654
2.000,-1.355,0.631
2.000,-1.377,0.608
2.000,-1.399,0.585
2.000,-1.421,0.562
2.000,-1.443,0.540
2.000,-1.465,0.518
2.000,-1.486,0.497
2.000,-1.507,0.475
2.000,-1.528,0.454
2.000,-1.548,0.433
2.000,-1.568,0.413
2.000,-1.587,0.393
2.000,-1.607,0.373
2.000,-1.626,0.354
2.000,-1.644,0.335
2.000,-1.662,0.317
2.000,-1.680,0.298
2.000,-1.697,0.281
2.000,-1.714,0.263
2.000,-1.730,0.246
2.000,-1.746,0.230
2.000,-1.762,0.214
2.000,-1.777,0.198
2.000,-1.792,0.183
2.000,-1.806,0.169
2.000,-1.819,0.155
2.000,-1.832,0.141
2.000,-1.845,0.128
2.000,-1.857,0.116
2.000,-1.869,0.104
2.000,-1.880,0.092
2.000,-1.890,0.081
2.000,-1.900,0.071
2.000,-1.909,0.061
2.000,-1.918,0.052
2.000,-1.926,0.043
2.000,-1.934,0.035
2.000,-1.941,0.027
2.000,-1.948,0.020
2.000,-1.954,0.013
2.000,-1.959,0.008
2.000,-1.964,0.002
2.000,-1.968,-0.002
2.000,-1.972,-0.007
2.000,-1.975,-0.010
2.000,-1.978,-0.013
2.000,-1.979,-0.015
2.000,-1.981,-0.017
2.000,-1.981,-0.018
2.000,-1.981,-0.019
2.000,-1.981,-0.019
2.000,-1.980,-0.018
2.000,-1.978,-0.017
2.000,-1.976,-0.015
2.000,-1.973,-0.012
2.000,-1.969,-0.009
2.000,-1.965,-0.005
2.000,-1.960,-0.001
2.000,-1.955,0.004
2.000,-1.949,0.009
2.000,-1.943,0.015
2.000,-1.936,0.022
2.000,-1.928,0.029
2.000,-1.920,0.037
2.000,-1.911,0.045
2.000,-1.902,0.054
2.000,-1.892,0.063
2.000,-1.882,0.073
2.000,-1.871,0.084
2.000,-1.859,0.095
2.000,-1.847,0.107
2.000,-1.835,0.119
2.000,-1.822,0.131
2.000,-1.808,0.145
2.000,-1.794,0.158
2.000,-1.780,0.172
2.000,-1.765,0.187
2.000,-1.749,0.202
2.000,-1.733,0.218
2.000,-1.717,0.234
2.000,-1.700,0.250
2.000,-1.683,0.267
2.000,-1.665,0.285
2.000,-1.647,0.302
2.000,-1.629,0.321
2.000,-1.610,0.339
2.000,-1.590,0.358
2.000,-1.571,0.378
2.000,-1.551,0.397
2.000,-1.530,0.417
2.000,-1.510,0.438
2.000,-1.489,0.458
2.000,-1.468,0.479
2.000,-1.446,0.501
2.000,-1.424,0.522
2.000,-1.402,0.544
2.000,-1.380,0.566
2.000,-1.357,0.589
2.000,-1.334,0.611
2.000,-1.311,0.634
2.000,-1.288,0.657
2.000,-1.264,0.681
