"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,6.082E-9,2.000
2.000,-2.794E-8,2.000
2.000,-2.662E-7,2.000
2.000,-2.206E-6,2.000
2.000,-1.906E-5,2.000
2.000,-1.689E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.006,1.994
2.000,-0.008,1.992
2.000,-0.010,1.990
2.000,-0.012,1.988
2.000,-0.014,1.986
2.000,-0.017,1.983
2.000,-0.020,1.980
2.000,-0.023,1.977
2.000,-0.026,1.974
2.000,-0.030,1.970
2.000,-0.033,1.966
2.000,-0.037,1.962
2.000,-0.042,1.958
2.000,-0.046,1.954
2.000,-0.051,1.949
2.000,-0.055,1.944
2.000,-0.061,1.939
2.000,-0.066,1.934
2.000,-0.071,1.928
2.000,-0.077,1.923
2.000,-0.083,1.917
2.000,-0.089,1.911
2.000,-0.095,1.904
2.000,-0.102,1.898
2.000,-0.108,1.891
2.000,-0.115,1.884
2.000,-0.122,1.877
2.000,-0.130,1.869
2.000,-0.137,1.862
2.000,-0.145,1.854
2.000,-0.153,1.846
2.000,-0.161,1.838
2.000,-0.169,1.830
2.000,-0.178,1.821
2.000,-0.186,1.812
2.000,-0.195,1.803
2.000,-0.204,1.794
2.000,-0.213,1.785
2.000,-0.223,1.776
2.000,-0.232,1.766
2.000,-0.242,1.756
2.000,-0.252,1.746
2.000,-0.262,1.736
2.000,-0.272,1.726
2.000,-0.283,1.715
2.000,-0.293,1.704
2.000,-0.304,1.694
2.000,-0.315,1.683
2.000,-0.326,1.672
2.000,-0.337,1.660
2.000,-0.348,1.649
2.000,-0.360,1.637
2.000,-0.371,1.625
2.000,-0.383,1.614
2.000,-0.395,1.602
2.000,-0.407,1.589
2.000,-0.419,1.577
2.000,-0.431,1.565
2.000,-0.444,1.552
2.000,-0.456,1.539
2.000,-0.469,1.527
2.000,-0.482,1.514
2.000,-0.495,1.501
2.000,-0.508,1.487
2.000,-0.521,1.474
2.000,-0.534,1.461
2.000,-0.547,1.447
2.000,-0.561,1.434
2.000,-0.574,1.420
2.000,-0.588,1.406
2.000,-0.602,1.392
2.000,-0.615,1.378
2.000,-0.629,1.364
2.000,-0.643,1.350
2.000,-0.657,1.336
2.000,-0.671,1.321
2.000,-0.686,1.307
2.000,-0.700,1.292
2.000,-0.714,1.278
2.000,-0.729,1.263
2.000,-0.743,1.249
2.000,-0.758,1.234
2.000,-0.772,1.219
2.000,-0.787,1.204
2.000,-0.801,1.189
2.000,-0.816,1.174
2.000,-0.831,1.159
2.000,-0.846,1.144
2.000,-0.860,1.129
2.000,-0.875,1.114
2.000,-0.890,1.099
2.000,-0.905,1.084
2.000,-0.920,1.069
2.000,-0.935,1.054
2.000,-0.950,1.039
2.000,-0.965,1.023
2.000,-0.980,1.008
2.000,-0.994,0.993
2.000,-1.009,0.978
2.000,-1.024,0.962
2.000,-1.039,0.947
2.000,-1.054,0.932
2.000,-1.069,0.917
2.000,-1.084,0.902
2.000,-1.099,0.886
2.000,-1.114,0.871
2.000,-1.128,0.856
2.000,-1.143,0.841
2.000,-1.158,0.826
2.000,-1.173,0.811
2.000,-1.187,0.796
2.000,-1.202,0.781
2.000,-1.216,0.766
2.000,-1.231,0.751
2.000,-1.245,0.737
2.000,-1.260,0.722
2.000,-1.274,0.707
2.000,-1.288,0.693
2.000,-1.302,0.678
2.000,-1.317,0.664
2.000,-1.331,0.649
2.000,-1.345,0.635
2.000,-1.358,0.621
2.000,-1.372,0.606
2.000,-1.386,0.592
2.000,-1.400,0.578
2.000,-1.413,0.565
2.000,-1.426,0.551
2.000,-1.440,0.537
2.000,-1.453,0.523
2.000,-1.466,0.510
2.000,-1.479,0.497
2.000,-1.492,0.483
2.000,-1.505,0.470
2.000,-1.517,0.457
2.000,-1.530,0.444
2.000,-1.542,0.431
2.000,-1.555,0.419
2.000,-1.567,0.406
2.000,-1.579,0.394
2.000,-1.591,0.381
2.000,-1.602,0.369
2.000,-1.614,0.357
2.000,-1.625,0.345
2.000,-1.637,0.334
2.000,-1.648,0.322
2.000,-1.659,0.311
2.000,-1.670,0.299
2.000,-1.680,0.288
2.000,-1.691,0.277
2.000,-1.701,0.267
2.000,-1.711,0.256
2.000,-1.722,0.245
2.000,-1.731,0.235
2.000,-1.741,0.225
2.000,-1.751,0.215
2.000,-1.760,0.205
2.000,-1.769,0.196
2.000,-1.778,0.186
2.000,-1.787,0.177
2.000,-1.796,0.168
2.000,-1.804,0.159
2.000,-1.812,0.150
2.000,-1.820,0.142
2.000,-1.828,0.133
2.000,-1.836,0.125
2.000,-1.843,0.117
2.000,-1.851,0.110
2.000,-1.858,0.102
2.000,-1.865,0.095
2.000,-1.871,0.087
2.000,-1.878,0.081
2.000,-1.884,0.074
2.000,-1.890,0.067
2.000,-1.896,0.061
2.000,-1.902,0.055
2.000,-1.907,0.049
2.000,-1.912,0.043
2.000,-1.917,0.038
2.000,-1.922,0.032
2.000,-1.927,0.027
2.000,-1.931,0.023
2.000,-1.935,0.018
2.000,-1.939,0.014
2.000,-1.943,0.009
2.000,-1.947,0.005
2.000,-1.950,0.002
2.000,-1.953,-0.002
2.000,-1.956,-0.005
2.000,-1.958,-0.008
2.000,-1.961,-0.011
2.000,-1.963,-0.014
2.000,-1.965,-0.016
2.000,-1.967,-0.018
2.000,-1.968,-0.020
2.000,-1.969,-0.022
2.000,-1.970,-0.024
2.000,-1.971,-0.025
2.000,-1.972,-0.026
2.000,-1.972,-0.027
2.000,-1.972,-0.027
2.000,-1.972,-0.028
2.000,-1.972,-0.028
2.000,-1.971,-0.028
2.000,-1.971,-0.027
2.000,-1.970,-0.027
2.000,-1.968,-0.026
2.000,-1.967,-0.025
2.000,-1.965,-0.024
2.000,-1.963,-0.022
2.000,-1.961,-0.021
2.000,-1.959,-0.019
2.000,-1.956,-0.017
2.000,-1.954,-0.014
2.000,-1.951,-0.012
2.000,-1.947,-0.009
2.000,-1.944,-0.006
2.000,-1.940,-0.003
2.000,-1.936,0.001
2.000,-1.932,0.005
2.000,-1.928,0.008
2.000,-1.923,0.013
2.000,-1.919,0.017
2.000,-1.914,0.021
2.000,-1.908,0.026
2.000,-1.903,0.031
2.000,-1.897,0.036
2.000,-1.891,0.042
2.000,-1.885,0.048
2.000,-1.879,0.053
2.000,-1.873,0.059
2.000,-1.866,0.066
2.000,-1.859,0.072
2.000,-1.852,0.079
2.000,-1.845,0.086
2.000,-1.837,0.093
2.000,-1.830,0.100
2.000,-1.822,0.108
2.000,-1.814,0.115
2.000,-1.806,0.123
2.000,-1.797,0.131
2.000,-1.788,0.139
2.000,-1.780,0.148
2.000,-1.771,0.157
2.000,-1.761,0.165
2.000,-1.752,0.174
2.000,-1.743,0.183
2.000,-1.733,0.193
2.000,-1.723,0.202
2.000,-1.713,0.212
2.000,-1.703,0.222
2.000,-1.692,0.232
2.000,-1.682,0.242
2.000,-1.671,0.253
2.000,-1.660,0.263
2.000,-1.649,0.274
2.000,-1.638,0.285
2.000,-1.627,0.296
2.000,-1.615,0.307
2.000,-1.603,0.318
2.000,-1.592,0.330
2.000,-1.580,0.341
2.000,-1.568,0.353
2.000,-1.555,0.365
2.000,-1.543,0.377
2.000,-1.531,0.389
2.000,-1.518,0.401
2.000,-1.505,0.414
2.000,-1.492,0.426
2.000,-1.480,0.439
2.000,-1.466,0.452
2.000,-1.453,0.465
2.000,-1.440,0.478
2.000,-1.427,0.491
2.000,-1.413,0.504
2.000,-1.399,0.518
2.000,-1.386,0.531
2.000,-1.372,0.545
2.000,-1.358,0.558
2.000,-1.344,0.572
2.000,-1.330,0.586
2.000,-1.316,0.600
2.000,-1.301,0.614
2.000,-1.287,0.628
2.000,-1.273,0.642
2.000,-1.258,0.656
2.000,-1.244,0.670
2.000,-1.229,0.685
2.000,-1.215,0.699
2.000,-1.200,0.714
2.000,-1.185,0.728
2.000,-1.170,0.743
2.000,-1.155,0.758
2.000,-1.141,0.772
2.000,-1.126,0.787
2.000,-1.111,0.802
2.000,-1.096,0.817
2.000,-1.081,0.831
2.000,-1.065,0.846
2.000,-1.050,0.861
2.000,-1.035,0.876
2.000,-1.020,0.891
2.000,-1.005,0.906
2.000,-0.990,0.921
