"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,4.113E-9,2.000
2.000,-3.581E-8,2.000
2.000,-3.154E-7,2.000
2.000,-2.593E-6,2.000
2.000,-2.237E-5,2.000
2.000,-1.982E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.007,1.993
2.000,-0.009,1.991
2.000,-0.011,1.989
2.000,-0.014,1.986
2.000,-0.017,1.983
2.000,-0.020,1.980
2.000,-0.023,1.977
2.000,-0.027,1.973
2.000,-0.031,1.969
2.000,-0.035,1.965
2.000,-0.039,1.961
2.000,-0.044,1.956
2.000,-0.049,1.951
2.000,-0.054,1.946
2.000,-0.059,1.940
2.000,-0.065,1.935
2.000,-0.071,1.929
2.000,-0.077,1.923
2.000,-0.083,1.916
2.000,-0.090,1.909
2.000,-0.097,1.902
2.000,-0.104,1.895
2.000,-0.111,1.888
2.000,-0.119,1.880
2.000,-0.127,1.872
2.000,-0.135,1.864
2.000,-0.143,1.856
2.000,-0.152,1.847
2.000,-0.160,1.838
2.000,-0.169,1.829
2.000,-0.179,1.820
2.000,-0.188,1.811
2.000,-0.198,1.801
2.000,-0.207,1.791
2.000,-0.217,1.781
2.000,-0.228,1.771
2.000,-0.238,1.760
2.000,-0.249,1.749
2.000,-0.260,1.738
2.000,-0.271,1.727
2.000,-0.282,1.716
2.000,-0.293,1.704
2.000,-0.305,1.693
2.000,-0.317,1.681
2.000,-0.329,1.669
2.000,-0.341,1.656
2.000,-0.353,1.644
2.000,-0.366,1.631
2.000,-0.378,1.618
2.000,-0.391,1.605
2.000,-0.404,1.592
2.000,-0.417,1.579
2.000,-0.431,1.566
2.000,-0.444,1.552
2.000,-0.458,1.538
2.000,-0.471,1.524
2.000,-0.485,1.510
2.000,-0.499,1.496
2.000,-0.514,1.482
2.000,-0.528,1.467
2.000,-0.542,1.453
2.000,-0.557,1.438
2.000,-0.571,1.423
2.000,-0.586,1.408
2.000,-0.601,1.393
2.000,-0.616,1.378
2.000,-0.631,1.363
2.000,-0.646,1.347
2.000,-0.661,1.332
2.000,-0.677,1.316
2.000,-0.692,1.301
2.000,-0.708,1.285
2.000,-0.723,1.269
2.000,-0.739,1.253
2.000,-0.754,1.238
2.000,-0.770,1.222
2.000,-0.786,1.205
2.000,-0.802,1.189
2.000,-0.818,1.173
2.000,-0.834,1.157
2.000,-0.850,1.141
2.000,-0.866,1.124
2.000,-0.882,1.108
2.000,-0.898,1.092
2.000,-0.914,1.075
2.000,-0.930,1.059
2.000,-0.947,1.042
2.000,-0.963,1.026
2.000,-0.979,1.009
2.000,-0.995,0.993
2.000,-1.011,0.976
2.000,-1.027,0.960
2.000,-1.044,0.943
2.000,-1.060,0.927
2.000,-1.076,0.911
2.000,-1.092,0.894
2.000,-1.108,0.878
2.000,-1.124,0.861
2.000,-1.140,0.845
2.000,-1.156,0.829
2.000,-1.172,0.812
2.000,-1.188,0.796
2.000,-1.204,0.780
2.000,-1.220,0.764
2.000,-1.235,0.748
2.000,-1.251,0.732
2.000,-1.266,0.716
2.000,-1.282,0.700
2.000,-1.297,0.684
2.000,-1.313,0.669
2.000,-1.328,0.653
2.000,-1.343,0.638
2.000,-1.358,0.622
2.000,-1.373,0.607
2.000,-1.388,0.592
2.000,-1.403,0.576
2.000,-1.417,0.561
2.000,-1.432,0.547
2.000,-1.446,0.532
2.000,-1.460,0.517
2.000,-1.475,0.503
2.000,-1.489,0.488
2.000,-1.502,0.474
2.000,-1.516,0.460
2.000,-1.530,0.446
2.000,-1.543,0.432
2.000,-1.557,0.418
2.000,-1.570,0.405
2.000,-1.583,0.391
2.000,-1.596,0.378
2.000,-1.608,0.365
2.000,-1.621,0.352
2.000,-1.633,0.339
2.000,-1.645,0.327
2.000,-1.657,0.314
2.000,-1.669,0.302
2.000,-1.681,0.290
2.000,-1.692,0.278
2.000,-1.703,0.266
2.000,-1.714,0.255
2.000,-1.725,0.244
2.000,-1.736,0.233
2.000,-1.746,0.222
2.000,-1.757,0.211
2.000,-1.767,0.200
2.000,-1.776,0.190
2.000,-1.786,0.180
2.000,-1.795,0.170
2.000,-1.805,0.161
2.000,-1.814,0.151
2.000,-1.822,0.142
2.000,-1.831,0.133
2.000,-1.839,0.124
2.000,-1.847,0.116
2.000,-1.855,0.107
2.000,-1.863,0.099
2.000,-1.870,0.092
2.000,-1.877,0.084
2.000,-1.884,0.077
2.000,-1.891,0.070
2.000,-1.897,0.063
2.000,-1.903,0.056
2.000,-1.909,0.050
2.000,-1.915,0.044
2.000,-1.920,0.038
2.000,-1.925,0.032
2.000,-1.930,0.027
2.000,-1.935,0.022
2.000,-1.939,0.017
2.000,-1.943,0.012
2.000,-1.947,0.008
2.000,-1.951,0.004
2.000,-1.954,-1.347E-4
2.000,-1.957,-0.004
2.000,-1.960,-0.007
2.000,-1.963,-0.010
2.000,-1.965,-0.013
2.000,-1.967,-0.015
2.000,-1.969,-0.018
2.000,-1.971,-0.020
2.000,-1.972,-0.021
2.000,-1.973,-0.023
2.000,-1.974,-0.024
2.000,-1.974,-0.025
2.000,-1.974,-0.025
2.000,-1.974,-0.026
2.000,-1.974,-0.026
2.000,-1.973,-0.026
2.000,-1.972,-0.025
2.000,-1.971,-0.025
2.000,-1.970,-0.024
