"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-5.338E-9,2.000
2.000,-7.361E-8,2.000
2.000,-5.518E-7,2.000
2.000,-4.446E-6,2.000
2.000,-3.826E-5,2.000
2.000,-3.389E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.004,1.996
2.000,-0.006,1.994
2.000,-0.009,1.991
2.000,-0.012,1.988
2.000,-0.015,1.985
2.000,-0.019,1.981
2.000,-0.024,1.976
2.000,-0.029,1.971
2.000,-0.034,1.966
2.000,-0.040,1.960
2.000,-0.046,1.954
2.000,-0.052,1.947
2.000,-0.059,1.940
2.000,-0.067,1.933
2.000,-0.075,1.925
2.000,-0.083,1.917
2.000,-0.092,1.908
2.000,-0.101,1.899
2.000,-0.110,1.889
2.000,-0.120,1.879
2.000,-0.131,1.869
2.000,-0.141,1.858
2.000,-0.152,1.847
2.000,-0.164,1.835
2.000,-0.176,1.823
2.000,-0.188,1.811
2.000,-0.201,1.798
2.000,-0.214,1.785
2.000,-0.227,1.772
2.000,-0.241,1.758
2.000,-0.255,1.744
2.000,-0.269,1.729
2.000,-0.284,1.714
2.000,-0.299,1.699
2.000,-0.314,1.684
2.000,-0.330,1.668
2.000,-0.346,1.652
2.000,-0.362,1.635
2.000,-0.379,1.619
2.000,-0.395,1.602
2.000,-0.412,1.584
2.000,-0.430,1.567
2.000,-0.447,1.549
2.000,-0.465,1.531
2.000,-0.483,1.513
2.000,-0.502,1.494
2.000,-0.520,1.476
2.000,-0.539,1.457
2.000,-0.558,1.437
2.000,-0.577,1.418
2.000,-0.597,1.398
2.000,-0.616,1.379
2.000,-0.636,1.359
2.000,-0.656,1.339
2.000,-0.676,1.318
2.000,-0.696,1.298
2.000,-0.716,1.277
2.000,-0.737,1.257
2.000,-0.757,1.236
2.000,-0.778,1.215
2.000,-0.799,1.194
2.000,-0.820,1.173
2.000,-0.841,1.152
2.000,-0.862,1.130
2.000,-0.883,1.109
2.000,-0.904,1.088
2.000,-0.925,1.066
2.000,-0.946,1.045
2.000,-0.967,1.023
2.000,-0.988,1.002
2.000,-1.010,0.980
2.000,-1.031,0.959
2.000,-1.052,0.937
2.000,-1.073,0.916
2.000,-1.094,0.894
2.000,-1.115,0.873
2.000,-1.136,0.851
2.000,-1.157,0.830
2.000,-1.178,0.809
2.000,-1.199,0.788
2.000,-1.220,0.767
2.000,-1.240,0.746
2.000,-1.261,0.725
2.000,-1.281,0.704
2.000,-1.301,0.684
2.000,-1.321,0.663
2.000,-1.341,0.643
2.000,-1.361,0.623
2.000,-1.380,0.603
2.000,-1.400,0.583
2.000,-1.419,0.563
2.000,-1.438,0.544
2.000,-1.457,0.525
2.000,-1.475,0.506
2.000,-1.494,0.487
2.000,-1.512,0.468
2.000,-1.530,0.450
2.000,-1.547,0.432
2.000,-1.565,0.414
2.000,-1.582,0.397
2.000,-1.599,0.379
2.000,-1.615,0.362
2.000,-1.632,0.346
2.000,-1.648,0.329
2.000,-1.663,0.313
2.000,-1.679,0.297
2.000,-1.694,0.282
2.000,-1.708,0.267
2.000,-1.723,0.252
2.000,-1.737,0.237
2.000,-1.751,0.223
2.000,-1.764,0.209
2.000,-1.777,0.196
2.000,-1.790,0.183
2.000,-1.802,0.170
2.000,-1.814,0.157
2.000,-1.826,0.145
2.000,-1.837,0.134
2.000,-1.847,0.123
2.000,-1.858,0.112
2.000,-1.868,0.101
2.000,-1.877,0.091
2.000,-1.887,0.082
2.000,-1.895,0.072
2.000,-1.904,0.063
2.000,-1.912,0.055
2.000,-1.919,0.047
2.000,-1.926,0.040
2.000,-1.933,0.032
2.000,-1.939,0.026
2.000,-1.945,0.020
2.000,-1.950,0.014
2.000,-1.955,0.008
2.000,-1.959,0.003
2.000,-1.963,-0.001
2.000,-1.967,-0.005
