"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,1.545E-8,2.000
2.000,9.548E-9,2.000
2.000,-3.182E-8,2.000
2.000,-3.687E-7,2.000
2.000,-3.294E-6,2.000
2.000,-2.930E-5,2.000
2.000,-9.706E-5,2.000
2.000,-2.042E-4,2.000
2.000,-3.507E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.002,1.998
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.007,1.993
2.000,-0.007,1.993
2.000,-0.008,1.992
2.000,-0.009,1.991
2.000,-0.010,1.990
2.000,-0.011,1.989
2.000,-0.012,1.988
2.000,-0.012,1.987
2.000,-0.013,1.986
2.000,-0.015,1.985
2.000,-0.016,1.984
2.000,-0.017,1.983
2.000,-0.018,1.982
2.000,-0.019,1.981
2.000,-0.020,1.980
2.000,-0.022,1.978
2.000,-0.023,1.977
2.000,-0.024,1.976
2.000,-0.026,1.974
2.000,-0.027,1.973
2.000,-0.029,1.971
2.000,-0.030,1.970
2.000,-0.032,1.968
2.000,-0.033,1.967
2.000,-0.035,1.965
2.000,-0.037,1.963
2.000,-0.038,1.962
2.000,-0.040,1.960
2.000,-0.042,1.958
2.000,-0.044,1.956
2.000,-0.045,1.954
2.000,-0.047,1.952
2.000,-0.049,1.950
2.000,-0.051,1.948
2.000,-0.053,1.946
2.000,-0.055,1.944
2.000,-0.057,1.942
2.000,-0.059,1.940
2.000,-0.061,1.938
2.000,-0.064,1.936
2.000,-0.066,1.934
2.000,-0.068,1.931
2.000,-0.070,1.929
2.000,-0.073,1.927
2.000,-0.075,1.924
2.000,-0.078,1.922
2.000,-0.080,1.919
2.000,-0.082,1.917
2.000,-0.085,1.914
2.000,-0.087,1.912
2.000,-0.090,1.909
2.000,-0.093,1.906
2.000,-0.095,1.904
2.000,-0.098,1.901
2.000,-0.101,1.898
2.000,-0.103,1.896
2.000,-0.106,1.893
2.000,-0.109,1.890
2.000,-0.112,1.887
2.000,-0.115,1.884
2.000,-0.118,1.881
2.000,-0.121,1.878
2.000,-0.124,1.875
2.000,-0.127,1.872
2.000,-0.130,1.869
2.000,-0.133,1.866
2.000,-0.136,1.863
2.000,-0.139,1.859
2.000,-0.142,1.856
2.000,-0.146,1.853
2.000,-0.149,1.849
2.000,-0.152,1.846
2.000,-0.156,1.843
2.000,-0.159,1.839
2.000,-0.162,1.836
2.000,-0.166,1.832
2.000,-0.169,1.829
2.000,-0.173,1.825
2.000,-0.176,1.822
2.000,-0.180,1.818
2.000,-0.183,1.814
2.000,-0.187,1.811
2.000,-0.191,1.807
2.000,-0.194,1.803
2.000,-0.198,1.800
2.000,-0.202,1.796
2.000,-0.206,1.792
2.000,-0.209,1.788
2.000,-0.213,1.784
2.000,-0.217,1.780
2.000,-0.221,1.776
2.000,-0.225,1.772
2.000,-0.229,1.768
2.000,-0.233,1.764
2.000,-0.237,1.760
2.000,-0.241,1.756
2.000,-0.245,1.752
2.000,-0.249,1.748
2.000,-0.253,1.743
2.000,-0.257,1.739
2.000,-0.262,1.735
2.000,-0.266,1.731
2.000,-0.270,1.726
2.000,-0.274,1.722
2.000,-0.279,1.717
2.000,-0.283,1.713
2.000,-0.287,1.709
2.000,-0.292,1.704
2.000,-0.296,1.700
2.000,-0.301,1.695
2.000,-0.305,1.691
2.000,-0.310,1.686
2.000,-0.314,1.681
2.000,-0.319,1.677
2.000,-0.323,1.672
2.000,-0.328,1.667
2.000,-0.333,1.663
2.000,-0.337,1.658
2.000,-0.342,1.653
2.000,-0.347,1.648
2.000,-0.351,1.643
2.000,-0.356,1.639
2.000,-0.361,1.634
2.000,-0.366,1.629
2.000,-0.371,1.624
2.000,-0.375,1.619
2.000,-0.380,1.614
2.000,-0.385,1.609
2.000,-0.390,1.604
2.000,-0.395,1.599
2.000,-0.400,1.594
2.000,-0.405,1.589
2.000,-0.410,1.583
2.000,-0.415,1.578
2.000,-0.420,1.573
2.000,-0.425,1.568
2.000,-0.430,1.563
2.000,-0.435,1.557
2.000,-0.441,1.552
2.000,-0.446,1.547
2.000,-0.451,1.541
2.000,-0.456,1.536
2.000,-0.461,1.531
2.000,-0.467,1.525
