"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,1.238E-8,2.000
2.000,-2.737E-9,2.000
2.000,-1.086E-7,2.000
2.000,-9.710E-7,2.000
2.000,-8.460E-6,2.000
2.000,-7.504E-5,2.000
2.000,-2.485E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.008,1.992
2.000,-0.009,1.991
2.000,-0.010,1.990
2.000,-0.012,1.988
2.000,-0.013,1.987
2.000,-0.015,1.985
2.000,-0.017,1.983
2.000,-0.019,1.981
2.000,-0.021,1.979
2.000,-0.023,1.977
2.000,-0.025,1.975
2.000,-0.027,1.973
2.000,-0.029,1.970
2.000,-0.032,1.968
2.000,-0.034,1.965
2.000,-0.037,1.963
2.000,-0.040,1.960
2.000,-0.043,1.957
2.000,-0.046,1.954
2.000,-0.049,1.951
2.000,-0.052,1.948
2.000,-0.055,1.945
2.000,-0.058,1.941
2.000,-0.062,1.938
2.000,-0.065,1.934
2.000,-0.069,1.931
2.000,-0.073,1.927
2.000,-0.076,1.923
2.000,-0.080,1.919
2.000,-0.084,1.915
2.000,-0.088,1.911
2.000,-0.093,1.907
2.000,-0.097,1.902
2.000,-0.101,1.898
2.000,-0.106,1.894
2.000,-0.110,1.889
2.000,-0.115,1.884
2.000,-0.119,1.880
2.000,-0.124,1.875
2.000,-0.129,1.870
2.000,-0.134,1.865
2.000,-0.139,1.860
2.000,-0.144,1.854
2.000,-0.150,1.849
2.000,-0.155,1.844
2.000,-0.160,1.838
2.000,-0.166,1.833
2.000,-0.171,1.827
2.000,-0.177,1.822
2.000,-0.183,1.816
2.000,-0.188,1.810
2.000,-0.194,1.804
2.000,-0.200,1.798
2.000,-0.206,1.792
2.000,-0.213,1.785
2.000,-0.219,1.779
2.000,-0.225,1.773
2.000,-0.231,1.766
