"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-6.697E-9,2.000
2.000,-7.905E-8,2.000
2.000,-5.858E-7,2.000
2.000,-4.712E-6,2.000
2.000,-4.055E-5,2.000
2.000,-3.591E-4,2.000
2.000,-0.001,1.999
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.007,1.993
2.000,-0.009,1.991
2.000,-0.013,1.987
2.000,-0.016,1.984
2.000,-0.020,1.979
2.000,-0.025,1.975
2.000,-0.030,1.970
2.000,-0.036,1.964
2.000,-0.042,1.958
2.000,-0.048,1.951
2.000,-0.055,1.944
2.000,-0.063,1.937
2.000,-0.071,1.929
2.000,-0.079,1.921
2.000,-0.088,1.912
2.000,-0.097,1.902
2.000,-0.107,1.893
2.000,-0.117,1.883
2.000,-0.127,1.872
2.000,-0.138,1.861
2.000,-0.149,1.850
2.000,-0.161,1.838
2.000,-0.173,1.826
2.000,-0.186,1.813
2.000,-0.199,1.800
2.000,-0.212,1.787
2.000,-0.226,1.773
2.000,-0.240,1.759
2.000,-0.254,1.744
2.000,-0.269,1.729
2.000,-0.284,1.714
2.000,-0.300,1.698
2.000,-0.316,1.682
2.000,-0.332,1.666
2.000,-0.348,1.649
2.000,-0.365,1.632
2.000,-0.382,1.615
2.000,-0.399,1.598
2.000,-0.417,1.580
2.000,-0.435,1.562
2.000,-0.453,1.543
2.000,-0.472,1.525
2.000,-0.491,1.506
2.000,-0.509,1.487
2.000,-0.529,1.467
2.000,-0.548,1.447
2.000,-0.568,1.428
2.000,-0.588,1.408
2.000,-0.608,1.387
2.000,-0.628,1.367
2.000,-0.648,1.346
2.000,-0.669,1.325
2.000,-0.690,1.304
2.000,-0.710,1.283
