"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,1.986E-9,2.000
2.000,-4.432E-8,2.000
2.000,-3.686E-7,2.000
2.000,-3.009E-6,2.000
2.000,-2.594E-5,2.000
2.000,-2.298E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.006,1.994
2.000,-0.008,1.992
2.000,-0.010,1.990
2.000,-0.013,1.987
2.000,-0.016,1.984
2.000,-0.019,1.981
2.000,-0.023,1.977
2.000,-0.027,1.973
2.000,-0.031,1.969
2.000,-0.036,1.964
2.000,-0.040,1.959
2.000,-0.045,1.954
2.000,-0.051,1.949
2.000,-0.056,1.943
2.000,-0.062,1.937
2.000,-0.069,1.931
2.000,-0.075,1.924
2.000,-0.082,1.917
2.000,-0.089,1.910
2.000,-0.097,1.903
2.000,-0.104,1.895
2.000,-0.112,1.887
2.000,-0.120,1.879
2.000,-0.129,1.870
2.000,-0.138,1.862
2.000,-0.147,1.852
2.000,-0.156,1.843
2.000,-0.165,1.833
2.000,-0.175,1.824
2.000,-0.185,1.813
2.000,-0.196,1.803
2.000,-0.206,1.792
2.000,-0.217,1.782
2.000,-0.228,1.770
2.000,-0.239,1.759
2.000,-0.251,1.747
2.000,-0.262,1.736
2.000,-0.274,1.724
2.000,-0.287,1.711
2.000,-0.299,1.699
2.000,-0.312,1.686
2.000,-0.324,1.673
2.000,-0.337,1.660
2.000,-0.351,1.647
2.000,-0.364,1.633
2.000,-0.378,1.619
2.000,-0.392,1.605
2.000,-0.406,1.591
2.000,-0.420,1.577
2.000,-0.434,1.562
2.000,-0.449,1.548
2.000,-0.463,1.533
2.000,-0.478,1.518
2.000,-0.493,1.502
2.000,-0.508,1.487
2.000,-0.524,1.472
2.000,-0.539,1.456
2.000,-0.555,1.440
2.000,-0.571,1.424
2.000,-0.586,1.408
2.000,-0.602,1.392
2.000,-0.619,1.376
2.000,-0.635,1.359
2.000,-0.651,1.343
2.000,-0.668,1.326
2.000,-0.684,1.309
2.000,-0.701,1.292
2.000,-0.718,1.275
2.000,-0.734,1.258
2.000,-0.751,1.241
2.000,-0.768,1.224
2.000,-0.785,1.207
2.000,-0.802,1.189
2.000,-0.820,1.172
2.000,-0.837,1.154
2.000,-0.854,1.137
2.000,-0.871,1.119
2.000,-0.889,1.102
2.000,-0.906,1.084
2.000,-0.923,1.066
2.000,-0.941,1.049
2.000,-0.958,1.031
2.000,-0.976,1.013
2.000,-0.993,0.995
2.000,-1.011,0.978
2.000,-1.028,0.960
2.000,-1.045,0.942
2.000,-1.063,0.925
2.000,-1.080,0.907
2.000,-1.098,0.889
2.000,-1.115,0.872
2.000,-1.132,0.854
2.000,-1.149,0.836
2.000,-1.167,0.819
2.000,-1.184,0.801
2.000,-1.201,0.784
2.000,-1.218,0.767
2.000,-1.235,0.749
2.000,-1.252,0.732
2.000,-1.268,0.715
2.000,-1.285,0.698
2.000,-1.302,0.681
2.000,-1.318,0.664
2.000,-1.334,0.647
2.000,-1.351,0.631
2.000,-1.367,0.614
2.000,-1.383,0.598
2.000,-1.399,0.581
2.000,-1.415,0.565
2.000,-1.430,0.549
2.000,-1.446,0.533
2.000,-1.461,0.517
2.000,-1.477,0.502
2.000,-1.492,0.486
2.000,-1.507,0.471
2.000,-1.521,0.456
2.000,-1.536,0.441
2.000,-1.550,0.426
2.000,-1.565,0.411
2.000,-1.579,0.397
2.000,-1.593,0.383
2.000,-1.606,0.368
2.000,-1.620,0.354
2.000,-1.633,0.341
2.000,-1.646,0.327
2.000,-1.659,0.314
2.000,-1.672,0.301
2.000,-1.684,0.288
2.000,-1.697,0.275
2.000,-1.709,0.263
2.000,-1.720,0.250
2.000,-1.732,0.238
2.000,-1.743,0.226
2.000,-1.754,0.215
2.000,-1.765,0.204
2.000,-1.776,0.192
2.000,-1.786,0.182
2.000,-1.797,0.171
2.000,-1.806,0.161
2.000,-1.816,0.151
2.000,-1.825,0.141
2.000,-1.835,0.131
2.000,-1.843,0.122
2.000,-1.852,0.113
2.000,-1.860,0.104
2.000,-1.868,0.096
2.000,-1.876,0.087
2.000,-1.884,0.079
2.000,-1.891,0.072
2.000,-1.898,0.064
2.000,-1.904,0.057
2.000,-1.911,0.050
2.000,-1.917,0.044
2.000,-1.923,0.038
2.000,-1.928,0.032
2.000,-1.933,0.026
2.000,-1.938,0.021
2.000,-1.943,0.015
2.000,-1.947,0.011
2.000,-1.951,0.006
2.000,-1.955,0.002
2.000,-1.958,-0.002
2.000,-1.961,-0.005
2.000,-1.964,-0.009
2.000,-1.967,-0.012
2.000,-1.969,-0.014
2.000,-1.971,-0.017
2.000,-1.972,-0.019
2.000,-1.974,-0.020
2.000,-1.975,-0.022
2.000,-1.975,-0.023
2.000,-1.976,-0.024
2.000,-1.976,-0.024
2.000,-1.975,-0.024
2.000,-1.975,-0.024
2.000,-1.974,-0.024
2.000,-1.973,-0.023
2.000,-1.971,-0.022
2.000,-1.969,-0.021
2.000,-1.967,-0.019
2.000,-1.965,-0.017
2.000,-1.962,-0.015
2.000,-1.959,-0.012
2.000,-1.956,-0.009
2.000,-1.952,-0.006
2.000,-1.948,-0.002
2.000,-1.944,0.001
2.000,-1.939,0.005
2.000,-1.935,0.010
2.000,-1.929,0.015
2.000,-1.924,0.020
2.000,-1.918,0.025
2.000,-1.912,0.031
2.000,-1.906,0.036
2.000,-1.899,0.043
2.000,-1.892,0.049
2.000,-1.885,0.056
2.000,-1.878,0.063
2.000,-1.870,0.070
2.000,-1.862,0.078
2.000,-1.854,0.086
2.000,-1.845,0.094
2.000,-1.836,0.102
2.000,-1.827,0.111
2.000,-1.818,0.120
2.000,-1.808,0.129
2.000,-1.798,0.139
2.000,-1.788,0.149
2.000,-1.778,0.159
2.000,-1.767,0.169
2.000,-1.756,0.179
2.000,-1.745,0.190
2.000,-1.734,0.201
2.000,-1.722,0.212
2.000,-1.711,0.224
2.000,-1.698,0.236
2.000,-1.686,0.247
2.000,-1.674,0.260
2.000,-1.661,0.272
2.000,-1.648,0.285
2.000,-1.635,0.297
2.000,-1.622,0.310
2.000,-1.608,0.324
2.000,-1.594,0.337
2.000,-1.580,0.351
2.000,-1.566,0.365
2.000,-1.552,0.379
2.000,-1.537,0.393
2.000,-1.523,0.407
2.000,-1.508,0.422
2.000,-1.493,0.436
2.000,-1.478,0.451
2.000,-1.463,0.466
2.000,-1.447,0.482
2.000,-1.431,0.497
2.000,-1.416,0.512
2.000,-1.400,0.528
2.000,-1.384,0.544
2.000,-1.368,0.560
2.000,-1.351,0.576
2.000,-1.335,0.592
2.000,-1.318,0.608
2.000,-1.302,0.625
2.000,-1.285,0.641
2.000,-1.268,0.658
2.000,-1.251,0.674
2.000,-1.234,0.691
2.000,-1.217,0.708
2.000,-1.200,0.725
2.000,-1.183,0.742
2.000,-1.166,0.759
2.000,-1.148,0.776
2.000,-1.131,0.793
2.000,-1.113,0.811
2.000,-1.096,0.828
2.000,-1.078,0.845
2.000,-1.061,0.863
2.000,-1.043,0.880
2.000,-1.026,0.898
2.000,-1.008,0.915
2.000,-0.990,0.933
2.000,-0.973,0.950
2.000,-0.955,0.968
2.000,-0.937,0.985
2.000,-0.920,1.003
2.000,-0.902,1.020
2.000,-0.884,1.038
2.000,-0.867,1.055
2.000,-0.849,1.073
2.000,-0.832,1.090
2.000,-0.814,1.107
2.000,-0.797,1.125
2.000,-0.779,1.142
2.000,-0.762,1.159
2.000,-0.745,1.176
2.000,-0.728,1.193
2.000,-0.710,1.210
2.000,-0.693,1.227
2.000,-0.676,1.244
2.000,-0.660,1.261
2.000,-0.643,1.278
2.000,-0.626,1.294
2.000,-0.610,1.311
2.000,-0.593,1.327
2.000,-0.577,1.343
2.000,-0.561,1.360
2.000,-0.544,1.376
2.000,-0.528,1.392
2.000,-0.513,1.407
2.000,-0.497,1.423
2.000,-0.481,1.438
2.000,-0.466,1.454
2.000,-0.451,1.469
2.000,-0.436,1.484
2.000,-0.421,1.499
2.000,-0.406,1.514
2.000,-0.391,1.528
2.000,-0.377,1.543
2.000,-0.363,1.557
2.000,-0.349,1.571
2.000,-0.335,1.585
2.000,-0.321,1.598
2.000,-0.308,1.612
2.000,-0.295,1.625
2.000,-0.282,1.638
2.000,-0.269,1.651
2.000,-0.256,1.663
2.000,-0.244,1.676
2.000,-0.232,1.688
2.000,-0.220,1.700
2.000,-0.208,1.712
2.000,-0.196,1.723
2.000,-0.185,1.734
2.000,-0.174,1.745
2.000,-0.163,1.756
2.000,-0.153,1.767
2.000,-0.143,1.777
2.000,-0.133,1.787
2.000,-0.123,1.797
2.000,-0.113,1.806
2.000,-0.104,1.815
2.000,-0.095,1.824
2.000,-0.086,1.833
2.000,-0.078,1.842
2.000,-0.070,1.850
2.000,-0.062,1.858
2.000,-0.054,1.865
2.000,-0.047,1.873
2.000,-0.040,1.880
2.000,-0.033,1.886
2.000,-0.027,1.893
2.000,-0.021,1.899
2.000,-0.015,1.905
2.000,-0.009,1.911
2.000,-0.004,1.916
2.000,0.001,1.921
2.000,0.006,1.926
2.000,0.010,1.930
2.000,0.014,1.934
2.000,0.018,1.938
2.000,0.022,1.942
2.000,0.025,1.945
2.000,0.028,1.948
2.000,0.030,1.950
2.000,0.033,1.953
2.000,0.035,1.955
2.000,0.036,1.956
2.000,0.038,1.958
2.000,0.039,1.959
2.000,0.039,1.959
2.000,0.040,1.960
2.000,0.040,1.960
2.000,0.040,1.960
2.000,0.039,1.959
2.000,0.039,1.959
2.000,0.037,1.957
2.000,0.036,1.956
2.000,0.034,1.954
2.000,0.032,1.952
2.000,0.030,1.950
2.000,0.027,1.947
2.000,0.024,1.944
2.000,0.021,1.941
2.000,0.018,1.938
2.000,0.014,1.934
2.000,0.010,1.929
2.000,0.005,1.925
2.000,2.970E-4,1.920
2.000,-0.005,1.915
2.000,-0.010,1.910
2.000,-0.016,1.904
2.000,-0.022,1.898
2.000,-0.028,1.892
2.000,-0.034,1.885
2.000,-0.041,1.879
2.000,-0.048,1.871
2.000,-0.056,1.864
2.000,-0.063,1.856
2.000,-0.071,1.848
2.000,-0.079,1.840
2.000,-0.088,1.832
2.000,-0.096,1.823
2.000,-0.105,1.814
2.000,-0.115,1.805
2.000,-0.124,1.795
2.000,-0.134,1.785
2.000,-0.144,1.775
2.000,-0.154,1.765
2.000,-0.165,1.754
