"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-1.499E-9,2.000
2.000,-5.826E-8,2.000
2.000,-4.558E-7,2.000
2.000,-3.693E-6,2.000
2.000,-3.180E-5,2.000
2.000,-2.817E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.005,1.995
2.000,-0.007,1.993
2.000,-0.010,1.990
2.000,-0.013,1.987
2.000,-0.016,1.984
2.000,-0.020,1.980
2.000,-0.024,1.976
2.000,-0.028,1.972
2.000,-0.033,1.967
2.000,-0.038,1.962
2.000,-0.044,1.956
2.000,-0.049,1.950
2.000,-0.056,1.944
2.000,-0.062,1.938
2.000,-0.069,1.931
2.000,-0.076,1.923
2.000,-0.084,1.916
2.000,-0.092,1.908
2.000,-0.100,1.899
2.000,-0.109,1.890
2.000,-0.118,1.881
2.000,-0.127,1.872
2.000,-0.137,1.862
2.000,-0.147,1.852
2.000,-0.157,1.842
2.000,-0.168,1.831
2.000,-0.179,1.820
2.000,-0.190,1.809
2.000,-0.201,1.797
2.000,-0.213,1.785
2.000,-0.225,1.773
2.000,-0.238,1.760
2.000,-0.251,1.748
2.000,-0.264,1.735
2.000,-0.277,1.721
2.000,-0.290,1.707
2.000,-0.304,1.694
2.000,-0.318,1.679
2.000,-0.333,1.665
2.000,-0.347,1.650
2.000,-0.362,1.635
2.000,-0.377,1.620
2.000,-0.392,1.605
2.000,-0.408,1.589
2.000,-0.424,1.573
2.000,-0.440,1.557
2.000,-0.456,1.540
2.000,-0.472,1.524
2.000,-0.489,1.507
2.000,-0.506,1.490
2.000,-0.523,1.473
2.000,-0.540,1.456
2.000,-0.557,1.438
2.000,-0.574,1.421
2.000,-0.592,1.403
2.000,-0.610,1.385
2.000,-0.628,1.367
2.000,-0.646,1.348
2.000,-0.664,1.330
2.000,-0.682,1.311
2.000,-0.701,1.293
2.000,-0.719,1.274
2.000,-0.738,1.255
2.000,-0.757,1.236
2.000,-0.776,1.217
2.000,-0.794,1.198
2.000,-0.813,1.179
2.000,-0.832,1.159
2.000,-0.852,1.140
2.000,-0.871,1.120
2.000,-0.890,1.101
2.000,-0.909,1.081
2.000,-0.928,1.062
2.000,-0.948,1.042
2.000,-0.967,1.023
2.000,-0.986,1.003
2.000,-1.006,0.983
2.000,-1.025,0.964
2.000,-1.044,0.944
2.000,-1.064,0.925
2.000,-1.083,0.905
2.000,-1.102,0.885
2.000,-1.121,0.866
2.000,-1.140,0.846
2.000,-1.159,0.827
2.000,-1.178,0.808
2.000,-1.197,0.788
2.000,-1.216,0.769
2.000,-1.235,0.750
2.000,-1.254,0.731
2.000,-1.272,0.712
2.000,-1.291,0.693
2.000,-1.309,0.675
2.000,-1.327,0.656
2.000,-1.345,0.637
