"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,1.410E-8,2.000
2.000,4.115E-9,2.000
2.000,-6.579E-8,2.000
2.000,-6.351E-7,2.000
2.000,-5.579E-6,2.000
2.000,-4.953E-5,2.000
2.000,-1.640E-4,2.000
2.000,-3.451E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.007,1.993
2.000,-0.008,1.992
2.000,-0.009,1.991
2.000,-0.010,1.990
2.000,-0.011,1.989
2.000,-0.012,1.988
2.000,-0.014,1.986
2.000,-0.015,1.985
2.000,-0.016,1.984
2.000,-0.018,1.982
2.000,-0.019,1.980
2.000,-0.021,1.979
2.000,-0.023,1.977
2.000,-0.025,1.975
2.000,-0.026,1.973
2.000,-0.028,1.972
2.000,-0.030,1.970
2.000,-0.032,1.968
2.000,-0.034,1.965
2.000,-0.036,1.963
2.000,-0.039,1.961
2.000,-0.041,1.959
2.000,-0.043,1.956
2.000,-0.046,1.954
2.000,-0.048,1.951
2.000,-0.051,1.949
2.000,-0.053,1.946
2.000,-0.056,1.944
2.000,-0.059,1.941
2.000,-0.061,1.938
2.000,-0.064,1.935
2.000,-0.067,1.932
2.000,-0.070,1.929
2.000,-0.073,1.926
2.000,-0.076,1.923
2.000,-0.079,1.920
2.000,-0.083,1.917
2.000,-0.086,1.913
2.000,-0.089,1.910
2.000,-0.093,1.907
2.000,-0.096,1.903
2.000,-0.100,1.900
2.000,-0.103,1.896
2.000,-0.107,1.892
2.000,-0.110,1.889
2.000,-0.114,1.885
2.000,-0.118,1.881
2.000,-0.122,1.877
2.000,-0.126,1.873
2.000,-0.130,1.869
2.000,-0.134,1.865
2.000,-0.138,1.861
2.000,-0.142,1.857
2.000,-0.146,1.852
2.000,-0.151,1.848
2.000,-0.155,1.844
2.000,-0.159,1.839
2.000,-0.164,1.835
2.000,-0.168,1.830
2.000,-0.173,1.826
2.000,-0.177,1.821
2.000,-0.182,1.816
2.000,-0.187,1.811
2.000,-0.191,1.807
2.000,-0.196,1.802
2.000,-0.201,1.797
2.000,-0.206,1.792
2.000,-0.211,1.787
2.000,-0.216,1.782
2.000,-0.221,1.777
2.000,-0.226,1.771
2.000,-0.231,1.766
2.000,-0.237,1.761
2.000,-0.242,1.755
2.000,-0.247,1.750
2.000,-0.253,1.745
2.000,-0.258,1.739
2.000,-0.264,1.734
2.000,-0.269,1.728
2.000,-0.275,1.722
2.000,-0.280,1.717
2.000,-0.286,1.711
2.000,-0.292,1.705
2.000,-0.297,1.699
2.000,-0.303,1.693
2.000,-0.309,1.687
2.000,-0.315,1.681
2.000,-0.321,1.675
2.000,-0.327,1.669
2.000,-0.333,1.663
2.000,-0.339,1.657
2.000,-0.345,1.651
2.000,-0.351,1.644
2.000,-0.357,1.638
2.000,-0.364,1.632
2.000,-0.370,1.625
2.000,-0.376,1.619
2.000,-0.383,1.613
2.000,-0.389,1.606
2.000,-0.395,1.599
2.000,-0.402,1.593
2.000,-0.408,1.586
2.000,-0.415,1.580
2.000,-0.422,1.573
2.000,-0.428,1.566
2.000,-0.435,1.559
2.000,-0.442,1.552
2.000,-0.448,1.546
2.000,-0.455,1.539
2.000,-0.462,1.532
2.000,-0.469,1.525
2.000,-0.476,1.518
2.000,-0.483,1.511
2.000,-0.490,1.503
2.000,-0.497,1.496
2.000,-0.504,1.489
2.000,-0.511,1.482
2.000,-0.518,1.475
2.000,-0.525,1.468
2.000,-0.532,1.460
2.000,-0.539,1.453
2.000,-0.546,1.446
2.000,-0.554,1.438
2.000,-0.561,1.431
2.000,-0.568,1.423
2.000,-0.575,1.416
2.000,-0.583,1.408
2.000,-0.590,1.401
2.000,-0.598,1.393
2.000,-0.605,1.386
2.000,-0.612,1.378
2.000,-0.620,1.370
2.000,-0.627,1.363
2.000,-0.635,1.355
2.000,-0.642,1.347
2.000,-0.650,1.339
2.000,-0.658,1.332
2.000,-0.665,1.324
2.000,-0.673,1.316
2.000,-0.681,1.308
2.000,-0.688,1.300
