"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,8.740E-9,2.000
2.000,-1.731E-8,2.000
2.000,-1.997E-7,2.000
2.000,-1.685E-6,2.000
2.000,-1.459E-5,2.000
2.000,-1.293E-4,2.000
2.000,-4.281E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.007,1.993
2.000,-0.009,1.991
2.000,-0.011,1.989
2.000,-0.013,1.987
2.000,-0.015,1.985
2.000,-0.018,1.982
2.000,-0.020,1.980
2.000,-0.023,1.977
2.000,-0.026,1.974
2.000,-0.029,1.971
2.000,-0.032,1.968
2.000,-0.035,1.965
2.000,-0.039,1.961
2.000,-0.043,1.957
2.000,-0.046,1.953
2.000,-0.050,1.949
2.000,-0.055,1.945
2.000,-0.059,1.941
2.000,-0.064,1.936
2.000,-0.068,1.931
2.000,-0.073,1.926
2.000,-0.078,1.921
2.000,-0.083,1.916
2.000,-0.089,1.911
2.000,-0.094,1.905
2.000,-0.100,1.899
2.000,-0.106,1.894
2.000,-0.112,1.888
2.000,-0.118,1.881
2.000,-0.124,1.875
2.000,-0.130,1.869
2.000,-0.137,1.862
2.000,-0.144,1.855
2.000,-0.151,1.848
2.000,-0.158,1.841
2.000,-0.165,1.834
2.000,-0.172,1.827
2.000,-0.180,1.819
2.000,-0.187,1.811
2.000,-0.195,1.804
2.000,-0.203,1.796
2.000,-0.211,1.788
2.000,-0.219,1.779
2.000,-0.227,1.771
2.000,-0.236,1.762
2.000,-0.244,1.754
2.000,-0.253,1.745
2.000,-0.262,1.736
2.000,-0.271,1.727
2.000,-0.280,1.718
2.000,-0.289,1.709
2.000,-0.298,1.699
2.000,-0.308,1.690
2.000,-0.317,1.680
2.000,-0.327,1.670
2.000,-0.337,1.660
2.000,-0.346,1.650
2.000,-0.356,1.640
2.000,-0.367,1.630
2.000,-0.377,1.620
2.000,-0.387,1.609
2.000,-0.397,1.599
2.000,-0.408,1.588
2.000,-0.419,1.577
2.000,-0.429,1.566
2.000,-0.440,1.555
