"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-8.095E-9,2.000
2.000,-8.464E-8,2.000
2.000,-6.207E-7,2.000
2.000,-4.986E-6,2.000
2.000,-4.290E-5,2.000
2.000,-3.799E-4,2.000
2.000,-0.001,1.999
2.000,-0.003,1.997
2.000,-0.005,1.995
2.000,-0.007,1.993
2.000,-0.010,1.990
2.000,-0.013,1.987
2.000,-0.017,1.983
2.000,-0.022,1.978
2.000,-0.027,1.973
2.000,-0.032,1.968
2.000,-0.038,1.962
2.000,-0.044,1.956
2.000,-0.051,1.949
2.000,-0.059,1.941
2.000,-0.066,1.933
2.000,-0.075,1.925
2.000,-0.084,1.916
2.000,-0.093,1.907
2.000,-0.102,1.897
2.000,-0.113,1.887
2.000,-0.123,1.876
2.000,-0.134,1.865
2.000,-0.146,1.853
2.000,-0.158,1.841
2.000,-0.170,1.829
2.000,-0.183,1.816
2.000,-0.196,1.802
2.000,-0.210,1.789
2.000,-0.224,1.775
2.000,-0.238,1.760
2.000,-0.253,1.745
2.000,-0.268,1.730
2.000,-0.284,1.714
2.000,-0.300,1.698
2.000,-0.316,1.682
2.000,-0.333,1.665
2.000,-0.350,1.648
2.000,-0.367,1.630
2.000,-0.385,1.613
2.000,-0.403,1.594
2.000,-0.421,1.576
2.000,-0.439,1.557
2.000,-0.458,1.538
2.000,-0.477,1.519
2.000,-0.497,1.500
2.000,-0.516,1.480
2.000,-0.536,1.460
2.000,-0.556,1.439
2.000,-0.576,1.419
2.000,-0.597,1.398
2.000,-0.618,1.377
2.000,-0.639,1.356
2.000,-0.660,1.335
2.000,-0.681,1.313
2.000,-0.702,1.292
2.000,-0.724,1.270
2.000,-0.746,1.248
2.000,-0.767,1.226
2.000,-0.789,1.204
2.000,-0.811,1.181
2.000,-0.834,1.159
2.000,-0.856,1.136
2.000,-0.878,1.114
2.000,-0.900,1.091
2.000,-0.923,1.068
2.000,-0.945,1.046
2.000,-0.968,1.023
2.000,-0.990,1.000
2.000,-1.013,0.977
2.000,-1.035,0.955
