"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-2.977E-10,2.000
2.000,-5.345E-8,2.000
2.000,-4.257E-7,2.000
2.000,-3.457E-6,2.000
2.000,-2.979E-5,2.000
2.000,-2.638E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.005,1.995
2.000,-0.007,1.993
2.000,-0.009,1.991
2.000,-0.012,1.988
2.000,-0.015,1.985
2.000,-0.018,1.981
2.000,-0.022,1.978
2.000,-0.026,1.974
2.000,-0.031,1.969
2.000,-0.036,1.964
2.000,-0.041,1.959
2.000,-0.046,1.954
2.000,-0.052,1.948
2.000,-0.058,1.941
2.000,-0.065,1.935
2.000,-0.072,1.928
2.000,-0.079,1.921
2.000,-0.086,1.913
2.000,-0.094,1.905
2.000,-0.102,1.897
2.000,-0.111,1.889
2.000,-0.119,1.880
2.000,-0.128,1.871
2.000,-0.138,1.861
2.000,-0.147,1.852
2.000,-0.157,1.842
2.000,-0.168,1.831
2.000,-0.178,1.821
2.000,-0.189,1.810
2.000,-0.200,1.798
2.000,-0.212,1.787
2.000,-0.223,1.775
2.000,-0.235,1.763
2.000,-0.248,1.751
2.000,-0.260,1.738
2.000,-0.273,1.725
2.000,-0.286,1.712
2.000,-0.299,1.699
2.000,-0.313,1.685
2.000,-0.327,1.671
2.000,-0.341,1.657
2.000,-0.355,1.643
2.000,-0.369,1.628
2.000,-0.384,1.613
2.000,-0.399,1.598
2.000,-0.414,1.583
2.000,-0.429,1.567
2.000,-0.445,1.552
2.000,-0.460,1.536
2.000,-0.476,1.520
2.000,-0.492,1.503
2.000,-0.509,1.487
2.000,-0.525,1.470
2.000,-0.542,1.454
2.000,-0.559,1.437
2.000,-0.575,1.419
2.000,-0.592,1.402
2.000,-0.610,1.385
2.000,-0.627,1.367
2.000,-0.644,1.350
2.000,-0.662,1.332
2.000,-0.680,1.314
2.000,-0.698,1.296
2.000,-0.716,1.278
2.000,-0.734,1.259
2.000,-0.752,1.241
2.000,-0.770,1.223
2.000,-0.788,1.204
2.000,-0.806,1.185
2.000,-0.825,1.167
2.000,-0.843,1.148
2.000,-0.862,1.129
2.000,-0.880,1.110
2.000,-0.899,1.092
2.000,-0.918,1.073
2.000,-0.936,1.054
2.000,-0.955,1.035
2.000,-0.974,1.016
2.000,-0.992,0.997
2.000,-1.011,0.978
2.000,-1.030,0.959
2.000,-1.048,0.940
2.000,-1.067,0.921
2.000,-1.086,0.902
2.000,-1.104,0.883
2.000,-1.123,0.864
2.000,-1.141,0.845
2.000,-1.160,0.826
2.000,-1.178,0.808
2.000,-1.197,0.789
2.000,-1.215,0.770
2.000,-1.233,0.752
2.000,-1.251,0.733
2.000,-1.269,0.715
2.000,-1.287,0.697
2.000,-1.305,0.679
2.000,-1.322,0.661
2.000,-1.340,0.643
2.000,-1.357,0.625
2.000,-1.375,0.607
2.000,-1.392,0.590
2.000,-1.409,0.572
2.000,-1.426,0.555
2.000,-1.442,0.538
2.000,-1.459,0.521
2.000,-1.475,0.504
2.000,-1.491,0.488
2.000,-1.507,0.471
2.000,-1.523,0.455
2.000,-1.539,0.439
2.000,-1.554,0.423
2.000,-1.569,0.408
2.000,-1.584,0.392
2.000,-1.599,0.377
2.000,-1.614,0.362
2.000,-1.628,0.347
2.000,-1.642,0.332
2.000,-1.656,0.318
2.000,-1.670,0.304
2.000,-1.683,0.290
2.000,-1.697,0.276
2.000,-1.709,0.263
2.000,-1.722,0.250
2.000,-1.735,0.237
2.000,-1.747,0.225
2.000,-1.759,0.212
2.000,-1.770,0.200
2.000,-1.781,0.188
2.000,-1.792,0.177
2.000,-1.803,0.166
2.000,-1.814,0.155
2.000,-1.824,0.144
2.000,-1.834,0.134
2.000,-1.843,0.124
2.000,-1.852,0.114
2.000,-1.861,0.105
2.000,-1.870,0.096
2.000,-1.878,0.087
2.000,-1.886,0.079
2.000,-1.894,0.070
2.000,-1.901,0.063
2.000,-1.908,0.055
2.000,-1.915,0.048
2.000,-1.921,0.041
2.000,-1.927,0.035
2.000,-1.933,0.028
2.000,-1.938,0.023
2.000,-1.943,0.017
2.000,-1.948,0.012
2.000,-1.952,0.007
2.000,-1.956,0.003
2.000,-1.960,-0.001
2.000,-1.963,-0.005
2.000,-1.966,-0.008
2.000,-1.969,-0.011
2.000,-1.971,-0.014
2.000,-1.973,-0.016
2.000,-1.974,-0.018
2.000,-1.976,-0.020
2.000,-1.976,-0.021
2.000,-1.977,-0.022
2.000,-1.977,-0.023
2.000,-1.977,-0.023
2.000,-1.976,-0.023
2.000,-1.975,-0.022
2.000,-1.974,-0.022
2.000,-1.972,-0.020
2.000,-1.970,-0.019
2.000,-1.968,-0.017
2.000,-1.965,-0.015
2.000,-1.962,-0.012
2.000,-1.959,-0.009
2.000,-1.955,-0.006
2.000,-1.951,-0.002
2.000,-1.946,0.002
2.000,-1.942,0.006
2.000,-1.936,0.011
2.000,-1.931,0.016
2.000,-1.925,0.022
2.000,-1.919,0.027
2.000,-1.912,0.033
2.000,-1.906,0.040
2.000,-1.898,0.047
2.000,-1.891,0.054
2.000,-1.883,0.061
2.000,-1.875,0.069
2.000,-1.867,0.077
2.000,-1.858,0.085
2.000,-1.849,0.094
2.000,-1.839,0.103
2.000,-1.830,0.112
2.000,-1.820,0.122
2.000,-1.809,0.132
2.000,-1.799,0.142
2.000,-1.788,0.153
2.000,-1.777,0.163
2.000,-1.765,0.175
2.000,-1.753,0.186
2.000,-1.741,0.198
2.000,-1.729,0.210
2.000,-1.717,0.222
2.000,-1.704,0.234
2.000,-1.691,0.247
2.000,-1.677,0.260
2.000,-1.664,0.273
2.000,-1.650,0.287
2.000,-1.636,0.301
2.000,-1.621,0.315
2.000,-1.607,0.329
2.000,-1.592,0.343
2.000,-1.577,0.358
2.000,-1.562,0.373
2.000,-1.547,0.388
2.000,-1.531,0.403
2.000,-1.515,0.419
2.000,-1.499,0.435
2.000,-1.483,0.450
2.000,-1.467,0.467
2.000,-1.450,0.483
2.000,-1.433,0.499
2.000,-1.416,0.516
2.000,-1.399,0.533
2.000,-1.382,0.550
2.000,-1.365,0.567
2.000,-1.347,0.584
2.000,-1.330,0.601
2.000,-1.312,0.619
2.000,-1.294,0.636
2.000,-1.276,0.654
2.000,-1.258,0.672
2.000,-1.240,0.690
2.000,-1.222,0.708
2.000,-1.203,0.726
2.000,-1.185,0.744
2.000,-1.166,0.763
2.000,-1.148,0.781
2.000,-1.129,0.800
2.000,-1.110,0.818
2.000,-1.092,0.837
2.000,-1.073,0.855
2.000,-1.054,0.874
2.000,-1.035,0.893
2.000,-1.016,0.912
2.000,-0.997,0.930
2.000,-0.978,0.949
2.000,-0.960,0.968
2.000,-0.941,0.987
2.000,-0.922,1.005
2.000,-0.903,1.024
2.000,-0.884,1.043
2.000,-0.865,1.062
2.000,-0.846,1.080
2.000,-0.828,1.099
2.000,-0.809,1.117
2.000,-0.790,1.136
2.000,-0.772,1.155
2.000,-0.753,1.173
2.000,-0.735,1.191
2.000,-0.716,1.210
2.000,-0.698,1.228
2.000,-0.680,1.246
2.000,-0.662,1.264
2.000,-0.644,1.282
2.000,-0.626,1.299
2.000,-0.608,1.317
2.000,-0.591,1.335
2.000,-0.573,1.352
2.000,-0.556,1.369
2.000,-0.539,1.386
2.000,-0.522,1.403
2.000,-0.505,1.420
2.000,-0.488,1.437
2.000,-0.472,1.453
2.000,-0.455,1.470
2.000,-0.439,1.486
2.000,-0.423,1.502
2.000,-0.407,1.517
2.000,-0.392,1.533
2.000,-0.376,1.548
2.000,-0.361,1.564
2.000,-0.346,1.579
2.000,-0.331,1.593
2.000,-0.317,1.608
2.000,-0.303,1.622
2.000,-0.289,1.636
2.000,-0.275,1.650
2.000,-0.261,1.663
2.000,-0.248,1.677
2.000,-0.235,1.690
2.000,-0.222,1.703
2.000,-0.209,1.715
2.000,-0.197,1.727
2.000,-0.185,1.739
2.000,-0.173,1.751
2.000,-0.162,1.763
2.000,-0.151,1.774
2.000,-0.140,1.785
2.000,-0.129,1.795
2.000,-0.119,1.806
2.000,-0.109,1.816
2.000,-0.100,1.825
2.000,-0.090,1.835
2.000,-0.081,1.844
2.000,-0.072,1.852
2.000,-0.064,1.861
2.000,-0.056,1.869
2.000,-0.048,1.877
2.000,-0.041,1.884
2.000,-0.033,1.891
2.000,-0.027,1.898
2.000,-0.020,1.905
2.000,-0.014,1.911
2.000,-0.008,1.917
2.000,-0.003,1.922
2.000,0.002,1.927
2.000,0.007,1.932
2.000,0.012,1.937
2.000,0.016,1.941
2.000,0.019,1.944
2.000,0.023,1.948
2.000,0.026,1.951
2.000,0.028,1.954
2.000,0.031,1.956
2.000,0.033,1.958
2.000,0.034,1.960
2.000,0.036,1.961
2.000,0.037,1.962
2.000,0.037,1.962
2.000,0.037,1.963
2.000,0.037,1.962
2.000,0.037,1.962
2.000,0.036,1.961
2.000,0.035,1.960
2.000,0.033,1.958
2.000,0.031,1.956
2.000,0.029,1.954
2.000,0.026,1.952
2.000,0.023,1.949
2.000,0.020,1.945
2.000,0.016,1.942
2.000,0.012,1.938
2.000,0.008,1.933
2.000,0.003,1.929
2.000,-0.002,1.923
2.000,-0.007,1.918
2.000,-0.013,1.912
2.000,-0.019,1.906
2.000,-0.025,1.900
2.000,-0.032,1.893
2.000,-0.039,1.886
2.000,-0.046,1.879
2.000,-0.054,1.871
2.000,-0.062,1.863
2.000,-0.070,1.854
2.000,-0.079,1.846
2.000,-0.088,1.837
2.000,-0.097,1.827
2.000,-0.107,1.818
2.000,-0.117,1.808
2.000,-0.127,1.797
2.000,-0.137,1.787
2.000,-0.148,1.776
2.000,-0.159,1.765
2.000,-0.171,1.754
2.000,-0.182,1.742
2.000,-0.194,1.730
2.000,-0.206,1.718
2.000,-0.219,1.705
2.000,-0.231,1.692
2.000,-0.244,1.679
2.000,-0.258,1.666
2.000,-0.271,1.652
2.000,-0.285,1.638
2.000,-0.299,1.624
2.000,-0.313,1.610
2.000,-0.327,1.596
2.000,-0.342,1.581
2.000,-0.357,1.566
2.000,-0.372,1.551
2.000,-0.387,1.535
2.000,-0.402,1.520
2.000,-0.418,1.504
2.000,-0.434,1.488
2.000,-0.450,1.472
2.000,-0.466,1.455
2.000,-0.483,1.439
2.000,-0.499,1.422
2.000,-0.516,1.405
2.000,-0.533,1.388
2.000,-0.550,1.371
2.000,-0.567,1.354
2.000,-0.584,1.336
2.000,-0.602,1.318
2.000,-0.619,1.301
2.000,-0.637,1.283
2.000,-0.655,1.265
2.000,-0.672,1.247
2.000,-0.690,1.228
2.000,-0.709,1.210
2.000,-0.727,1.192
2.000,-0.745,1.173
2.000,-0.763,1.155
2.000,-0.782,1.136
2.000,-0.800,1.117
2.000,-0.819,1.098
2.000,-0.837,1.080
2.000,-0.856,1.061
2.000,-0.874,1.042
2.000,-0.893,1.023
2.000,-0.912,1.004
2.000,-0.930,0.985
2.000,-0.949,0.966
2.000,-0.968,0.947
2.000,-0.987,0.928
2.000,-1.005,0.909
2.000,-1.024,0.890
2.000,-1.043,0.871
2.000,-1.061,0.852
2.000,-1.080,0.833
2.000,-1.098,0.814
2.000,-1.117,0.796
2.000,-1.135,0.777
2.000,-1.153,0.758
2.000,-1.172,0.740
2.000,-1.190,0.721
2.000,-1.208,0.703
2.000,-1.226,0.684
2.000,-1.244,0.666
2.000,-1.262,0.648
2.000,-1.280,0.630
2.000,-1.297,0.612
2.000,-1.315,0.594
2.000,-1.332,0.576
2.000,-1.349,0.559
2.000,-1.366,0.541
2.000,-1.383,0.524
2.000,-1.400,0.507
2.000,-1.416,0.490
2.000,-1.433,0.473
2.000,-1.449,0.456
2.000,-1.465,0.440
2.000,-1.481,0.424
2.000,-1.497,0.408
2.000,-1.512,0.392
2.000,-1.528,0.376
2.000,-1.543,0.360
2.000,-1.558,0.345
2.000,-1.572,0.330
2.000,-1.587,0.315
2.000,-1.601,0.300
2.000,-1.615,0.286
2.000,-1.629,0.272
2.000,-1.642,0.258
2.000,-1.655,0.244
2.000,-1.668,0.231
2.000,-1.681,0.218
2.000,-1.694,0.205
2.000,-1.706,0.192
2.000,-1.718,0.180
2.000,-1.730,0.167
2.000,-1.741,0.156
2.000,-1.752,0.144
2.000,-1.763,0.133
2.000,-1.774,0.122
2.000,-1.784,0.111
2.000,-1.794,0.101
2.000,-1.803,0.091
2.000,-1.813,0.081
2.000,-1.822,0.071
2.000,-1.831,0.062
2.000,-1.839,0.053
2.000,-1.847,0.045
2.000,-1.855,0.036
2.000,-1.862,0.029
2.000,-1.869,0.021
2.000,-1.876,0.014
2.000,-1.883,0.007
2.000,-1.889,1.535E-4
2.000,-1.895,-0.006
2.000,-1.900,-0.012
2.000,-1.905,-0.018
2.000,-1.910,-0.023
2.000,-1.915,-0.028
2.000,-1.919,-0.032
2.000,-1.922,-0.036
2.000,-1.926,-0.040
2.000,-1.929,-0.044
2.000,-1.932,-0.047
2.000,-1.934,-0.050
2.000,-1.936,-0.052
2.000,-1.938,-0.054
2.000,-1.939,-0.056
2.000,-1.940,-0.057
2.000,-1.940,-0.059
2.000,-1.941,-0.059
2.000,-1.940,-0.060
2.000,-1.940,-0.059
2.000,-1.939,-0.059
2.000,-1.938,-0.058
2.000,-1.936,-0.057
2.000,-1.935,-0.056
2.000,-1.932,-0.054
2.000,-1.930,-0.052
2.000,-1.927,-0.049
2.000,-1.923,-0.046
2.000,-1.920,-0.043
2.000,-1.916,-0.040
2.000,-1.912,-0.036
2.000,-1.907,-0.031
2.000,-1.902,-0.027
2.000,-1.896,-0.022
2.000,-1.891,-0.017
2.000,-1.885,-0.011
2.000,-1.878,-0.005
2.000,-1.872,0.001
2.000,-1.865,0.008
2.000,-1.857,0.015
2.000,-1.849,0.022
2.000,-1.841,0.030
2.000,-1.833,0.038
2.000,-1.824,0.046
2.000,-1.815,0.055
2.000,-1.806,0.064
2.000,-1.797,0.073
2.000,-1.787,0.082
2.000,-1.777,0.092
2.000,-1.766,0.102
2.000,-1.755,0.113
2.000,-1.744,0.124
2.000,-1.733,0.135
2.000,-1.721,0.146
2.000,-1.709,0.158
2.000,-1.697,0.169
2.000,-1.685,0.182
2.000,-1.672,0.194
2.000,-1.659,0.207
2.000,-1.646,0.220
2.000,-1.632,0.233
2.000,-1.618,0.246
2.000,-1.604,0.260
2.000,-1.590,0.274
2.000,-1.576,0.288
2.000,-1.561,0.302
2.000,-1.546,0.317
2.000,-1.531,0.332
2.000,-1.516,0.347
2.000,-1.500,0.362
2.000,-1.484,0.377
2.000,-1.468,0.393
2.000,-1.452,0.409
2.000,-1.436,0.425
2.000,-1.420,0.441
2.000,-1.403,0.458
2.000,-1.386,0.474
2.000,-1.369,0.491
2.000,-1.352,0.508
2.000,-1.335,0.525
2.000,-1.317,0.542
2.000,-1.300,0.559
2.000,-1.282,0.577
2.000,-1.264,0.595
2.000,-1.246,0.612
2.000,-1.228,0.630
2.000,-1.210,0.648
2.000,-1.192,0.666
2.000,-1.173,0.684
2.000,-1.155,0.702
2.000,-1.137,0.721
2.000,-1.118,0.739
2.000,-1.099,0.758
2.000,-1.081,0.776
2.000,-1.062,0.795
2.000,-1.043,0.813
2.000,-1.024,0.832
2.000,-1.006,0.851
2.000,-0.987,0.869
2.000,-0.968,0.888
2.000,-0.949,0.907
2.000,-0.930,0.926
2.000,-0.911,0.944
2.000,-0.892,0.963
2.000,-0.873,0.982
2.000,-0.854,1.001
2.000,-0.835,1.019
2.000,-0.817,1.038
2.000,-0.798,1.057
2.000,-0.779,1.075
2.000,-0.761,1.094
2.000,-0.742,1.112
2.000,-0.723,1.131
2.000,-0.705,1.149
2.000,-0.687,1.168
2.000,-0.668,1.186
2.000,-0.650,1.204
2.000,-0.632,1.222
2.000,-0.614,1.240
2.000,-0.596,1.258
2.000,-0.578,1.275
2.000,-0.561,1.293
2.000,-0.543,1.310
2.000,-0.526,1.328
2.000,-0.509,1.345
2.000,-0.492,1.362
2.000,-0.475,1.379
2.000,-0.458,1.396
2.000,-0.441,1.412
2.000,-0.425,1.428
2.000,-0.409,1.445
2.000,-0.393,1.461
2.000,-0.377,1.476
2.000,-0.361,1.492
2.000,-0.346,1.508
2.000,-0.330,1.523
2.000,-0.315,1.538
2.000,-0.301,1.553
2.000,-0.286,1.567
2.000,-0.272,1.582
2.000,-0.257,1.596
2.000,-0.244,1.610
2.000,-0.230,1.623
2.000,-0.217,1.637
2.000,-0.203,1.650
2.000,-0.191,1.663
2.000,-0.178,1.675
2.000,-0.166,1.688
2.000,-0.153,1.700
2.000,-0.142,1.712
2.000,-0.130,1.723
2.000,-0.119,1.734
2.000,-0.108,1.745
2.000,-0.097,1.756
2.000,-0.087,1.766
2.000,-0.077,1.777
2.000,-0.067,1.786
2.000,-0.058,1.796
2.000,-0.048,1.805
2.000,-0.040,1.814
2.000,-0.031,1.822
2.000,-0.023,1.831
2.000,-0.015,1.839
2.000,-0.007,1.846
2.000,-1.352E-4,1.853
2.000,0.007,1.860
2.000,0.013,1.867
2.000,0.020,1.873
2.000,0.025,1.879
2.000,0.031,1.885
2.000,0.036,1.890
2.000,0.041,1.895
2.000,0.046,1.899
2.000,0.050,1.904
2.000,0.054,1.908
2.000,0.057,1.911
2.000,0.060,1.914
2.000,0.063,1.917
2.000,0.066,1.920
2.000,0.068,1.922
2.000,0.069,1.923
2.000,0.071,1.925
2.000,0.072,1.926
2.000,0.073,1.927
2.000,0.073,1.927
2.000,0.073,1.927
2.000,0.073,1.927
2.000,0.072,1.926
2.000,0.071,1.925
2.000,0.069,1.923
2.000,0.067,1.922
2.000,0.065,1.919
2.000,0.063,1.917
2.000,0.060,1.914
2.000,0.057,1.911
2.000,0.053,1.907
2.000,0.049,1.903
2.000,0.045,1.899
2.000,0.040,1.895
2.000,0.036,1.890
2.000,0.030,1.884
2.000,0.025,1.879
2.000,0.019,1.873
2.000,0.012,1.866
2.000,0.006,1.860
2.000,-0.001,1.853
2.000,-0.008,1.846
2.000,-0.016,1.838
2.000,-0.024,1.830
2.000,-0.032,1.822
2.000,-0.041,1.813
2.000,-0.050,1.804
2.000,-0.059,1.795
2.000,-0.068,1.785
2.000,-0.078,1.776
2.000,-0.088,1.765
2.000,-0.098,1.755
2.000,-0.109,1.744
2.000,-0.120,1.733
2.000,-0.131,1.722
2.000,-0.143,1.710
2.000,-0.155,1.698
2.000,-0.167,1.686
2.000,-0.179,1.674
2.000,-0.192,1.661
2.000,-0.205,1.648
2.000,-0.218,1.635
2.000,-0.231,1.621
2.000,-0.245,1.608
2.000,-0.259,1.594
2.000,-0.273,1.580
2.000,-0.287,1.565
2.000,-0.302,1.550
2.000,-0.316,1.536
2.000,-0.331,1.520
2.000,-0.346,1.505
2.000,-0.362,1.490
2.000,-0.377,1.474
2.000,-0.393,1.458
2.000,-0.409,1.442
2.000,-0.425,1.425
2.000,-0.442,1.409
2.000,-0.458,1.392
2.000,-0.475,1.375
2.000,-0.492,1.358
2.000,-0.509,1.341
2.000,-0.526,1.324
2.000,-0.543,1.307
2.000,-0.560,1.289
2.000,-0.578,1.271
2.000,-0.596,1.253
2.000,-0.613,1.235
2.000,-0.631,1.217
2.000,-0.649,1.199
2.000,-0.667,1.181
2.000,-0.685,1.163
2.000,-0.704,1.144
2.000,-0.722,1.126
2.000,-0.740,1.107
2.000,-0.759,1.088
2.000,-0.777,1.069
2.000,-0.796,1.051
2.000,-0.814,1.032
2.000,-0.833,1.013
2.000,-0.852,0.994
2.000,-0.870,0.975
2.000,-0.889,0.956
2.000,-0.908,0.937
2.000,-0.926,0.918
2.000,-0.945,0.899
2.000,-0.964,0.880
2.000,-0.983,0.861
2.000,-1.001,0.842
2.000,-1.020,0.823
2.000,-1.038,0.804
2.000,-1.057,0.786
2.000,-1.075,0.767
2.000,-1.094,0.748
2.000,-1.112,0.729
2.000,-1.131,0.711
2.000,-1.149,0.692
2.000,-1.167,0.674
2.000,-1.185,0.655
2.000,-1.203,0.637
2.000,-1.221,0.619
2.000,-1.239,0.601
2.000,-1.256,0.583
2.000,-1.274,0.565
2.000,-1.291,0.547
2.000,-1.308,0.529
2.000,-1.325,0.512
2.000,-1.342,0.495
2.000,-1.359,0.477
2.000,-1.376,0.460
2.000,-1.392,0.444
2.000,-1.409,0.427
2.000,-1.425,0.410
2.000,-1.441,0.394
2.000,-1.457,0.378
2.000,-1.472,0.362
2.000,-1.487,0.346
2.000,-1.503,0.331
2.000,-1.518,0.315
2.000,-1.532,0.300
2.000,-1.547,0.285
2.000,-1.561,0.270
2.000,-1.575,0.256
2.000,-1.589,0.242
2.000,-1.603,0.228
2.000,-1.616,0.214
2.000,-1.629,0.200
2.000,-1.642,0.187
2.000,-1.655,0.174
2.000,-1.667,0.161
2.000,-1.679,0.149
2.000,-1.691,0.137
2.000,-1.702,0.125
2.000,-1.714,0.113
2.000,-1.725,0.102
2.000,-1.735,0.091
2.000,-1.746,0.080
2.000,-1.756,0.069
2.000,-1.765,0.059
2.000,-1.775,0.049
2.000,-1.784,0.040
2.000,-1.793,0.030
2.000,-1.801,0.021
2.000,-1.810,0.013
2.000,-1.817,0.004
2.000,-1.825,-0.004
2.000,-1.832,-0.011
2.000,-1.839,-0.019
2.000,-1.846,-0.026
2.000,-1.852,-0.032
2.000,-1.858,-0.039
2.000,-1.864,-0.045
2.000,-1.869,-0.051
2.000,-1.874,-0.056
2.000,-1.878,-0.061
2.000,-1.883,-0.066
2.000,-1.886,-0.070
2.000,-1.890,-0.074
2.000,-1.893,-0.077
2.000,-1.896,-0.081
2.000,-1.898,-0.084
2.000,-1.901,-0.086
2.000,-1.902,-0.088
2.000,-1.904,-0.090
2.000,-1.905,-0.092
2.000,-1.906,-0.093
2.000,-1.906,-0.094
2.000,-1.906,-0.094
2.000,-1.906,-0.094
2.000,-1.905,-0.094
2.000,-1.904,-0.093
2.000,-1.902,-0.092
2.000,-1.901,-0.091
2.000,-1.898,-0.089
2.000,-1.896,-0.087
2.000,-1.893,-0.085
2.000,-1.890,-0.082
2.000,-1.886,-0.079
2.000,-1.883,-0.075
2.000,-1.878,-0.072
2.000,-1.874,-0.067
2.000,-1.869,-0.063
2.000,-1.864,-0.058
2.000,-1.858,-0.053
2.000,-1.852,-0.047
2.000,-1.846,-0.042
2.000,-1.839,-0.035
2.000,-1.832,-0.029
2.000,-1.825,-0.022
2.000,-1.818,-0.015
2.000,-1.810,-0.007
2.000,-1.801,0.001
2.000,-1.793,0.009
2.000,-1.784,0.017
2.000,-1.775,0.026
2.000,-1.765,0.035
2.000,-1.756,0.045
2.000,-1.745,0.055
2.000,-1.735,0.065
2.000,-1.724,0.075
2.000,-1.713,0.086
2.000,-1.702,0.096
2.000,-1.691,0.108
2.000,-1.679,0.119
2.000,-1.667,0.131
2.000,-1.654,0.143
2.000,-1.642,0.155
2.000,-1.629,0.168
2.000,-1.616,0.181
2.000,-1.602,0.194
2.000,-1.589,0.207
2.000,-1.575,0.221
2.000,-1.560,0.235
2.000,-1.546,0.249
2.000,-1.532,0.263
2.000,-1.517,0.278
2.000,-1.502,0.292
2.000,-1.486,0.307
2.000,-1.471,0.323
2.000,-1.455,0.338
2.000,-1.439,0.354
2.000,-1.423,0.369
2.000,-1.407,0.385
2.000,-1.391,0.402
2.000,-1.374,0.418
2.000,-1.357,0.434
2.000,-1.340,0.451
2.000,-1.323,0.468
2.000,-1.306,0.485
2.000,-1.289,0.502
2.000,-1.271,0.519
2.000,-1.254,0.537
2.000,-1.236,0.554
2.000,-1.218,0.572
2.000,-1.200,0.590
2.000,-1.182,0.608
2.000,-1.164,0.626
2.000,-1.145,0.644
2.000,-1.127,0.662
2.000,-1.109,0.680
2.000,-1.090,0.699
2.000,-1.071,0.717
2.000,-1.053,0.736
2.000,-1.034,0.754
2.000,-1.015,0.773
2.000,-0.996,0.791
2.000,-0.978,0.810
2.000,-0.959,0.829
2.000,-0.940,0.848
2.000,-0.921,0.866
2.000,-0.902,0.885
2.000,-0.883,0.904
2.000,-0.864,0.923
2.000,-0.845,0.942
2.000,-0.826,0.960
2.000,-0.808,0.979
2.000,-0.789,0.998
2.000,-0.770,1.016
2.000,-0.751,1.035
