"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,8.640E-10,2.000
2.000,-4.881E-8,2.000
2.000,-3.967E-7,2.000
2.000,-3.230E-6,2.000
2.000,-2.783E-5,2.000
2.000,-2.465E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.009,1.991
2.000,-0.011,1.989
2.000,-0.014,1.986
2.000,-0.017,1.983
2.000,-0.021,1.979
2.000,-0.025,1.975
2.000,-0.029,1.971
2.000,-0.033,1.967
2.000,-0.038,1.962
2.000,-0.043,1.957
2.000,-0.049,1.951
2.000,-0.054,1.945
2.000,-0.061,1.939
2.000,-0.067,1.933
2.000,-0.074,1.926
2.000,-0.081,1.919
2.000,-0.088,1.912
2.000,-0.096,1.904
2.000,-0.103,1.896
2.000,-0.112,1.888
2.000,-0.120,1.879
2.000,-0.129,1.870
2.000,-0.138,1.861
2.000,-0.147,1.852
2.000,-0.157,1.842
2.000,-0.167,1.832
2.000,-0.177,1.822
2.000,-0.188,1.811
2.000,-0.198,1.800
2.000,-0.209,1.789
2.000,-0.221,1.778
2.000,-0.232,1.766
2.000,-0.244,1.754
2.000,-0.256,1.742
2.000,-0.268,1.730
2.000,-0.281,1.717
2.000,-0.293,1.705
2.000,-0.306,1.691
2.000,-0.319,1.678
2.000,-0.333,1.665
2.000,-0.347,1.651
2.000,-0.360,1.637
2.000,-0.374,1.623
2.000,-0.389,1.608
2.000,-0.403,1.594
2.000,-0.418,1.579
2.000,-0.433,1.564
2.000,-0.448,1.549
2.000,-0.463,1.533
2.000,-0.478,1.518
2.000,-0.494,1.502
2.000,-0.510,1.486
2.000,-0.526,1.470
2.000,-0.542,1.454
2.000,-0.558,1.437
2.000,-0.574,1.421
2.000,-0.591,1.404
2.000,-0.607,1.387
2.000,-0.624,1.370
2.000,-0.641,1.353
2.000,-0.658,1.336
2.000,-0.675,1.319
2.000,-0.692,1.301
2.000,-0.709,1.284
2.000,-0.727,1.266
2.000,-0.744,1.248
2.000,-0.762,1.231
2.000,-0.779,1.213
2.000,-0.797,1.195
2.000,-0.815,1.177
2.000,-0.833,1.159
2.000,-0.851,1.141
2.000,-0.868,1.122
2.000,-0.886,1.104
2.000,-0.904,1.086
2.000,-0.922,1.068
2.000,-0.940,1.049
2.000,-0.959,1.031
2.000,-0.977,1.013
2.000,-0.995,0.994
2.000,-1.013,0.976
2.000,-1.031,0.957
2.000,-1.049,0.939
2.000,-1.067,0.921
2.000,-1.085,0.902
2.000,-1.103,0.884
2.000,-1.121,0.866
2.000,-1.139,0.848
2.000,-1.156,0.829
2.000,-1.174,0.811
2.000,-1.192,0.793
2.000,-1.210,0.775
2.000,-1.227,0.757
2.000,-1.245,0.740
2.000,-1.262,0.722
2.000,-1.279,0.704
2.000,-1.297,0.686
2.000,-1.314,0.669
2.000,-1.331,0.652
2.000,-1.348,0.634
2.000,-1.364,0.617
2.000,-1.381,0.600
2.000,-1.398,0.583
2.000,-1.414,0.567
2.000,-1.430,0.550
2.000,-1.446,0.533
2.000,-1.462,0.517
2.000,-1.478,0.501
2.000,-1.494,0.485
2.000,-1.509,0.469
2.000,-1.524,0.453
2.000,-1.539,0.438
2.000,-1.554,0.422
2.000,-1.569,0.407
2.000,-1.584,0.392
2.000,-1.598,0.378
2.000,-1.612,0.363
2.000,-1.626,0.349
2.000,-1.640,0.335
2.000,-1.653,0.321
2.000,-1.666,0.307
2.000,-1.679,0.294
2.000,-1.692,0.280
2.000,-1.705,0.267
2.000,-1.717,0.255
2.000,-1.729,0.242
2.000,-1.741,0.230
2.000,-1.753,0.218
2.000,-1.764,0.206
2.000,-1.775,0.194
2.000,-1.786,0.183
2.000,-1.796,0.172
2.000,-1.807,0.161
2.000,-1.817,0.151
2.000,-1.826,0.141
2.000,-1.836,0.131
2.000,-1.845,0.121
2.000,-1.854,0.112
2.000,-1.862,0.103
2.000,-1.871,0.094
2.000,-1.879,0.086
2.000,-1.886,0.078
2.000,-1.894,0.070
2.000,-1.901,0.062
2.000,-1.908,0.055
2.000,-1.914,0.048
2.000,-1.920,0.041
2.000,-1.926,0.035
2.000,-1.932,0.029
2.000,-1.937,0.023
2.000,-1.942,0.018
2.000,-1.946,0.013
2.000,-1.951,0.008
2.000,-1.955,0.004
2.000,-1.958,-3.553E-4
2.000,-1.961,-0.004
2.000,-1.964,-0.008
2.000,-1.967,-0.011
2.000,-1.969,-0.013
2.000,-1.971,-0.016
2.000,-1.973,-0.018
2.000,-1.974,-0.020
2.000,-1.975,-0.021
2.000,-1.976,-0.022
2.000,-1.976,-0.023
2.000,-1.976,-0.024
2.000,-1.976,-0.024
2.000,-1.975,-0.024
2.000,-1.974,-0.023
2.000,-1.973,-0.022
2.000,-1.971,-0.021
2.000,-1.969,-0.019
2.000,-1.967,-0.017
2.000,-1.965,-0.015
2.000,-1.962,-0.013
2.000,-1.958,-0.010
2.000,-1.955,-0.007
2.000,-1.951,-0.003
2.000,-1.946,0.001
2.000,-1.942,0.005
2.000,-1.937,0.009
2.000,-1.932,0.014
2.000,-1.926,0.019
2.000,-1.920,0.025
2.000,-1.914,0.030
2.000,-1.908,0.036
2.000,-1.901,0.043
2.000,-1.894,0.050
2.000,-1.886,0.057
2.000,-1.879,0.064
2.000,-1.871,0.071
2.000,-1.862,0.079
2.000,-1.854,0.088
2.000,-1.845,0.096
2.000,-1.836,0.105
2.000,-1.826,0.114
2.000,-1.816,0.123
2.000,-1.806,0.133
2.000,-1.796,0.143
2.000,-1.786,0.153
2.000,-1.775,0.164
2.000,-1.764,0.174
2.000,-1.752,0.185
2.000,-1.741,0.197
2.000,-1.729,0.208
2.000,-1.717,0.220
2.000,-1.704,0.232
2.000,-1.692,0.244
2.000,-1.679,0.257
2.000,-1.666,0.270
2.000,-1.652,0.283
2.000,-1.639,0.296
2.000,-1.625,0.309
2.000,-1.611,0.323
2.000,-1.597,0.337
2.000,-1.582,0.351
2.000,-1.568,0.365
2.000,-1.553,0.380
2.000,-1.538,0.394
2.000,-1.523,0.409
2.000,-1.507,0.424
2.000,-1.492,0.440
2.000,-1.476,0.455
2.000,-1.460,0.471
2.000,-1.444,0.487
2.000,-1.428,0.503
2.000,-1.412,0.519
2.000,-1.395,0.535
2.000,-1.378,0.551
2.000,-1.362,0.568
2.000,-1.345,0.584
2.000,-1.328,0.601
2.000,-1.311,0.618
2.000,-1.293,0.635
2.000,-1.276,0.652
