"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,-2.739E-9,2.000
2.000,-6.322E-8,2.000
2.000,-4.868E-7,2.000
2.000,-3.936E-6,2.000
2.000,-3.389E-5,2.000
2.000,-3.002E-4,2.000
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.004,1.996
2.000,-0.005,1.994
2.000,-0.008,1.992
2.000,-0.010,1.989
2.000,-0.014,1.986
2.000,-0.017,1.983
2.000,-0.021,1.979
2.000,-0.025,1.975
2.000,-0.030,1.970
2.000,-0.035,1.965
2.000,-0.040,1.959
2.000,-0.046,1.953
2.000,-0.053,1.947
2.000,-0.059,1.941
2.000,-0.066,1.933
2.000,-0.074,1.926
2.000,-0.081,1.918
2.000,-0.089,1.910
2.000,-0.098,1.902
2.000,-0.107,1.893
2.000,-0.116,1.883
2.000,-0.125,1.874
2.000,-0.135,1.864
2.000,-0.146,1.853
2.000,-0.156,1.843
2.000,-0.167,1.832
2.000,-0.178,1.820
2.000,-0.190,1.809
2.000,-0.202,1.797
2.000,-0.214,1.784
2.000,-0.227,1.772
2.000,-0.240,1.759
2.000,-0.253,1.745
2.000,-0.266,1.732
2.000,-0.280,1.718
2.000,-0.294,1.704
2.000,-0.308,1.689
2.000,-0.323,1.675
2.000,-0.338,1.660
2.000,-0.353,1.644
2.000,-0.369,1.629
2.000,-0.384,1.613
2.000,-0.400,1.597
2.000,-0.416,1.581
2.000,-0.433,1.564
2.000,-0.449,1.547
2.000,-0.466,1.530
2.000,-0.483,1.513
2.000,-0.500,1.496
2.000,-0.518,1.478
2.000,-0.535,1.460
2.000,-0.553,1.442
2.000,-0.571,1.424
2.000,-0.589,1.406
2.000,-0.608,1.387
2.000,-0.626,1.368
2.000,-0.645,1.349
2.000,-0.664,1.330
2.000,-0.683,1.311
2.000,-0.702,1.292
2.000,-0.721,1.273
2.000,-0.740,1.253
2.000,-0.759,1.234
2.000,-0.779,1.214
2.000,-0.798,1.194
2.000,-0.818,1.174
2.000,-0.838,1.154
2.000,-0.857,1.134
2.000,-0.877,1.114
2.000,-0.897,1.094
2.000,-0.917,1.074
2.000,-0.937,1.054
2.000,-0.957,1.033
2.000,-0.977,1.013
2.000,-0.997,0.993
2.000,-1.017,0.973
2.000,-1.037,0.952
2.000,-1.056,0.932
2.000,-1.076,0.912
2.000,-1.096,0.892
2.000,-1.116,0.872
2.000,-1.136,0.851
2.000,-1.155,0.831
2.000,-1.175,0.811
2.000,-1.195,0.791
2.000,-1.214,0.772
2.000,-1.234,0.752
2.000,-1.253,0.732
2.000,-1.272,0.713
