"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,1.173E-8,2.000
2.000,-5.335E-9,2.000
2.000,-1.249E-7,2.000
2.000,-1.098E-6,2.000
2.000,-9.553E-6,2.000
2.000,-8.471E-5,2.000
2.000,-2.805E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.007,1.993
2.000,-0.008,1.991
2.000,-0.010,1.990
2.000,-0.011,1.988
2.000,-0.013,1.987
2.000,-0.015,1.985
2.000,-0.017,1.983
2.000,-0.019,1.981
2.000,-0.021,1.979
2.000,-0.023,1.977
2.000,-0.026,1.974
2.000,-0.028,1.972
2.000,-0.031,1.969
2.000,-0.033,1.967
2.000,-0.036,1.964
2.000,-0.039,1.961
2.000,-0.042,1.958
2.000,-0.045,1.955
2.000,-0.048,1.952
2.000,-0.051,1.948
2.000,-0.055,1.945
2.000,-0.058,1.941
2.000,-0.062,1.937
2.000,-0.066,1.934
2.000,-0.070,1.930
2.000,-0.074,1.926
2.000,-0.078,1.922
2.000,-0.082,1.918
2.000,-0.086,1.913
2.000,-0.091,1.909
2.000,-0.095,1.904
2.000,-0.100,1.900
2.000,-0.104,1.895
2.000,-0.109,1.890
2.000,-0.114,1.885
2.000,-0.119,1.880
2.000,-0.124,1.875
2.000,-0.129,1.870
2.000,-0.135,1.864
2.000,-0.140,1.859
2.000,-0.145,1.853
2.000,-0.151,1.848
2.000,-0.157,1.842
2.000,-0.162,1.836
2.000,-0.168,1.830
2.000,-0.174,1.824
2.000,-0.180,1.818
2.000,-0.186,1.812
2.000,-0.193,1.806
2.000,-0.199,1.799
2.000,-0.205,1.793
2.000,-0.212,1.786
2.000,-0.218,1.780
2.000,-0.225,1.773
2.000,-0.232,1.766
2.000,-0.239,1.759
2.000,-0.246,1.752
2.000,-0.253,1.745
2.000,-0.260,1.738
2.000,-0.267,1.730
2.000,-0.274,1.723
2.000,-0.282,1.716
2.000,-0.289,1.708
2.000,-0.297,1.700
2.000,-0.304,1.693
2.000,-0.312,1.685
2.000,-0.320,1.677
2.000,-0.328,1.669
2.000,-0.335,1.661
2.000,-0.343,1.653
2.000,-0.351,1.645
2.000,-0.360,1.637
2.000,-0.368,1.628
2.000,-0.376,1.620
2.000,-0.384,1.611
2.000,-0.393,1.603
2.000,-0.401,1.594
2.000,-0.410,1.586
2.000,-0.418,1.577
2.000,-0.427,1.568
2.000,-0.436,1.559
2.000,-0.445,1.550
2.000,-0.454,1.541
2.000,-0.462,1.532
2.000,-0.471,1.523
2.000,-0.480,1.514
2.000,-0.490,1.505
2.000,-0.499,1.495
2.000,-0.508,1.486
2.000,-0.517,1.477
2.000,-0.527,1.467
2.000,-0.536,1.458
2.000,-0.545,1.448
2.000,-0.555,1.438
2.000,-0.564,1.429
2.000,-0.574,1.419
2.000,-0.584,1.409
2.000,-0.593,1.399
2.000,-0.603,1.389
2.000,-0.613,1.379
2.000,-0.622,1.369
2.000,-0.632,1.359
2.000,-0.642,1.349
2.000,-0.652,1.339
2.000,-0.662,1.329
2.000,-0.672,1.319
2.000,-0.682,1.309
2.000,-0.692,1.298
2.000,-0.702,1.288
2.000,-0.712,1.278
2.000,-0.722,1.267
2.000,-0.733,1.257
2.000,-0.743,1.247
2.000,-0.753,1.236
2.000,-0.763,1.226
2.000,-0.774,1.215
2.000,-0.784,1.205
2.000,-0.794,1.194
2.000,-0.805,1.184
2.000,-0.815,1.173
2.000,-0.826,1.162
2.000,-0.836,1.152
2.000,-0.846,1.141
2.000,-0.857,1.130
2.000,-0.867,1.120
2.000,-0.878,1.109
2.000,-0.888,1.098
2.000,-0.899,1.087
2.000,-0.909,1.077
2.000,-0.920,1.066
2.000,-0.930,1.055
2.000,-0.941,1.044
2.000,-0.951,1.033
2.000,-0.962,1.023
2.000,-0.972,1.012
2.000,-0.983,1.001
2.000,-0.994,0.990
2.000,-1.004,0.979
2.000,-1.015,0.969
2.000,-1.025,0.958
2.000,-1.036,0.947
2.000,-1.046,0.936
2.000,-1.057,0.925
2.000,-1.067,0.914
2.000,-1.078,0.904
2.000,-1.088,0.893
2.000,-1.099,0.882
2.000,-1.109,0.871
2.000,-1.120,0.861
2.000,-1.130,0.850
2.000,-1.141,0.839
2.000,-1.151,0.828
2.000,-1.161,0.818
2.000,-1.172,0.807
2.000,-1.182,0.796
2.000,-1.192,0.786
2.000,-1.203,0.775
2.000,-1.213,0.765
2.000,-1.223,0.754
2.000,-1.233,0.744
2.000,-1.243,0.733
2.000,-1.254,0.723
2.000,-1.264,0.712
2.000,-1.274,0.702
2.000,-1.284,0.691
2.000,-1.294,0.681
2.000,-1.304,0.671
2.000,-1.314,0.660
2.000,-1.324,0.650
2.000,-1.334,0.640
2.000,-1.343,0.630
2.000,-1.353,0.620
2.000,-1.363,0.610
2.000,-1.373,0.599
2.000,-1.382,0.589
2.000,-1.392,0.579
2.000,-1.401,0.570
2.000,-1.411,0.560
2.000,-1.420,0.550
2.000,-1.430,0.540
2.000,-1.439,0.530
2.000,-1.448,0.521
2.000,-1.458,0.511
2.000,-1.467,0.502
2.000,-1.476,0.492
