"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,7.007E-9,2.000
2.000,-2.424E-8,2.000
2.000,-2.431E-7,2.000
2.000,-2.025E-6,2.000
2.000,-1.750E-5,2.000
2.000,-1.551E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.007,1.993
2.000,-0.009,1.991
2.000,-0.011,1.989
2.000,-0.013,1.987
2.000,-0.016,1.984
2.000,-0.018,1.982
2.000,-0.021,1.979
2.000,-0.024,1.976
2.000,-0.027,1.973
2.000,-0.031,1.969
2.000,-0.034,1.965
2.000,-0.038,1.962
2.000,-0.042,1.957
2.000,-0.047,1.953
2.000,-0.051,1.949
2.000,-0.056,1.944
2.000,-0.060,1.939
2.000,-0.065,1.934
2.000,-0.071,1.929
2.000,-0.076,1.923
2.000,-0.082,1.918
2.000,-0.088,1.912
2.000,-0.094,1.906
2.000,-0.100,1.900
2.000,-0.106,1.893
2.000,-0.113,1.887
2.000,-0.119,1.880
2.000,-0.126,1.873
2.000,-0.133,1.866
2.000,-0.141,1.858
2.000,-0.148,1.851
2.000,-0.156,1.843
2.000,-0.164,1.835
2.000,-0.172,1.827
2.000,-0.180,1.819
2.000,-0.188,1.811
2.000,-0.197,1.802
2.000,-0.205,1.793
2.000,-0.214,1.784
2.000,-0.223,1.775
2.000,-0.232,1.766
2.000,-0.242,1.757
2.000,-0.251,1.747
2.000,-0.261,1.737
2.000,-0.270,1.727
2.000,-0.280,1.717
2.000,-0.290,1.707
2.000,-0.301,1.697
2.000,-0.311,1.686
2.000,-0.321,1.676
2.000,-0.332,1.665
2.000,-0.343,1.654
2.000,-0.354,1.643
2.000,-0.365,1.632
2.000,-0.376,1.621
2.000,-0.387,1.609
2.000,-0.399,1.598
2.000,-0.410,1.586
2.000,-0.422,1.574
