"V1
References : ['plot_vs(vin, vout)']
Dependency : [V1]
Num. Points : [171]
Matrix Size : scalar
Type : Real","vout
References : ['plot_vs(vin, vout)']
Dependency : [V1,time]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real","plot_vs(vin, vout)
References : []
Dependency : [V1,vout]
Num. Points : [171,1006]
Matrix Size : scalar
Type : Real"
2.000,1.742E-8,2.000
2.000,1.356E-8,2.000
2.000,1.988E-9,2.000
2.000,-7.909E-8,2.000
2.000,-7.393E-7,2.000
2.000,-6.473E-6,2.000
2.000,-5.745E-5,2.000
2.000,-1.903E-4,2.000
2.000,-4.002E-4,2.000
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.001,1.999
2.000,-0.002,1.998
2.000,-0.003,1.997
2.000,-0.003,1.997
2.000,-0.004,1.996
2.000,-0.005,1.995
2.000,-0.006,1.994
2.000,-0.007,1.993
2.000,-0.008,1.992
2.000,-0.009,1.991
2.000,-0.010,1.990
2.000,-0.011,1.989
2.000,-0.013,1.987
2.000,-0.014,1.986
2.000,-0.016,1.984
2.000,-0.017,1.983
2.000,-0.019,1.981
2.000,-0.021,1.979
2.000,-0.023,1.977
2.000,-0.024,1.975
2.000,-0.026,1.973
2.000,-0.028,1.971
2.000,-0.031,1.969
2.000,-0.033,1.967
2.000,-0.035,1.965
2.000,-0.037,1.962
2.000,-0.040,1.960
2.000,-0.042,1.957
2.000,-0.045,1.955
2.000,-0.047,1.952
2.000,-0.050,1.950
2.000,-0.053,1.947
2.000,-0.056,1.944
2.000,-0.059,1.941
2.000,-0.062,1.938
2.000,-0.065,1.935
2.000,-0.068,1.932
2.000,-0.071,1.928
2.000,-0.074,1.925
2.000,-0.078,1.922
2.000,-0.081,1.918
2.000,-0.085,1.915
2.000,-0.088,1.911
2.000,-0.092,1.907
2.000,-0.096,1.904
2.000,-0.099,1.900
2.000,-0.103,1.896
2.000,-0.107,1.892
2.000,-0.111,1.888
2.000,-0.115,1.884
2.000,-0.119,1.880
2.000,-0.123,1.875
2.000,-0.128,1.871
2.000,-0.132,1.867
2.000,-0.136,1.862
2.000,-0.141,1.858
2.000,-0.145,1.853
2.000,-0.150,1.849
2.000,-0.155,1.844
2.000,-0.159,1.839
2.000,-0.164,1.834
2.000,-0.169,1.829
2.000,-0.174,1.824
2.000,-0.179,1.819
2.000,-0.184,1.814
2.000,-0.189,1.809
2.000,-0.194,1.804
2.000,-0.199,1.799
2.000,-0.205,1.793
2.000,-0.210,1.788
2.000,-0.215,1.782
2.000,-0.221,1.777
2.000,-0.226,1.771
2.000,-0.232,1.766
2.000,-0.238,1.760
2.000,-0.243,1.754
2.000,-0.249,1.748
2.000,-0.255,1.742
2.000,-0.261,1.737
2.000,-0.267,1.731
2.000,-0.273,1.724
2.000,-0.279,1.718
2.000,-0.285,1.712
2.000,-0.291,1.706
2.000,-0.297,1.700
2.000,-0.303,1.693
2.000,-0.310,1.687
2.000,-0.316,1.680
2.000,-0.322,1.674
2.000,-0.329,1.667
2.000,-0.335,1.661
2.000,-0.342,1.654
2.000,-0.349,1.647
2.000,-0.355,1.641
2.000,-0.362,1.634
2.000,-0.369,1.627
2.000,-0.375,1.620
2.000,-0.382,1.613
2.000,-0.389,1.606
2.000,-0.396,1.599
2.000,-0.403,1.592
2.000,-0.410,1.585
2.000,-0.417,1.577
2.000,-0.424,1.570
2.000,-0.432,1.563
2.000,-0.439,1.556
2.000,-0.446,1.548
2.000,-0.453,1.541
2.000,-0.461,1.533
2.000,-0.468,1.526
2.000,-0.475,1.518
2.000,-0.483,1.511
2.000,-0.490,1.503
2.000,-0.498,1.495
2.000,-0.506,1.488
2.000,-0.513,1.480
2.000,-0.521,1.472
2.000,-0.528,1.464
2.000,-0.536,1.456
2.000,-0.544,1.448
2.000,-0.552,1.440
2.000,-0.560,1.433
2.000,-0.567,1.425
2.000,-0.575,1.416
2.000,-0.583,1.408
2.000,-0.591,1.400
2.000,-0.599,1.392
2.000,-0.607,1.384
2.000,-0.615,1.376
2.000,-0.623,1.368
2.000,-0.631,1.359
2.000,-0.639,1.351
2.000,-0.648,1.343
2.000,-0.656,1.334
2.000,-0.664,1.326
2.000,-0.672,1.317
2.000,-0.680,1.309
2.000,-0.689,1.301
2.000,-0.697,1.292
2.000,-0.705,1.284
2.000,-0.714,1.275
2.000,-0.722,1.267
2.000,-0.730,1.258
2.000,-0.739,1.249
2.000,-0.747,1.241
2.000,-0.756,1.232
2.000,-0.764,1.223
2.000,-0.772,1.215
2.000,-0.781,1.206
2.000,-0.789,1.197
2.000,-0.798,1.189
2.000,-0.806,1.180
2.000,-0.815,1.171
2.000,-0.824,1.162
2.000,-0.832,1.154
2.000,-0.841,1.145
2.000,-0.849,1.136
2.000,-0.858,1.127
2.000,-0.866,1.118
2.000,-0.875,1.109
2.000,-0.884,1.101
2.000,-0.892,1.092
2.000,-0.901,1.083
2.000,-0.910,1.074
2.000,-0.918,1.065
2.000,-0.927,1.056
2.000,-0.936,1.047
2.000,-0.944,1.038
2.000,-0.953,1.029
2.000,-0.962,1.020
2.000,-0.970,1.012
2.000,-0.979,1.003
2.000,-0.988,0.994
2.000,-0.996,0.985
2.000,-1.005,0.976
2.000,-1.014,0.967
2.000,-1.022,0.958
2.000,-1.031,0.949
2.000,-1.039,0.940
2.000,-1.048,0.931
2.000,-1.057,0.922
2.000,-1.065,0.913
2.000,-1.074,0.904
2.000,-1.083,0.896
2.000,-1.091,0.887
2.000,-1.100,0.878
2.000,-1.108,0.869
2.000,-1.117,0.860
2.000,-1.126,0.851
2.000,-1.134,0.842
2.000,-1.143,0.833
2.000,-1.151,0.825
2.000,-1.160,0.816
2.000,-1.168,0.807
2.000,-1.177,0.798
2.000,-1.185,0.789
2.000,-1.194,0.781
2.000,-1.202,0.772
2.000,-1.211,0.763
2.000,-1.219,0.754
2.000,-1.227,0.746
2.000,-1.236,0.737
2.000,-1.244,0.728
2.000,-1.252,0.720
2.000,-1.261,0.711
2.000,-1.269,0.703
2.000,-1.277,0.694
2.000,-1.286,0.685
2.000,-1.294,0.677
2.000,-1.302,0.668
2.000,-1.310,0.660
2.000,-1.318,0.651
2.000,-1.326,0.643
2.000,-1.334,0.634
